Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript
Barricade,Monte Carlo Tree Search,Two,Normal,69,225506,22,6C 12C G 9C 9A G 4D 9B G 14A 14D G 13C 19B G 12B 13B G 12A 3C G 4C 8D G 8A 4A G 2C 14B G 10C 10A G 14A 17A G 7A 18C G 19D 5D G 5A 11A G 9C 11B G 18D 7C G 11C 6A G 2B 2D G 10A 4D G 13A 16B G 8B 11D G 9C 3B G
Barricade,Monte Carlo Beeline 4,Two,Normal,72,235699,22,6C 11D G 1C 1A G 6D 12B G 8D 2D G 8A 14C G 13C 13B G 3C 18A G 3B 16A G 15A 19B G 3A 3D G 2C 15D G 20C 20D G 4B 20A G 12D 12C G 17C 15C G 1C 17B G 4D 20C G 13A 2A G 2B 9A G 18D 9D G 8B 11A G 18C 10A G 5D 20C G 9D 3C G
Deep Beeline,Monte Carlo Beeline 4,Two,Normal,78,260416,0,1A 2B G 12D 7D G 18A 7C G 10C 19B G 9B 4B G 20C 16B G 3B 2B G 7C 18B G 5D 16C G 11B 4D G 9D 10D G 3B 5C G 11D 10C G 15C 20D G 4C 1B G 2A 8D G 4D 15D G 15A 20D G 13B 2A G 17A 3C G 1C 2D G 10B 5D G 7D 16C G 7C 7D G 1A 3A G 1B 6C G
Monte Carlo Beeline 4,Barricade,One,Normal,87,284682,78,20C 6C G 20A 6B G 11A 6A G 11D 3A G 9A 15C G 9B 9C G 14A 4D G 19A 20B G 12C 14C G 13B 4B G 3A 4A G 5B 16C G 12C 8D G 8C 16A G 3B 2C G 2A 2D G 18D 19A G 6A 18A G 3B 2A G 4A 14D G 16D 13A G 10A 3A G 9C 13B G 7D 11A G 9D 5A G 5A 7C G 3C 20A G 14C 18C G 9A 1D G
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,51,322884,43,11D 15D G 1B 1A G 5D 1C G 6C 2D G 19A 19C G 17B 20A G 14A 2A G 12B 14C G 12A 5A G 2C 15B G 8B 13B G 20B 20A G 20B 5C G 7A 12C G 16A 9D G 10D 4A G 14A 8A G
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,55,354834,43,11D 5B G 8D 10D G 17A 18D G 6B 20C G 19B 17D G 7B 5A G 1B 5C G 10C 1A G 18B 6C G 11B 12D G 12A 10B G 15A 2C G 12B 14C G 7D 8C G 3D 15A G 8A 2A G 8C 13D G 15A 8C G 8C
Monte Carlo Tree Search,Monte Carlo Barricade,One,Normal,57,361629,4,2A 19A G 12C 17A G 7B 7A G 9A 11B G 4B 16B G 17C 16A G 7B 11A G 11D 12A G 7D 4A G 5A 4D G 16C 16D G 3C 10D G 10A 5C G 13A 15B G 6C 6A G 1A 1D G 17A 10B G 10C 6C G 12D 8A G
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,66,392620,58,15C 13D G 4A 9C G 14C 9A G 7C 5A G 4B 5B G 16B 16A G 17C 7D G 16D 2D G 7A 1C G 7B 17B G 18B 17A G 1A 14B G 11C 2B G 2A 12A G 8C 8D G 3D 3A G 15C 1B G 13C 10C G 5D 12C G 17D 2D G 1D 9A G 8C 10A G
Monte Carlo Beeline 4,Monte Carlo Barricade,Two,Normal,72,453498,11,3D 3A G 19C 19B G 18C 8B G 12B 15A G 15B 6C G 10D 11B G 3B 9D G 2D 7D G 7A 7B G 7C 1C G 8D 13A G 6D 10C G 4C 10B G 5A 14A G 14C 13B G 6D 13D G 1A 17C G 12C 18B G 15C 4A G 9D 18B G 2C 14B G 12A 8D G 8D 11C G 10D 20B G
Monte Carlo Barricade,Monte Carlo Tree Search,Two,Normal,72,463175,65,17B 8B G 18B 15B G 18C 16B G 1C 13C G 14A 6B G 18D 5C G 6A 13A G 17C 11C G 5D 18A G 1C 16A G 16C 15D G 11A 20A G 5B 20D G 19C 7D G 3D 2C G 2C 3A G 3B 20C G 8A 4D G 9D 7A G 18B 9B G 16A 18D G 18D 14A G 6A 7A G 13D 14B G
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,72,467276,53,14B 10B G 19A 12B G 13A 1C G 5A 19D G 1B 9A G 16C 19C G 4D 9D G 14D 2D G 5C 18D G 18B 16A G 16D 4A G 16B 11D G 6B 11A G 1D 15B G 7D 17C G 10A 7B G 7C 1A G 6C 16A G 11C 5D G 20B 2D G 12C 4C G 6C 2D G 13A 1A G 10A 3B G
Monte Carlo Barricade,Monte Carlo Beeline 4,One,Normal,75,475480,65,17B 2B G 19B 2A G 8D 9A G 18D 3B G 20D 1A G 5D 5A G 4C 4B G 3C 1D G 5B 20A G 3A 14D G 4D 12C G 17D 18C G 6A 8B G 13D 13A G 6B 10D G 11B 2A G 15B 6C G 7B 8C G 10B 14C G 6C 7A G 7C 13D G 6C 17B G 7A 18A G 1A 3D G 6B 3C G
Monte Carlo Beeline 4,Monte Carlo Tree Search,One,Normal,75,481225,58,15C 2D G 12A 5D G 18D 6C G 8B 1C G 2B 6D G 7C 7A G 11B 19B G 15D 15B G 2C 10D G 14C 1A G 17B 16B G 16A 16D G 14A 14D G 9B 18A G 13C 17A G 18B 4B G 5B 1D G 2A 1A G 18A 6C G 17A 2B G 19C 10D G 10D 15A G 17B 10D G 17B 18A G 10D 6C G
Monte Carlo Barricade,Monte Carlo Beeline 3,One,Normal,93,553806,68,18A 1C G 15A 3C G 5B 19D G 20D 1D G 6D 13A G 18C 13D G 3D 6C G 9D 9B G 12D 9A G 5D 16D G 11A 17D G 17B 17A G 10D 9C G 12C 14B G 10A 17C G 11C 16D G 1B 17C G 9C 17A G 3D 17C G 10A 10C G 14B 17C G 19D 4D G 3C 9C G 9A 9B G 14B 13B G 14C 8B G 14B 13B G 9A 7D G 14B 19D G 9D 12B G 14B 18C G
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,93,589438,4,2A 3A G 14B 14C G 9D 5D G 10B 15D G 10D 1A G 13D 8D G 8C 9A G 9B 9C G 1B 5C G 1A 1D G 18C 18B G 6B 17B G 13C 18D G 12C 6A G 6D 11A G 11B 16B G 17D 20B G 17A 16A G 7B 16D G 4A 2B G 20C 12D G 20B 12A G 6D 3D G 11A 12D G 7C 13C G 1C 17D G 7D 5A G 3D 18C G 19D 3D G 11B 7A G 1C 11D G
Monte Carlo Beeline 3,Monte Carlo Barricade,Two,Normal,120,764682,43,11D 1B G 13B 3A G 9D 19D G 10A 5C G 15B 5A G 2A 8B G 20D 8A G 3D 5D G 18A 9A G 17A 8C G 18C 18B G 12C 17C G 12B 12D G 7B 4D G 17D 7A G 16B 17B G 12A 20B G 12C 20D G 16C 16B G 17A 16D G 18C 16B G 17A 3B G 20A 17A G 3D 17B G 17B 18B G 18B 17B G 17B 18B G 17A 16D G 16A 17A G 17A 8C G 8C 19C G 17A 17B G 11D 18B G 17A 16B G 11D 7D G 19C 17D G 17D 17A G 17A 12A G 12B 13C G 4D 16B G
Barricade,Random,One,Normal,48,136,1,1B 13C G 15D 13A G 9B 8C G 4A 4B G 4C 14A G 9A 4D G 8A 7A G 4A 1D G 19C 18D G 5D 3B G 3A 6D G 13C 3C G 8D 20B G 19B 18C G 17D 12A G 5D 17A G
Random,Barricade,Two,Normal,45,143,61,16B 1A G 16A 13D G 7B 7A G 12D 8B G 13C 13A G 18C 4C G 14C 8A G 12C 17D G 5A 5C G 12A 9A G 9A 12B G 2D 3B G 5A 10D G 18A 14C G 7B 10A G
Random,Deep Beeline,One,Normal,51,6550,25,7B 1A G 4C 14A G 17A 14B G 6A 15A G 1B 7D G 18B 13A G 15A 10B G 12C 17D G 16B 18A G 19D 9C G 11C 19A G 5A 3D G 4B 5C G 11D 10D G 20A 11B G 8B 8D G 8C 8A G
Deep Beeline,Random,One,Normal,72,6785,1,1B 18C G 11A 9A G 1D 19D G 9C 2B G 2A 17A G 9D 7D G 17B 4A G 8C 17C G 12D 8B G 4D 15A G 15D 14C G 16D 4C G 16B 3D G 8C 19C G 20D 16D G 9C 12A G 10A 20C G 12C 12A G 10C 13B G 16C 12A G 12B 17D G 8D 17C G 20D 17B G 20B 16B G
Deep Beeline,Barricade,Two,Normal,75,6836,1,1B 1A G 2B 18A G 7A 5B G 7B 2A G 2C 7D G 3D 13A G 19C 2D G 5C 18D G 13C 19B G 17B 17A G 15D 19A G 10D 15C G 12C 15A G 10A 12A G 10B 15B G 8A 11B G 16A 16D G 14C 4C G 16B 5A G 3C 9D G 14B 14C G 17B 7A G 16C 2A G 12B 11B G 20A 4B G
Barricade,Deep Beeline,Two,Normal,69,7729,67,17D 18A G 10A 10B G 10C 7D G 12B 12A G 8C 15D G 5A 5B G 5C 6B G 16B 11D G 15C 8A G 17B 13C G 16A 13B G 13D 18C G 7C 6A G 1A 1D G 14A 15B G 6C 13A G 20A 1C G 14D 17A G 17C 8A G 6D 1D G 5C 3C G 20A 19D G 4D 20A G
Deep Beeline,Monte Carlo Beeline 3,Two,Normal,36,113257,67,17D 4A G 19D 16A G 8C 14D G 2B 18A G 19B 20A G 9D 12D G 11C 15D G 20B 16B G 14B 3B G 9A 2A G 3C 10B G 1C 6A G
Random,Monte Carlo Beeline 3,Two,Normal,42,122135,39,10D 3C G 17D 2B G 15B 16A G 8C 2D G 7A 12D G 10B 8B G 8B 10C G 4A 18C G 13A 15D G 20B 19D G 13A 5A G 6B 10D G 1B 20C G 20A 5C G
Monte Carlo Beeline 3,Random,One,Normal,45,129462,79,20D 12D G 18C 5B G 10D 1D G 16A 2B G 6D 14C G 8C 1A G 3C 7B G 6A 11A G 19C 7C G 4A 13A G 14A 17B G 10C 12B G 13C 20C G 8B 19B G 13B 8A G
Monte Carlo Beeline 3,Deep Beeline,One,Normal,48,144060,79,20D 17D G 18B 14D G 19B 4B G 9D 11B G 13A 13D G 9B 8C G 13C 19C G 15A 12B G 4D 15D G 20C 8D G 2A 11D G 2D 7D G 6B 3C G 10A 7A G 6A 16B G 16D 1C G
Monte Carlo Beeline 4,Random,One,Normal,45,147325,38,10C 2C G 16B 3B G 20C 16A G 15A 19B G 16C 18A G 10D 17A G 18C 9C G 20D 15D G 4A 10D G 8A 13C G 10C 17C G 15A 4B G 4C 16D G 17C 5A G 18C 20B G
Monte Carlo Barricade,Random,One,Normal,45,147352,76,20A 12D G 3C 5B G 11A 8B G 10C 6D G 2B 10A G 9D 4D G 13B 17C G 8B 13C G 16D 15A G 14B 14A G 19D 17A G 18A 9A G 2B 4A G 12B 19D G 11A 12A G
Monte Carlo Tree Search,Deep Beeline,One,Normal,45,153261,13,4B 1A G 2A 8A G 10A 14D G 18D 10C G 16C 4C G 5D 5C G 6B 6C G 20B 3C G 12A 17D G 15B 3B G 8A 4D G 12C 5A G 19A 20C G 3D 15C G 16C 18B G
Monte Carlo Beeline 3,Barricade,One,Normal,54,156962,13,4B 1A G 4A 10D G 2A 2B G 2C 3C G 19B 2D G 3A 20D G 18C 8D G 5A 9C G 17D 10B G 10C 15A G 12D 15C G 18A 11D G 14D 9A G 13B 8C G 20C 6B G 4A 17B G 16B 13C G 2A 8B G
Random,Monte Carlo Tree Search,Two,Normal,48,157342,29,8B 5C G 12B 16D G 4A 11B G 12C 17D G 4C 17A G 7C 18B G 20D 13D G 1B 4A G 19A 13A G 17B 20D G 16A 8D G 12D 16A G 6A 9B G 12C 16A G 8B 7D G 2C 20D G
Random,Monte Carlo Barricade,Two,Normal,48,157438,60,16A 17B G 10C 16A G 19C 19D G 20B 14C G 13B 15D G 13D 10D G 8A 12A G 1B 13C G 6B 2A G 7D 6D G 12D 5C G 3C 19C G 4A 8C G 10A 19A G 11C 6C G 5B 19A G
Barricade,Monte Carlo Beeline 3,Two,Normal,54,158941,67,17D 4A G 19A 4B G 4C 16B G 9A 4D G 9B 7B G 5B 5A G 1B 14B G 1C 2B G 1A 6D G 6B 6A G 11C 11A G 18A 17C G 16C 1D G 7C 14C G 13A 15C G 11D 18C G 15D 20D G 3D 16C G
Monte Carlo Tree Search,Barricade,One,Normal,51,159851,13,4B 1A G 4A 12B G 5C 5B G 3B 18D G 7C 5A G 10D 13D G 19A 1D G 6D 15D G 17A 5D G 11B 6B G 12C 11A G 17D 20A G 10B 14D G 2C 16A G 8A 11D G 14C 5C G 8D 13B G
Monte Carlo Tree Search,Random,One,Normal,51,167044,13,4B 17D G 20D 13C G 19A 6C G 11A 17A G 7B 11D G 3D 3A G 18B 19D G 17C 1B G 2D 10C G 20D 7A G 13A 13D G 10B 16A G 13C 14D G 20A 16B G 5A 11B G 8D 12D G 1B 1D G
Random,Monte Carlo Beeline 4,Two,Normal,51,167053,2,1C 8D G 18B 13C G 3B 14B G 5D 1A G 2D 12D G 17C 10D G 17B 2B G 16C 4C G 4D 9D G 18A 19A G 6B 18A G 20D 13A G 2C 19D G 15A 5B G 17B 12A G 20C 6B G 13A 13B G
Monte Carlo Barricade,Deep Beeline,One,Normal,51,170288,65,17B 1A G 1B 12B G 8B 5C G 18A 3C G 14A 16C G 2D 4C G 9B 12C G 12D 19D G 10C 14D G 4B 13A G 6B 6C G 9A 11A G 20B 15C G 3B 20B G 8B 20A G 9A 2C G 14B 11C G
Monte Carlo Barricade,Barricade,One,Normal,54,176884,29,8B 18A G 8A 3B G 15A 3A G 4B 18D G 19B 2B G 13D 4A G 9C 4C G 17B 6A G 13B 6C G 12A 12D G 11D 17D G 9A 7A G 12B 4D G 19D 11A G 2C 20D G 14C 20A G 11B 14A G 19D 15B G
Monte Carlo Beeline 4,Deep Beeline,One,Normal,54,181294,70,18C 1A G 2B 19D G 3C 14A G 15C 3D G 14B 8C G 11B 9B G 1B 10D G 18B 18D G 20D 15B G 7A 13C G 19A 11D G 13A 18C G 9A 16D G 9C 18D G 19A 4C G 13A 9D G 12C 12D G 5D 16B G
Barricade,Monte Carlo Barricade,Two,Normal,60,196354,1,1B 1A G 7A 1C G 1D 2B G 19D 2A G 3B 5B G 6B 5A G 4B 4A G 17D 4C G 4D 16B G 2C 12D G 11C 6A G 9B 11B G 15A 13A G 18D 20D G 12A 8A G 1A 6C G 3C 11D G 5B 13D G 2A 7D G 14C 13D G
Barricade,Monte Carlo Tree Search,Two,Normal,60,196372,1,1B 1C G 10D 1A G 6D 11A G 20D 2D G 10A 5D G 12A 5A G 10C 3C G 20C 2A G 7C 20B G 3C 7A G 19B 4C G 13D 19D G 6D 17A G 9C 4A G 16B 9C G 18C 2A G 16B 20A G 6B 6A G 14D 15B G 17B 2A G
Deep Beeline,Monte Carlo Tree Search,Two,Normal,60,199866,1,1B 9B G 8C 15D G 4A 20C G 4D 19D G 19B 14C G 7B 16C G 5D 16A G 11D 13A G 9C 18D G 20B 16D G 16B 12D G 14D 17D G 10A 7B G 18D 2A G 13B 8C G 18C 14B G 10B 18A G 12D 10D G 6C 20A G 11C 13B G
Deep Beeline,Monte Carlo Beeline 4,Two,Normal,63,213243,67,17D 10B G 6C 12A G 13D 2D G 19C 13C G 14D 7A G 12B 18A G 17A 19A G 10B 10D G 14A 11B G 15D 7D G 15A 11A G 16C 19D G 20B 11D G 4C 20A G 5D 4D G 2A 3B G 3C 4D G 2A 15A G 15A 6A G 2B 15A G 19C 15B G
Barricade,Monte Carlo Beeline 4,Two,Normal,69,217233,1,1B 16A G 6A 6B G 6C 18B G 8D 6D G 8A 13A G 9C 13B G 3C 9B G 19C 14D G 13C 3D G 3B 19A G 19D 17C G 15A 14C G 12B 10A G 7D 5D G 12D 14A G 7B 5C G 3C 20B G 20B 13B G 2A 20D G 13D 13B G 5A 3D G 15A 12A G 2B 15A G
Monte Carlo Beeline 4,Barricade,One,Normal,72,235721,48,13A 1A G 13B 14B G 12A 12B G 12C 17A G 18B 12D G 13C 8C G 19A 8A G 18C 4A G 3A 3B G 3C 4C G 5D 14C G 14D 10B G 17A 19D G 20B 15C G 15D 15A G 20C 20A G 9A 6C G 3B 14A G 19C 14C G 2A 10D G 14B 13C G 6B 14A G 16B 12C G 2A 8C G
Monte Carlo Tree Search,Monte Carlo Beeline 4,Two,Normal,48,304675,37,10B 2A G 3C 13C G 6B 9B G 1A 14D G 9A 12C G 18C 8C G 8B 12B G 15C 12A G 13D 19C G 12D 17C G 4A 15A G 15B 20A G 16A 6C G 15A 15D G 15D 15A G 1B 4B G
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,54,318110,13,4B 19A G 11D 7A G 9B 7C G 20D 2D G 19C 14D G 14A 11B G 13B 7B G 11C 14B G 9D 13C G 1C 18A G 12A 10C G 10A 12D G 17D 6D G 18C 12C G 17A 14C G 10C 17B G 17C 16B G 15D 5B G
Monte Carlo Barricade,Monte Carlo Beeline 3,Two,Normal,57,334120,20,6A 16B G 12C 12B G 15A 7C G 11A 14D G 11B 13A G 9B 9A G 2D 3A G 1C 3C G 15D 9C G 19C 11C G 13C 16C G 2A 18B G 17A 12A G 20D 17C G 17A 4A G 19A 18D G 7D 16D G 17A 12B G 5D 8A G
Deep Beeline,Monte Carlo Barricade,Two,Normal,102,335159,1,1B 1A G 2C 18A G 4B 18B G 19C 20A G 2A 4C G 5B 2D G 19A 7C G 13B 14D G 12C 8A G 9B 16D G 9A 14A G 12A 11C G 7A 16C G 17A 10A G 14B 15D G 6B 17C G 14C 10B G 12D 15C G 11A 15A G 12A 11D G 16B 19B G 2C 14B G 11D 9B G 1D 4A G 9A 10D G 10D 9A G 10A 13A G 7D 7A G 2D 19B G 7C 19C G 9A 7C G 17B 1B G 1B 9C G 12D 1B G
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,63,383856,70,18C 17B G 12B 20C G 12A 7B G 3B 3A G 19A 18A G 19C 9D G 14A 3C G 9A 13C G 7A 7C G 2D 11A G 4A 4C G 9B 6A G 2A 15C G 8D 16C G 13C 3C G 4D 13A G 20D 5B G 1B 15D G 5C 10D G 7A 1A G 1A 9B G
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,66,410444,13,4B 4A G 15D 15C G 20B 18A G 5C 1C G 2B 1B G 6D 1D G 2D 2A G 19C 18C G 5A 3A G 3C 3D G 10A 17A G 17C 17D G 17B 8A G 4D 8D G 8B 12A G 10C 9A G 11D 16D G 10C 16C G 12C 18B G 1B 17B G 1B 13A G 5D 15A G
Monte Carlo Beeline 4,Monte Carlo Barricade,One,Normal,69,417165,27,7D 19B G 7A 14D G 18B 14C G 3B 10A G 17D 12A G 10C 7C G 3A 8D G 10D 4B G 4D 9A G 4A 8A G 18D 11B G 5A 13C G 20C 16A G 13D 8B G 15B 12C G 1A 8C G 2C 1C G 13D 6D G 6A 10C G 13D 18C G 13C 13D G 13D 18C G 13C 9D G
Monte Carlo Beeline 3,Monte Carlo Barricade,Two,Normal,69,429226,37,10B 2C G 5B 9D G 16A 16D G 9A 11C G 6B 13B G 11A 4A G 2B 19B G 4C 17C G 17A 16B G 12C 9B G 11B 6A G 18A 13C G 2D 10D G 6C 18C G 1D 17D G 17D 16A G 3B 6C G 3D 17C G 17C 19A G 16D 3B G 2B 2A G 16D 9D G 4A 8C G
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,69,444415,38,10C 7C G 12C 13D G 19C 5C G 17B 1B G 5A 18D G 2B 18B G 19B 5B G 1A 17D G 10D 5C G 15B 17A G 10D 12C G 18A 6C G 9A 13B G 16D 16A G 11D 17C G 20D 15A G 3C 15C G 18D 8A G 3C 8D G 8B 17A G 17A 11B G 12C 17A G 17A 8B G
Monte Carlo Tree Search,Monte Carlo Barricade,One,Normal,102,608106,13,4B 4A G 5A 13A G 15C 6B G 1A 11D G 19A 8A G 12A 4D G 7A 2C G 2B 2A G 11D 18D G 14D 1C G 9C 18A G 2D 7A G 19B 14C G 18C 13D G 3B 17B G 17D 15A G 15A 10D G 14A 4B G 16B 5A G 8D 15A G 13D 2C G 12C 4D G 16B 9D G 17A 13D G 20A 18D G 18D 13B G 15D 18D G 18D 20B G 17B 18D G 4A 6B G 4D 18D G 18D 18B G 19B 18A G 17D 18C G
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,99,628232,79,20D 18A G 8A 14A G 11C 20C G 6C 15D G 3D 16C G 6B 16B G 2D 3A G 20B 3B G 4B 2C G 2B 19A G 3C 1B G 2A 4D G 12B 4A G 9C 7D G 7B 8C G 16C 3D G 12A 3A G 8A 3D G 3D 20C G 6B 14D G 5D 16C G 2C 3D G 3D 2C G 8D 10B G 16D 19B G 9C 12D G 17B 16C G 16C 14A G 11C 8D G 16C 3D G 16D 13D G 2C 19A G 4A 5C G
Monte Carlo Barricade,Monte Carlo Tree Search,Two,Normal,108,646883,65,17B 2B G 5D 2A G 8B 2C G 15D 3C G 4B 16B G 20B 16A G 1B 4D G 11A 11D G 11B 16C G 4A 20A G 20D 5B G 20B 7A G 19A 7C G 1C 5C G 14C 20C G 1A 10D G 6C 15D G 7B 19A G 16A 6A G 20C 20D G 20A 16B G 5A 16A G 12D 15A G 16B 20A G 20A 20C G 16B 20D G 20A 20B G 20B 16D G 20A 16C G 5D 20A G 20A 15C G 16C 20A G 20A 2C G 4C 19A G 19B 20B G 3A 19A G
Monte Carlo Barricade,Monte Carlo Beeline 4,Two,Normal,132,788195,65,17B 2A G 18D 13A G 9B 4C G 14A 14B G 15D 11B G 13B 2B G 2C 8B G 12D 11A G 12C 10D G 17D 5A G 12A 10B G 1B 6A G 1D 18C G 11C 5C G 4B 6C G 12B 8C G 20C 14C G 5B 15D G 3C 19D G 3A 17A G 17C 17D G 9D 1D G 10C 7B G 12B 12C G 12C 17D G 4D 10C G 6B 4A G 10D 17D G 4B 12D G 5B 4B G 4B 14C G 18C 17C G 4B 12D G 7A 4B G 4B 11B G 1B 4B G 4B 10D G 7B 4B G 10C 9D G 18A 1D G 10C 18D G 2B 10C G 11D 10B G 14B 11A G
Barricade,Random,One,Normal,48,123,16,5A 1A G 3C 1B G 1C 8A G 3C 1D G 3A 12B G 13C 8D G 4D 11C G 17A 10D G 10A 3B G 3C 10B G 14C 17C G 15D 19D G 19A 1A G 18C 19B G 11B 8C G 9A 9D G
Random,Barricade,Two,Normal,57,509,68,18A 5A G 18B 6A G 10C 6B G 6C 8B G 7C 6D G 7A 14D G 13D 13A G 19C 3C G 10B 8A G 12C 17A G 14C 13C G 17D 16C G 4C 4D G 15A 12B G 16A 4A G 9C 16D G 12A 15B G 12C 14A G 8B 2C G
Barricade,Deep Beeline,One,Normal,57,21450,16,5A 5B G 16B 1B G 4B 20A G 17A 20B G 20C 18B G 20D 16C G 15C 8C G 17D 1D G 18C 4A G 9B 4D G 4C 11A G 8B 13C G 19A 13A G 15B 10B G 10A 2C G 11B 19C G 2D 11C G 7A 14A G 10D 7D G
Deep Beeline,Barricade,One,Normal,63,23306,16,5A 5B G 5C 1A G 7D 1B G 1C 4D G 9B 1D G 4A 20C G 19A 9C G 10C 2A G 18A 4C G 7B 17B G 16C 12A G 8C 17A G 14B 19C G 7C 6A G 11A 14A G 14A 17C G 16D 11C G 2B 6B G 12C 8A G 10A 8B G 6A 14A G
Deep Beeline,Random,One,Normal,59,23693,16,5A 12C G 20C 5B G 17A 9D G 3D 14B G 10B 6D G 3D 15A G 13A 19A G 19A 7C G 13C 20B G 13B 18B G 18A 6D G 8A 2A G 20D 3D G 12B 16B G 7B 20C G 14D 11C G 16A 12D G 19D 16C G 20D 12C G 12C 7A
Random,Deep Beeline,Two,Normal,60,24485,17,5B 5A G 16C 11B G 18A 1B G 9D 1D G 12C 17D G 13D 17A G 20B 11D G 9B 12D G 19D 11C G 9C 18C G 12C 7A G 15C 1D G 11B 12B G 8D 11B G 7D 8C G 10B 14C G 3A 10A G 15D 18C G 18A 3C G 13D 7D G
Random,Monte Carlo Beeline 3,Two,Normal,42,130055,72,19A 2B G 17C 8B G 14A 7A G 3B 9C G 19C 18B G 3A 11B G 6D 13D G 8D 19C G 13A 20C G 10B 1C G 6C 20A G 16C 5D G 9A 10D G 5C 6A G
Random,Monte Carlo Barricade,Two,Normal,45,137467,2,1C 18D G 12A 19A G 20A 11A G 6B 15D G 12C 10D G 15A 7C G 16B 17C G 5D 3A G 4B 20B G 17D 7C G 16C 14C G 3B 17B G 18C 3D G 4A 8A G 15D 10C G
Monte Carlo Beeline 3,Deep Beeline,One,Normal,39,140312,68,18A 5A G 19B 16D G 9B 4B G 2B 17A G 11A 2C G 7C 6C G 7B 2D G 16C 16B G 17D 13C G 10C 19C G 14B 10A G 9D 14C G 12A 13D G
Monte Carlo Beeline 3,Random,One,Normal,48,142031,26,7C 5D G 4B 16B G 13A 3B G 19B 19A G 20C 1A G 18D 12A G 9B 3B G 8D 16C G 6A 18C G 1D 20D G 3C 8A G 7B 15B G 11D 6C G 14B 14C G 14A 5A G 3D 10B G
Monte Carlo Barricade,Random,One,Normal,45,147583,0,1A 8C G 10A 8A G 3B 15C G 6D 13C G 4D 7A G 3D 20C G 6A 5B G 6C 15A G 19B 19D G 14C 19C G 13A 2A G 7D 13D G 18C 10C G 18B 14A G 8D 18B G
Random,Monte Carlo Beeline 4,Two,Normal,45,147611,27,7D 19B G 14B 6C G 8C 11C G 5B 8B G 4C 5A G 1C 16B G 14D 11B G 5C 12A G 16B 17B G 14B 3C G 10A 14C G 5D 8A G 10B 5A G 14B 2C G 8D 18B G
Monte Carlo Tree Search,Barricade,One,Normal,45,149002,11,3D 5B G 3A 1C G 13D 1A G 6D 15B G 20A 2D G 8C 18B G 15A 13A G 4A 7C G 13B 4C G 9D 13D G 7C 9A G 9B 8B G 1C 8A G 17D 18A G 19D 14D G
Monte Carlo Beeline 4,Random,One,Normal,45,149729,52,14A 5C G 13D 3C G 2A 4B G 20B 9A G 20A 18D G 15B 4A G 5A 4C G 6D 16A G 4D 8B G 20D 14A G 17B 20D G 12A 19D G 4D 5D G 17D 12D G 19A 16B G
Random,Monte Carlo Tree Search,Two,Normal,48,158287,67,17D 15C G 11B 1D G 19A 2C G 3A 14B G 20B 14A G 10B 19B G 3B 20D G 9D 18D G 7D 5B G 14C 18A G 14D 10A G 4C 17A G 8A 8D G 9A 12C G 13C 15B G 4D 10C G
Monte Carlo Beeline 4,Barricade,One,Normal,57,172089,64,17A 5A G 15C 4A G 13B 4B G 4C 16A G 20A 4D G 13A 8D G 6B 6A G 8A 3D G 12B 15B G 10D 12B G 12A 3A G 8C 9B G 20A 12C G 15D 16B G 16B 19D G 19A 14D G 18B 18D G 10C 14C G 7A 2B G
Deep Beeline,Monte Carlo Beeline 4,Two,Normal,51,180482,16,5A 1B G 4A 1C G 18B 15A G 1D 12A G 1A 18A G 19C 18C G 7D 13A G 19B 10B G 9B 17B G 8D 3C G 8C 13A G 19A 3A G 20C 20D G 13A 20A G 17C 4A G 14A 16D G 16D 9D G
Barricade,Monte Carlo Barricade,Two,Normal,60,182051,16,5A 1B G 13D 1A G 2B 6D G 7D 5B G 6A 4A G 3B 3A G 4B 20B G 15C 1D G 10C 14D G 1C 11A G 7C 9A G 16B 9C G 11D 11C G 16D 7B G 15B 4C G 3B 11D G 14C 10B G 4C 2B G 8D 3B G 16D 10A G
Monte Carlo Tree Search,Deep Beeline,One,Normal,51,182878,11,3D 5B G 14B 1A G 17B 2C G 18C 1B G 11D 13B G 16C 17D G 15C 6D G 15D 6C G 2B 14D G 13D 11D G 12B 8B G 20B 11C G 20C 17C G 20D 15A G 2D 11B G 4D 6A G 6C 11B G
Monte Carlo Barricade,Barricade,One,Normal,57,185534,0,1A 5B G 1B 18B G 7A 1C G 1D 2C G 6B 2A G 7D 19C G 5A 3D G 5C 16A G 13A 5D G 12D 14C G 15D 11C G 16C 3A G 4C 20D G 4D 13C G 9A 13B G 11A 10A G 3C 9D G 9C 5A G 14B 8B G
