Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript
Monte Carlo Tree Search,Deep Beeline,One,Normal,51,266603,44,12A 20A G 10D 5C G 2B 17A G 16D 17D G 10A 16A G 2C 3A G 7A 19B G 3D 5B G 8D 1A G 8B 13C G 7B 7C G 18D 13C G 6A 19D G 14C 12D G 2A 13A G 6C 18C G 2A 4C G
Deep Beeline,Monte Carlo Tree Search,Two,Normal,69,339193,78,20C 18B G 11C 6A G 1B 2D G 1A 11A G 12A 9C G 5B 8B G 12D 9B G 4A 16D G 16B 17C G 9D 7A G 5D 12C G 11C 18D G 4B 16A G 7D 13D G 20B 14D G 16A 10B G 16C 7C G 1A 10A G 3B 4A G 17B 14A G 18D 4D G 13C 16D G 14A 4C G
Monte Carlo Barricade,Random,One,Normal,54,280751,54,14C 9A G 18A 9B G 11A 5A G 19A 1B G 13B 2B G 9A 2C G 15C 5D G 14D 4C G 3A 10D G 14B 20C G 17B 7D G 20A 7A G 6C 20D G 4A 6D G 6A 19C G 18C 1A G 1B 10D G 17D 14C G
Monte Carlo Tree Search,Monte Carlo Barricade,One,Normal,48,362910,4,2A 19A G 5A 18A G 12A 7C G 12B 8A G 3B 3A G 4B 3D G 20B 2C G 15C 20C G 20A 15D G 6B 17B G 16B 13D G 17D 17A G 17C 9D G 17D 18A G 2A 20D G 15D 18C G
Random,Monte Carlo Tree Search,Two,Normal,54,276198,78,20C 5A G 15C 5B G 17A 16D G 8B 17B G 3C 4D G 12A 13A G 11D 13B G 7C 3C G 9D 6A G 19C 17D G 3A 14A G 12A 13C G 18D 14D G 14B 7B G 17C 19C G 12B 20C G 2B 4C G 7D 20A G
Monte Carlo Beeline 4,Barricade,One,Normal,66,306124,78,20C 19A G 20A 16C G 13A 13B G 13C 8D G 17C 8A G 3C 3A G 4A 4B G 15A 6C G 1B 1A G 18C 5C G 6B 4C G 1D 15B G 6B 6A G 10A 5A G 12C 7D G 14C 12C G 11C 18C G 15A 12A G 2D 18C G 15A 7A G 6C 8C G 20A 5A G
Monte Carlo Beeline 4,Random,One,Normal,51,227634,78,20C 15D G 7A 12B G 14A 17C G 8B 4B G 4A 18C G 19D 1A G 18D 4C G 1C 18A G 17D 11A G 13B 5D G 9C 15D G 9B 20D G 6B 16C G 18C 7D G 1B 9A G 15A 14B G 14D 7C G
Monte Carlo Barricade,Deep Beeline,One,Normal,57,236806,13,4B 15B G 4C 17D G 3D 10D G 20D 5D G 12A 15D G 10A 14A G 14B 20C G 9C 13D G 7C 8C G 5A 8A G 12D 7B G 7D 11A G 19A 20B G 6A 1A G 9B 8D G 19C 12D G 11C 1C G 7D 11A G 3B 1C G
Deep Beeline,Monte Carlo Barricade,Two,Normal,66,315971,0,1A 18A G 5A 19B G 1B 6A G 16B 9C G 4B 11A G 17C 20C G 20D 1D G 9A 17B G 14B 19D G 9D 4C G 16D 4A G 13A 7D G 8A 9D G 11D 7B G 15D 3C G 4A 2C G 10A 13D G 6C 7A G 10B 18B G 13D 13B G 12B 5A G 6A 17B G
Barricade,Monte Carlo Beeline 3,Two,Normal,57,239722,7,2D 19B G 13C 13A G 9B 6A G 9A 9C G 9D 20D G 4B 4A G 5B 5A G 18C 5C G 18A 19C G 15C 20A G 15A 16A G 2B 11D G 16B 17A G 10A 10C G 16D 12A G 14A 10B G 3A 15D G 16B 12C G 11D 12D G
Barricade,Monte Carlo Barricade,Two,Normal,66,295899,72,19A 20B G 3D 3A G 8C 3B G 13C 4B G 2B 7B G 17B 2C G 7A 18C G 15A 15C G 15D 1C G 5C 6D G 18A 20D G 6B 13D G 7D 14A G 10A 16C G 11B 11D G 8B 2B G 12C 10C G 9D 15C G 5B 8B G 15A 5B G 4A 16C G 18A 5A G
Barricade,Monte Carlo Tree Search,Two,Normal,69,325751,29,8B 2B G 7B 2A G 3B 18B G 2D 1B G 7C 1D G 14C 1A G 6C 5B G 14A 5C G 17C 16C G 4A 16D G 5A 11B G 11B 11A G 4C 6A G 6D 6B G 3D 11D G 11C 13C G 19C 5D G 11D 12C G 8D 1C G 5B 12C G 10D 14B G 18A 12B G 13C 11A G
Deep Beeline,Monte Carlo Beeline 3,Two,Normal,63,295692,76,20A 6A G 16A 7B G 13A 17D G 4B 14D G 18A 19B G 19A 20B G 18B 20C G 2A 15A G 1D 11D G 1C 5B G 7D 8B G 8D 2D G 1B 5A G 10C 10D G 17C 14C G 4C 10A G 3D 8A G 5D 3D G 10B 3C G 20C 10B G 2D 11A G
Monte Carlo Beeline 3,Monte Carlo Beeline 4,One,Normal,45,335876,46,12C 1A G 3D 7C G 1B 18A G 17C 6A G 7D 12B G 10B 10C G 5D 14B G 4A 12D G 7B 13D G 15B 8D G 8A 4C G 4C 13B G 17B 14B G 4A 19D G 20C 4C G
Monte Carlo Barricade,Barricade,One,Normal,57,214160,0,1A 7C G 1B 2B G 19A 1C G 1D 5A G 9A 2A G 3B 18B G 16D 5B G 7D 12B G 17D 11A G 5C 15D G 10D 10C G 4C 12A G 8B 14D G 13C 3D G 4D 13C G 4A 3C G 9B 14D G 10A 20D G 20D 1B G
Monte Carlo Beeline 3,Deep Beeline,One,Normal,57,185488,40,11A 12C G 7C 7A G 3A 20C G 10D 2A G 3C 18D G 2B 19B G 19C 9B G 20D 2C G 3D 20B G 4D 16B G 14A 4A G 6B 4B G 16A 16D G 10C 17B G 9D 16D G 9C 4C G 19C 1D G 9C 11B G 16D 2B G
Monte Carlo Tree Search,Barricade,One,Normal,78,325130,47,12D 8A G 12A 2B G 19C 2A G 3B 5A G 14B 1B G 5B 1A G 18C 1C G 17A 16B G 20A 16D G 3C 6D G 10B 1D G 18A 17D G 11D 9B G 13C 17D G 16A 19B G 9A 9C G 7A 11A G 18A 20B G 5D 16C G 16D 15A G 17B 18A G 12C 12D G 14C 1C G 3D 20B G 10D 13A G 13A 17B G
Deep Beeline,Monte Carlo Beeline 4,Two,Normal,46,151863,16,5A 1A G 2C 5B G 18A 14B G 4A 19D G 12A 3A G 10B 4B G 20D 15A G 8A 8B G 10D 16A G 6C 20C G 19C 4A G 7D 7A G 8D 16C G 15C 8D G 13C 15A G 10A
Monte Carlo Beeline 3,Monte Carlo Tree Search,One,Normal,72,474445,12,4A 20B G 1D 1A G 6A 1B G 10A 2B G 19D 3B G 20C 17B G 18B 4B G 17C 5B G 16D 18A G 17A 3A G 3D 2C G 3C 7D G 8D 14D G 12B 12D G 18C 13A G 13D 13C G 7B 14D G 3B 13B G 12A 16A G 19B 8B G 12C 2C G 20A 4A G 11A 15A G 16B 9D G
Monte Carlo Beeline 4,Monte Carlo Beeline 3,Two,Normal,72,491516,36,10A 3D G 11D 16C G 15C 16A G 4A 17B G 20B 17A G 12A 3A G 5B 5A G 13D 8A G 1D 13B G 13A 8B G 17D 18A G 1B 1C G 2A 6A G 1A 9C G 3B 6C G 7D 5C G 14B 5A G 13C 8B G 8A 5A G 9D 5B G 5B 18C G 5A 14B G 17D 4A G 17D 16C G
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,81,545567,21,6B 3B G 13C 18A G 8B 12D G 18B 19A G 16B 19C G 17A 1A G 2A 2C G 2D 3D G 4A 1B G 15B 5A G 18A 16A G 3A 7D G 7C 6D G 17B 6A G 14A 8C G 2D 20A G 15A 18B G 1B 20C G 5D 18B G 12B 8D G 2A 15B G 18B 20C G 2A 18B G 7A 20B G 1C 8C G 17A 11B G 15C 17C G
Monte Carlo Barricade,Monte Carlo Tree Search,Two,Normal,90,614078,11,3D 17A G 7C 13A G 19C 19A G 14C 7A G 2B 10C G 20B 14A G 10A 14D G 1A 11A G 19D 11C G 10D 20A G 15A 9B G 12B 4A G 1D 10B G 5B 6B G 5A 6C G 17B 15D G 15A 20C G 10B 15C G 6B 6D G 20B 19C G 3D 14C G 16C 12B G 3B 10C G 12A 19D G 14A 12C G 12C 9C G 19C 18C G 4C 11A G 18D 10A G 6D 3D G
Monte Carlo Barricade,Monte Carlo Beeline 4,One,Normal,105,725387,28,8A 13D G 12D 12B G 13A 14D G 12C 10D G 19C 19A G 14A 9B G 7C 8C G 6C 6A G 19D 15D G 20A 20B G 1D 1A G 3C 11C G 10B 11B G 6D 11A G 20C 5A G 3B 1B G 11D 2A G 3D 4C G 4B 4D G 4A 3A G 5D 16C G 14D 11D G 13B 14A G 9D 10D G 9A 14B G 17C 5D G 6B 20D G 20A 13C G 13A 19A G 14A 19C G 1D 14B G 19A 1B G 8A 19A G 19D 9D G 18D 18A G
Monte Carlo Tree Search,Monte Carlo Beeline 4,One,Normal,108,711956,52,14A 14B G 13C 17B G 10D 17A G 18C 17C G 5D 5B G 5C 4D G 12B 3C G 9C 3A G 4B 12D G 12A 12C G 8B 7C G 6B 8A G 7D 18D G 3B 5A G 6D 11C G 2A 14A G 11B 14B G 14B 15C G 10D 1C G 9C 19D G 18B 3B G 6A 11A G 16C 12A G 18D 5D G 16D 19C G 5C 15D G 15B 10C G 11C 3D G 4B 10C G 10C 3A G 8A 14B G 10C 8C G 14A 17A G 9B 20A G 16B 3C G 4D 2C G
Monte Carlo Beeline 4,Monte Carlo Barricade,One,Normal,114,761371,23,6D 6B G 5A 15B G 12D 6C G 13C 5B G 16B 1A G 17C 17A G 2A 2B G 16A 18D G 1D 17B G 18A 13A G 18C 13B G 19D 14A G 14D 19C G 14B 20C G 18B 19B G 3D 9C G 14C 13D G 8B 19A G 20C 1B G 19C 14A G 15A 13C G 9D 17A G 8C 10C G 16D 13A G 12C 16A G 9D 6D G 14D 19C G 14B 3D G 15A 5A G 3A 8B G 17A 3C G 3A 12B G 14D 3A G 19B 5B G 11A 18A G 18A 12B G 15D 16C G 1A 10D G
Monte Carlo Beeline 3,Monte Carlo Barricade,Two,Normal,126,837805,29,8B 8C G 10C 4B G 8D 16B G 3C 3B G 4A 4C G 4D 20C G 19B 11D G 2B 10A G 10B 15D G 15B 10D G 9D 14C G 7B 15C G 20D 19A G 13C 14D G 15A 18A G 5C 10D G 2A 5C G 1D 18D G 2D 9A G 9B 3B G 8D 3C G 4D 13B G 3A 3C G 3C 9D G 8D 3C G 3C 13B G 3A 3C G 9A 8A G 8D 8C G 14A 12C G 8D 3C G 4D 3A G 4B 3C G 15B 3B G 3A 3C G 14B 13B G 8D 9B G 1D 8D G 8D 10C G 3C 3A G 3C 12D G 7A 17D G
Monte Carlo Barricade,Monte Carlo Beeline 3,Two,Normal,105,649972,76,20A 6A G 17C 12D G 11A 16C G 5A 17A G 6B 13B G 4A 4B G 4C 9A G 12A 8B G 9B 12B G 15C 15B G 1B 17B G 15D 9D G 13C 19B G 18D 2D G 10C 14D G 14C 1A G 19C 19A G 2A 2C G 9D 14B G 16C 11D G 11D 1C G 2A 1A G 9D 2A G 2A 2B G 4C 9A G 2A 2B G 3B 2A G 18D 2D G 2D 2A G 6A 1B G 2D 2A G 14B 4C G 4C 2A G 4C 11D G 19C 14B G
Monte Carlo Tree Search,Monte Carlo Beeline 3,One,Normal,205,1354285,32,9A 1A G 14A 10D G 17C 16C G 9B 11D G 15A 9C G 6B 4D G 3B 3C G 20A 8D G 8B 3A G 11A 6A G 11B 10C G 5A 5B G 7A 18C G 7D 18D G 19A 12A G 8C 12B G 19B 7C G 18B 18A G 19A 9C G 9B 15A G 6C 14D G 14B 12B G 9D 5D G 9C 9A G 4D 2B G 9C 4D G 12A 2C G 9C 13B G 12D 9C G 9C 17A G 4D 18D G 2C 7A G 9A 2D G 9C 17C G 4D 9C G 7C 11C G 3B 11A G 9C 11D G 12B 11A G 9C 17D G 11D 8C G 9C 12B G 8B 2A G 1C 8D G 11D 3D G 9C 4B G 8B 3C G 11A 16D G 11D 16C G 3C 11C G 11D 16B G 3D 11D G 16D 11A G 16C 11D G 11D 9C G 11A 11D G 11C 3C G 9C 4D G 4D 9C G 3C 4D G 11D 9C G 3C 11D G 8D 3C G 9C 7B G 11D 11A G 11A 7A G 11D 16A G 11D 3C G 8D
Random,Barricade,Two,Normal,54,304,19,5D 10A G 5A 17B G 4A 4B G 4C 6B G 19C 4D G 10C 12A G 5C 10D G 14B 1B G 14C 1A G 2B 14D G 12C 1D G 16C 18D G 20D 20A G 9A 18D G 18D 19D G 7B 9B G 12A 20C G 7A 11B G
Deep Beeline,Random,One,Normal,54,21663,51,13D 1A G 7D 12B G 12A 15A G 2D 8C G 18A 1B G 6A 16B G 20D 5B G 10A 19C G 14B 17B G 15B 6C G 10D 5B G 13B 6B G 19A 15D G 4A 14C G 19D 2B G 10B 9B G 11C 15D G 7C 9A G
Random,Deep Beeline,Two,Normal,54,31629,53,14B 3C G 15B 15C G 12C 3A G 7A 19A G 14A 13C G 10C 12D G 5A 15A G 11C 17D G 9D 13A G 18C 15C G 9D 17B G 16A 16B G 6B 1B G 11A 5A G 12D 1C G 11B 2D G 6A 6D G 1A 11D G
Barricade,Random,One,Normal,51,102,73,19B 4B G 2A 2B G 2C 8C G 3B 4A G 5B 2D G 10A 7C G 1C 12B G 18C 3A G 5A 3C G 13C 5D G 10C 4C G 14D 14B G 14A 1A G 3B 14C G 17A 18C G 3B 17C G 12D 2D G
Deep Beeline,Barricade,One,Normal,69,83511,51,13D 13C G 13A 5C G 6C 5A G 10D 15C G 18B 1D G 6A 15A G 6D 15B G 20D 20C G 11B 15D G 18A 4B G 9D 8D G 3C 1A G 3B 3A G 3D 2D G 17C 17A G 12A 16A G 12B 2B G 2C 7D G 2A 8C G 14C 7D G 14B 3A G 15D 16D G 6A 14A G
Barricade,Deep Beeline,One,Normal,51,58180,60,16A 16B G 5B 5A G 1B 17B G 19B 17A G 18B 12A G 5C 10D G 1D 8C G 6A 19A G 4A 17C G 20A 20D G 3B 11C G 8B 6B G 15C 6D G 11B 15A G 4D 11A G 7B 13D G 9C 13B G
Random,Monte Carlo Barricade,Two,Normal,45,205436,47,12D 2B G 8D 5D G 15C 6D G 17C 1D G 9B 13A G 18C 4A G 15A 16C G 15B 2C G 19D 20A G 11C 7C G 3D 14A G 18D 17D G 7C 19B G 16C 17D G 11A 11B G
Random,Monte Carlo Beeline 3,Two,Normal,45,195345,54,14C 18B G 3D 11A G 19A 15D G 1D 8C G 4A 12B G 20D 5C G 18D 12A G 2B 10A G 6B 17C G 10D 20B G 4A 3B G 18C 16D G 2A 1B G 15B 8D G 13D 5B G
Monte Carlo Beeline 3,Barricade,One,Normal,54,215629,4,2A 3D G 2B 12D G 18A 2C G 2D 9A G 8D 8A G 13B 15B G 13C 3C G 4D 11D G 9D 12C G 17A 17B G 1A 16B G 4C 6D G 4B 17D G 5B 5A G 10A 17A G 1C 10C G 6A 3B G 11B 5D G
Monte Carlo Barricade,Random,One,Normal,49,213462,60,16A 19B G 17B 17A G 13A 9D G 20B 2B G 4C 7C G 1C 6A G 20A 8A G 12B 5A G 15D 8B G 19C 4A G 3C 8D G 5D 10B G 10C 11A G 1D 5C G 4A 14C G 9D 4B G 18C
Monte Carlo Tree Search,Random,One,Normal,57,245083,6,2C 13A G 7C 12A G 5B 12C G 19C 10D G 15C 4C G 14C 17A G 3C 3B G 6B 9D G 14B 6B G 2B 1D G 16A 15D G 9A 10C G 14B 14A G 4C 11D G 12D 3B G 19A 1A G 12B 3B G 18A 4B G 1B 18C G
Random,Monte Carlo Tree Search,Two,Normal,51,223419,54,14C 5B G 13B 4C G 4B 3A G 16A 11A G 9C 6A G 1A 11A G 6C 12B G 17B 8D G 1D 20D G 15D 17A G 9D 2C G 18B 10D G 19D 20A G 20D 19A G 9D 1A G 13B 6C G 10D 20B G
Deep Beeline,Monte Carlo Barricade,Two,Normal,48,226624,6,2C 4C G 6C 11A G 12D 19D G 9C 7A G 18C 13C G 18A 17B G 7B 18B G 1B 18D G 13A 20A G 15C 16C G 6B 3B G 2D 1A G 6D 19B G 20C 16B G 6D 18A G 9B 8B G
Deep Beeline,Monte Carlo Beeline 4,Two,Normal,48,227798,14,4C 4B G 16D 10D G 20A 9C G 12C 12A G 19B 18B G 1C 3C G 18D 2D G 18C 17A G 16B 5A G 9C 14D G 18A 6D G 6D 9B G 13C 11A G 4A 13D G 3A 11A G 6D 1D G
Monte Carlo Beeline 3,Deep Beeline,One,Normal,42,155183,67,17D 4A G 10D 6B G 16C 3A G 13B 8B G 1D 18C G 1A 13A G 5D 2B G 17B 16D G 17C 5B G 5A 10B G 15D 15A G 12A 8C G 12B 14C G 11C 18D G
Monte Carlo Beeline 3,Random,One,Normal,48,166674,6,2C 16A G 19D 13C G 8D 18A G 9D 14D G 9A 10B G 20B 14B G 12D 3D G 5B 10A G 12C 1A G 16A 6C G 7A 5A G 1C 6D G 7C 6B G 14C 15A G 11B 11C G 20C 11A G
Monte Carlo Barricade,Deep Beeline,One,Normal,48,173015,38,10C 16B G 12D 1B G 2A 16C G 18B 5C G 12B 3B G 19A 8D G 14D 17D G 15C 13B G 9C 10B G 14C 15A G 7A 14A G 18D 1C G 9A 19C G 18D 20C G 5C 15D G 6A 8C G
Deep Beeline,Monte Carlo Beeline 3,Two,Normal,51,193052,41,11B 4B G 8B 19C G 18D 20A G 16B 1C G 14B 10C G 15B 5D G 18A 17D G 5C 20B G 17B 16D G 7A 8D G 8C 17A G 17C 15A G 9C 10B G 15C 3D G 8C 15D G 12D 7D G 20B 12B G
Barricade,Monte Carlo Beeline 4,Two,Normal,75,313799,10,3C 15B G 11A 11B G 11C 16A G 18B 11D G 15A 14C G 9D 14A G 10B 6B G 6A 10A G 1D 13B G 5D 5C G 15C 9C G 8B 18D G 19A 12C G 13A 13D G 1A 12A G 12B 17C G 1B 17B G 20A 3A G 10A 4C G 16D 1B G 7A 16D G 5A 3B G 7A 12A G 8B 15D G 1A 19D G
Monte Carlo Tree Search,Barricade,One,Normal,63,255290,53,14B 3B G 14A 13B G 10D 10A G 15B 1D G 12C 1A G 6C 6D G 3A 5C G 9A 16A G 7B 3C G 11B 16C G 11C 13C G 13D 8C G 20C 8A G 18C 15D G 8D 3D G 19D 19B G 9C 5A G 18D 20D G 10D 2B G 5C 18B G 12C 5C G
Monte Carlo Beeline 4,Barricade,One,Normal,72,292510,52,14A 6C G 14B 11D G 4D 4A G 9C 15A G 1C 1A G 6D 13B G 13C 2D G 13A 7D G 11B 20D G 15C 7C G 4D 3A G 7A 8B G 11D 16A G 18A 12D G 12D 8A G 15B 17B G 17A 5C G 12A 7C G 19C 20D G 3A 7C G 11B 6C G 3A 11B G 20C 5B G 6C 17A G
Barricade,Monte Carlo Barricade,Two,Normal,66,259792,60,16A 17B G 5D 5A G 10C 1C G 7B 1A G 6D 2A G 18A 2D G 2B 3B G 10A 4C G 12D 4A G 14B 2C G 11A 8C G 20D 10B G 13D 15A G 12A 6B G 2C 16B G 20D 9D G 16A 14A G 17C 7C G 5B 7D G 17D 20C G 10C 3C G 4D 15B G
Barricade,Monte Carlo Tree Search,Two,Normal,75,301779,6,2C 8D G 12D 8A G 13B 13D G 6A 6B G 6C 7C G 1D 1A G 5C 10A G 19C 4D G 6D 1B G 10B 12C G 15D 18D G 18D 17A G 16D 17B G 4B 5B G 4A 3B G 11B 6C G 20D 18C G 7A 15B G 13B 1B G 3B 20A G 5A 1B G 17C 17A G 5C 10B G 12D 17A G 11D 11A G
Monte Carlo Tree Search,Deep Beeline,One,Normal,69,302941,50,13C 6C G 8D 4D G 1B 11D G 20B 12C G 10C 17B G 14C 20A G 3B 18B G 7A 1C G 14A 16C G 4B 7B G 13D 3C G 14D 7C G 2A 9A G 19A 12A G 17D 9A G 9D 18C G 5B 8C G 9A 12D G 4C 9A G 14D 2D G 8B 14D G 13B 12B G 10A 3C G
Deep Beeline,Monte Carlo Tree Search,Two,Normal,78,336113,10,3C 19A G 5C 5B G 18A 1B G 17A 17B G 6D 18B G 7C 19B G 4C 18C G 2A 20C G 2D 20A G 3D 4A G 14C 15D G 17C 12C G 14D 17A G 10A 2C G 16A 11D G 9B 15C G 8C 11D G 11A 14A G 13A 20A G 12D 14D G 20C 20B G 7A 15C G 20C 19D G 7B 17B G 15C 10B G 11C 1C G
Monte Carlo Beeline 4,Deep Beeline,One,Normal,81,341220,5,2B 3D G 17B 19D G 3A 8C G 7B 8A G 18C 12B G 20B 20A G 6C 3B G 1D 2A G 5A 5B G 16C 19A G 20C 6B G 13B 15D G 19C 15B G 11D 20C G 19D 15A G 18D 14A G 3C 4C G 9B 9D G 15C 6D G 10C 13C G 8D 4A G 9B 20C G 4D 4B G 9C 1C G 13A 5B G 5B 19C G 5A 1D G
Monte Carlo Beeline 4,Random,One,Normal,60,218965,58,15C 2B G 1B 10C G 7B 12A G 10A 5C G 12B 16C G 1C 9C G 13B 7A G 18A 2C G 9D 20A G 15B 14C G 5D 2B G 20C 11A G 13A 8A G 19D 1D G 5D 15B G 11B 9C G 5D 8A G 16C 6C G 14D 20C G 18D 9D G
Barricade,Monte Carlo Beeline 3,Two,Normal,72,277974,69,18B 11C G 3B 3A G 4B 13D G 7D 2B G 7A 9B G 7C 2D G 11B 12C G 8D 11D G 16A 12B G 6A 12D G 12A 17A G 14C 17D G 8C 10D G 4C 10A G 14A 10B G 9D 5C G 18D 8A G 3B 17D G 12A 7D G 20C 5A G 10C 7C G 15B 5B G 2D 17D G 17C 3B G
Monte Carlo Barricade,Barricade,One,Normal,63,191216,16,5A 14D G 5B 6A G 16A 5C G 5D 17B G 18C 6B G 6C 2A G 11A 2B G 3B 19A G 13B 11B G 17A 4A G 14C 18A G 2C 18D G 15C 7C G 19D 8D G 20A 3D G 7D 7A G 15D 12C G 8C 12A G 12B 15A G 5A 4A G 11D 10A G
Random,Monte Carlo Beeline 4,Two,Normal,48,156441,32,9A 14A G 20B 5A G 3D 5D G 17C 19C G 13A 20C G 2B 10B G 16A 4B G 2C 6B G 20D 4B G 7C 9D G 3A 20B G 7B 3B G 13D 14C G 4A 6D G 17D 20C G 12D 9A G
Monte Carlo Beeline 3,Monte Carlo Beeline 4,Two,Normal,57,396673,51,13D 1B G 10A 16A G 19B 13A G 19A 15A G 6C 11D G 20D 11B G 7B 6A G 20A 19C G 5A 1D G 18A 2C G 19D 18D G 3C 8D G 9C 9B G 9A 14B G 9D 14D G 14A 18C G 7D 3B G 1A 3D G 15B 10B G
Monte Carlo Beeline 3,Monte Carlo Barricade,One,Normal,57,363304,67,17D 17B G 1D 16A G 10B 5D G 13B 6C G 12D 11A G 16C 18C G 11B 14D G 19C 19A G 5A 8A G 7C 2A G 1B 5B G 18D 4A G 3B 3A G 7D 1C G 2D 20C G 2C 15D G 20C 9C G 20D 12D G 4A 5B G
Monte Carlo Tree Search,Monte Carlo Barricade,One,Normal,72,504308,65,17B 2B G 3D 10A G 20A 6B G 10B 15A G 15C 15B G 17A 8D G 13D 13B G 18C 4D G 17D 9A G 4A 4C G 14C 16D G 18A 17C G 12D 13A G 3A 3C G 19B 4A G 11C 17B G 17B 8C G 7D 14B G 19C 6B G 18C 3C G 20D 17A G 17A 18D G 19D 6D G 3C 19C G
Monte Carlo Beeline 4,Monte Carlo Tree Search,Two,Normal,60,393712,26,7C 8B G 5A 17A G 5C 1D G 4A 1A G 18B 17C G 16C 12C G 12A 17D G 10D 16D G 16A 16B G 17C 15A G 10A 15B G 1D 20B G 20A 11C G 5D 6A G 6B 20C G 16B 10B G 15A 20D G 5A 15A G 15C 15B G 11C 6D G
