Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript,Winning Path
Monte Carlo Tree Search,Parallel MCTS,One,Normal,85,1557508,13,4B 1B G 5B 19C G 18B 20B G 20B+ 3B G 3A 9B G 15B 19B G 17C 11A G 8A 18B+ G 13A 7C G 6B 16C G 12A 2B G 8B 5A G 6A 20A G 9C 20B G 12D 4D G 1D 7D G 18C 9B+ G 8D 19B+ G 17B 10C G 1D+ 12A+ G 9D 15C G 4A 16D G 19A 6D G 7A 14C G 10D 4B G 3B 10B G 19D 2D G 1A 17A G 12B,10B 14C 19D 19A 19B 18B 17B 17A 17C 12D 12A 12B
Random,Parallel MCTS,Two,Normal,130,1558525,51,13D 10B G 6C 3D G 9D 14D G 6C+ 15C G 20B 7B G 19B 4D G 11B 15A G 6D 4D+ G 16D 2B G 20C 1D G 14A 1B G 7C 18C G 8A 6A G 6D 8A+ G 16A 11A G 14B 4D+ G 17A 14C G 8D 3B G 3A 4C G 14A 3C G 14D 19C G 14B 13C G 3D+ 6D G 8B 5C G 8B 9B G 1B+ 2D G 14D 8D G 20D 16A+ G 20A 5A G 19A 1C G 18A 15A G 12C 15A G 5A 9B G 2A 11B G 19D 13B G 15D 15A+ G 4C 10A G 15D+ 2C G 12A 15A G 15B 18D G 18A+ 1C G 19D 18D G 20A 19A+ G 2D,2A 2D 1C 6D 6A 6C 15B 15A 15D 20C 19D 19A
Parallel MCTS,Random,One,Normal,139,1537249,31,8D 19D G 4A 18B G 11C 20C G 16A 12D G 9C 14D G 1C 8A G 11B 3B G 17B 20B G 2D 19A G 15C 14A G 2D 2C G 4A+ 10C G 7C 17A G 5C 13B G 13D 14C G 1B 6A G 10A 6C G 15C+ 13B+ G 6D 9D G 11D 12B G 5A 14B G 10B 13C G 18D 17A+ G 4C 12D+ G 18A 15B G 14A 7D G 2D 14B G 3C 16D G 7A 13A G 12A 18B+ G 12A 4C+ G 17B 18C G 3C 16C G 1B+ 9A G 9A 8B G 10B 17D G 16B 12C G 16A 18B+ G 3C+ 14B G 17B 17C G 10D 15A G 4B 8C G 19C 8B G 11D+ 11A G 18B+ 10B G 1D 17B G 8B,6D 11B 11A 11C 16D 17C 12D 12A 12B 8C 8A 8B 13D 18C 18A 18D 13C
Parallel MCTS,Barricade,One,Normal,127,1331334,40,11A 6D G 11B 19A G 17B 11C G 11D 6A G 19D 11D G 18B 7D G 14D 7A G 12B 15B G 1B 1A G 5B 7B G 8C 12D G 11C 12A G 18B 12B G 12D 16A G 20B 12B G 12D 7C G 5D 10C G 12D 20A G 13B 12B G 12D 18B+ G 2A 12B G 12D 10D G 4A 12B G 12D 10A G 18A 10B G 4C 8C+ G 14B 10B G 4C 9C G 16D 4D G 13A 10B G 19C 14C G 14C 17D G 10A+ 14C G 4D 15D G 5C 14C G 14C 15B+ G 18C 19B G 14C 10D+ G 16C 19B G 14C 3D G 12D 19B G 19B 18D G 20C,5C 10D 10A 10B 15D 20C 19D 19A 19C 18D 18A 18C 17D
Parallel MCTS,Parallel MCTS Beeline,Two,Normal,76,1637447,38,10C 7C G 11C 2C G 2C+ 4B G 20C 6D G 4A 2A G 13A 17A G 4C 13B G 17C 15A G 12A 4A G 9A 12A+ G 17C 4D G 14C 20A G 1A 16B G 13C 15A+ G 1D 18A G 2B 16C G 20D 16D G 7D 15B G 12D 19A G 3A 18C G 12A+ 3B G 3C 10B G 20A 18B G 18D 10A G 20B 19B G 8D,2B 3B 3A 3C 8D 13B 13A 13C 18D 18A 18B 19B
Parallel MCTS,Monte Carlo Beeline 3,Two,Normal,82,1137052,66,17C 19B G 14D 7B G 6A 6B G 2B 12B G 17D 13B G 5A 13C G 12C 17B G 10B 14A G 8D 17A G 7C 4B G 16D 16B G 10A 20B G 14B 17A G 5C 1D G 4C 13D G 7D 18C G 19C 20A G 5B 8D G 9A 15D G 12B 3D G 18D 20C G 1C 20D G 3C 17C G 11D 13B G 8C 12A G 12D 1A G 2C 19A G 20B,10A 10B 15D 20C 20A 20B 16B 17B 17A 17C 12D 12A
Parallel MCTS,Deep Beeline,One,Normal,145,1522083,39,10D 1C G 12C 10A G 19B 15B G 2A 14A G 12D 8D G 12A 20D G 10D+ 15A G 15B 5A G 13D 16B G 19A 17D G 6A 19D G 14B 6A+ G 20C 10B G 2B 2D G 15C 13C G 18C 10C G 16A 9D G 17C 19A G 20B 4A G 18A 19A G 14D 15B G 3A 17B G 11C 16D G 11D 12B G 15C+ 11B G 16B 13D+ G 13A 15A G 16D 16C G 14B 6C G 9B 7D G 14A 6C G 19C 8A G 7B 1D G 9B 10C+ G 17B 19C G 8B 20B G 14B+ 9B G 13C 16C+ G 9A 8B G 9B 12C G 16A 6C G 13C 4C G 7C 15B G 8B 9B G 13B 13C G 8B 12D+ G 13C 6C G 8B 18C G 17D,10D 10A 10C 14B 14A 14D 9B 13C 13A 13D 18C 17D 12C
Monte Carlo Barricade,Monte Carlo Beeline 3,Two,Normal,118,988145,6,2C 3C G 4A 3B G 16A 1A G 14D 5B G 20A 1B G 2D 18B G 18A 17D G 13D 5A G 19A 10A G 5C 1C G 5D 16D G 9D 18C G 7B 20C G 15C 15A G 3D 8B G 2B 11C G 16C 20A G 17A 16B G 14C 16D G 1B 16A G 6C 14B G 13B 15B G 12A 15C G 10B 8A G 9C 15A G 10C 9C G 4D 14A G 15B 9B G 4D 17B G 9C 9A G 10D 4D G 3A 19D G 20D 7A G 10D 11D G 8D 1A G 15C 20D G 8D 13A G 8D 4C G 20D 4C G 15C,8D 3C 4D 4A 4C 9D 14B 10C 10A 10D 15B 15A 15C
Monte Carlo Barricade,Deep Beeline,One,Normal,253,1447392,50,13C 10B G 2A 2B G 17A 18C G 18A 19A G 12A 3B G 7C 2A G 13A 8B G 3B 8D G 20B 13D G 13D 8C G 16A 3C G 19C 14A G 4D 6C G 5B 5C G 14B 10A G 16C 19B G 19A 10D G 11C 7D G 1A 16B G 4A 6B G 4C 2B G 13A 19C G 2B 1C G 9D 3C G 14C 1B G 13B 16A+ G 13D 4A G 9B 19A+ G 20A 7B G 4A 15A G 2D 19D G 14C 5D G 18D 20C G 20D 15D G 20A+ 11B G 15C 15D G 4C+ 12D G 20D 6A G 1C 9B G 20D 9D G 6A 14D G 6D 13B G 9B 17D G 9C 16A+ G 15C 8A G 3A 15C+ G 9D+ 9C G 16B 5D+ G 20B+ 12C G 16D 8A G 2D 3D G 3A 1D G 20D 2D G 6D 12A G 14B+ 6C G 9C 3C+ G 17C 4B G 2C 20C G 13A 7A G 17A 9B+ G 8A 13C G 18D 2D G 2C 1A G 16C 5C+ G 2D 13C G 15B 5A G 18B 8B G 16B 3A G 10C 16D G 17B 6A+ G 4A 6D G 17C 9C G 20A+ 10D G 14C 13A+ G 16C 10D G 19D 3B G 5A 12A G 9A 19A+ G 18B 10D G 1B 1A G 20C+ 10D G 15D 5B G 9B+ 13C G 18D 11A G 6D,2D 1C 6D 6A 6B 15C 20D 20A 20B 19B 19A 19C
Parallel MCTS Beeline,Parallel MCTS,One,Normal,67,823688,72,19A 14C G 3B 19B G 16C 5D G 5D+ 8B G 12B 4B G 10C 4C G 20B 2B G 12C 9D G 7C 9A G 3B+ 16D G 13C 20C G 1D 7A G 8A 3D G 1C 14D G 8D 15B G 18A 13D G 4C 4B+ G 15A 5A G 16A 12C G 18B 19C G 16B 8C G 5B 9B G 9A,4C 9D 9A 9B 14D 19C 19A 19B 20B 16B 16A 16D
Barricade,Parallel MCTS,Two,Normal,154,1454292,24,7A 17D G 18D 17A G 18C 18D+ G 14C 14A G 10B 19D G 8C 19A G 8A 12B G 10B 12A G 10A 13D G 4A 4B G 4D 8D G 1C 12A G 12A 18A G 2A 6D G 2D 19C G 1C+ 2C G 8A 12B+ G 10A 14C G 2C 17C G 9B 14C G 8A 5A G 5A+ 2C G 14C 9D G 8A 10C G 13B 6D G 3C 12A G 10C 16A G 2A 12A G 2C 4B G 16B 15B G 10C 7C G 14D 12A G 10C 2B G 10D 14C G 14C 9B+ G 10D+ 15B G 10C 20D G 20D+ 10C G 12C 10B+ G 11D 17A G 5C 16C G 13C 17B G 12A 7B G 16A+ 12A G 16D 13A G 4D 14A G 13B 8B G 14B 2D G 6C 14B+ G 14A 18C G 1D 3A G 10C,10B 10A 10C 14B 14A 14D 9B 13C 13A 13D 8B 8A 8C 12B
Deep Beeline,Parallel MCTS,Two,Normal,148,1613009,27,7D 8A G 13A 15A G 7A 8B G 18B 15B G 1C 19B G 12D 13D G 9D 3A G 3D 20A G 8C 10B G 10A 4A G 8C 6B G 1B 14C G 11B 20D G 12D+ 13D G 18C 20D+ G 5A 19D G 15D 19C G 2B 17B G 10D 17D G 16D 17A G 4B 10A+ G 17C 12A G 12C 20A G 19C+ 18C G 20D 3D+ G 3C 20B G 16A 16C G 6A 6C G 18D 2C G 10D 12B G 20D 3A+ G 2A 20C G 4D 13D G 16B 6D G 12A 14A G 14C 5D G 5C 7D G 6B+ 11D G 14B 13C G 8B+ 19D G 19D 7C G 8D 3B G 5B 19D G 2C 18D G 13B 3C+ G 1A 5A G 1D 18D G 13D 13B G 19A 17C+ G 18A,1B 2B 2A 2C 3D 3A 3C 8D 8A 8B 13D 13A 13C 18D 18A 18B
Barricade,Monte Carlo Tree Search,Two,Normal,310,1676035,33,9B 11A G 16A 11B G 11C 13D G 6C 6A G 1D 10B G 18B 15B G 10A 19A G 6D 6A G 11B 5A G 1B 1A G 2B 5C G 4B 5B G 5B 13B G 9A 5B G 10D 16A+ G 14B 5B G 10D 1B G 12A 1D G 5B 13C G 12B 5B G 5B 2B G 7A 5B G 2A 15D G 1C 5B G 5B 13A G 6D 3B G 5D 7A+ G 15C 3B G 5B 3D G 6A 1A G 2A 3D+ G 5C+ 16B G 15B 20C G 10A 2D G 2C 9C G 8A 17C G 3A 11A+ G 7D 11B G 11B 6D+ G 8C 11B G 11B 15C+ G 12B+ 2D G 11B 1D G 12A+ 11B G 11B 20C+ G 3A 2D G 5B 12A+ G 8B 11B G 2D 20A G 10C 11B G 2D 1B+ G 3C 11B G 11B 4D G 1C+ 9A G 9A 1B+ G 1D+ 11B G 9A 17A G 13D+ 7B G 5B 14D G 16C 9A G 9A 11B G 9C+ 7C G 9A 15D+ G 10D 7C G 7C 20B G 17A 3B G 19C 15C+ G 13A+ 7C G 9A 17D G 9C+ 14D G 4A 8C+ G 4D+ 19B G 7C 9C+ G 5C+ 9A G 10D 1A G 3C+ 4A G 14C 5A+ G 3D+ 4C G 15A 10D G 20C+ 18A G 3B 2C G 6D+ 19D G 14D+ 8C+ G 6D+ 5D G 19A 18C G 2D 4C+ G 19B 13A+ G 6A+ 12D G 9B+ 10D G 9C+ 2A G 2A 4B+ G 4A 2A G 3B 13D+ G 2C+ 2A G 2A 1D+ G 12D 2A G 2A 8D G 11A+ 2A G 2A 1A+ G 18D 2A G 2A 19C G 13D+ 2A G 2A 19D G 2A,1D 1A 1B 2B 2A 2C 3D 8C 8A 8B 13D 18C
Monte Carlo Beeline 4,Deep Beeline,One,Normal,223,1213445,7,2D 13C G 9B 12B G 9D 12C G 14D 2A G 10C 10B G 20C 17A G 17C 19A G 5A 8C G 14C 18A G 15B 15C G 13D 3D G 15A 16D G 6A 15D G 18C 6C G 17C+ 17D G 7D 8A G 8B 2C G 18C 4D G 20D 16A G 12D 6B G 11D 11C G 10D 15B G 3B 17D G 18C 15C+ G 7C 6D G 20A 2C G 11D+ 13D G 8B 10A G 11A 19D G 15A 6A+ G 13A 3D G 13B 8D G 8A+ 10B G 1D 2D+ G 7C+ 13B G 9A 11A+ G 8D+ 18B G 1D 15C+ G 6B+ 9D G 18D 5B G 2D+ 4C G 11B 6B+ G 2C+ 9A G 3D 6B+ G 8A+ 4A G 11B 8C+ G 5B 3D G 3D 5A G 7B 8B G 11B 6C+ G 5A+ 2B G 2B 11A+ G 2D+ 19B G 1C 3D G 11D+ 20A G 3C 8C+ G 6B+ 9C G 12A 6B+ G 2C+ 3A G 20A 2D+ G 6B+ 3A G 7D 8D+ G 8A+ 11C G 1D 11D+ G 7C+ 13A G 12A 11A+ G 8D+ 16A G 16B 4B G 6B+ 7D G 19C 2C+ G 3D+ 7A G 20B 8A+ G 3D+ 16A G 10B 11D+ G 11B,8D 8A 8C 3D 2C 2A 2D 7C 11B 11A 11D 6B 15C
Monte Carlo Barricade,Random,One,Normal,295,1575441,46,12C 15C G 20D 20C G 13C 15C+ G 18D 13A G 12D 7B G 10C 8A G 3C 6B G 12A 10D G 10B 19A G 11B 2D G 9C 5B G 15B 20B G 16B 15A G 11B+ 17C G 17B 19B G 3D 7B G 12B 11C G 9B 10A G 4C 8D G 14D 19C G 2A 19A+ G 15D 3A G 7D 6A G 13D 9B G 5D 13B G 4B 9C+ G 9D 10D G 6D 16A G 2D+ 16D G 20A 2B G 5C 1D G 18B 7C G 19B 5A G 6D+ 18C G 13B 15B G 14C 9B+ G 18C+ 8D G 12A 8B G 11D 18D G 20D+ 13D G 5D+ 15A+ G 8C 15D G 2D+ 16D G 18A 3B G 2C 5C G 7C 17A G 12B+ 11B+ G 3A 10D G 4B 6C G 19A 13C+ G 19B 11B+ G 1D 10D G 1B 3A G 17D 10D G 5A 6B+ G 14B 10D G 10D+ 5A G 14B+ 18C+ G 11C 5A G 5A+ 12A G 1C 1A G 5B 14A G 7A 16C G 19B 1B G 20B+ 16D G 19A 14A+ G 18D 1B G 17D 9B+ G 3C+ 8D G 6A+ 1B G 7A+ 12D G 8D 9D G 2A+ 4D G 5A 3D G 8D 9A G 6D+ 9B+ G 10D+ 3A G 4B 3C+ G 9B+ 14B G 19D 13B+ G 18B 12D G 4D 5B G 18A 14B G 7C 5B+ G 18B+ 19D G 14C 11A G 2B+ 5D G 19D 1A G 8B+ 1B G 19D 1A+ G 2D+ 6A+ G 5A 3D+ G 2D+ 20A G 15A+ 2A+ G 12D 5C G 11D 10C G 17B+ 11D+ G 9A 9B+ G 3B,3B 2B 2A 2C 7D 7A 7B 12D 17C 17A 17B 16B 20B
Parallel MCTS Beeline,Monte Carlo Beeline 3,Two,Normal,106,1462668,16,5A 15A G 4A 1A G 17C 7B G 7D 16A G 1B 2A G 8D 8A G 18D 9C G 9B 8B G 18C 3A G 14B 6A G 4D 18B G 11A 9D G 19C 17D G 3B 14C G 10A 20A G 18A 19D G 10B 5C G 7C 2B G 19A 20B G 12A 6C G 10D 18A G 19B 13A G 17D 13C G 19A 14D G 18D 18A G 13C 14A G 19C 20D G 9B 11D G 5C 13A G 8D 1C G 14D 18D G 2D 11A G 13B 2D G 18D 9D G 11C 13B G 15C,8D 13B 13A 13C 18D 18A 18B 19B 20B 20A 20D 15C
Barricade,Monte Carlo Barricade,Two,Normal,316,1676759,20,6A 12D G 17D 12A G 17C 13A G 5C 5A G 10D 11B G 20A 1D G 11A 8A G 9C 8B G 8C 19D G 4C 4A G 9D 16C G 16D 5D G 8B 19B G 18A 8C G 7B 4C G 10C 4A G 15C 3C G 17C 20C G 3A 3B G 3D 7A G 3A 11C G 1C 6D G 3A 6B G 15D 3A G 6D 14A G 5D 18C G 6D 2A G 12B 17B G 7C 20B G 17C+ 17D G 19A 13D G 12C 13B G 5B 14D G 20A+ 8C G 4A 13D+ G 13D+ 2C G 13C 14C G 14A+ 6C G 1A 11B G 15A 2C G 4D 2B G 4C+ 15B G 6A+ 19A G 5A 10D G 10B 16A G 3A 9B G 5B+ 2D G 4D 16B G 6A+ 2D+ G 4A 2C G 1D 9D G 13B 15B+ G 17D+ 7D G 6B 8C G 6C+ 2D+ G 12B+ 1A G 7C 14C+ G 7D 10B G 15B+ 19A+ G 17C+ 16B G 12C 7C G 5A 4B G 9B 20C G 20A+ 8D G 10D+ 2C G 19D+ 17A G 14B 9D+ G 13A+ 10B G 8B 14D+ G 3C+ 12C+ G 18B 18D G 5D+ 12A G 10B 4B G 1C+ 5A G 5A 6D G 2C+ 17B+ G 1A 13B+ G 19C 17B+ G 6D 9A G 7B 11A G 5B 12D+ G 11B 1D+ G 12C+ 14A+ G 12D+ 6D G 16B 19C+ G 19C+ 6A+ G 16B 19A+ G 11D 17B+ G 6A+ 18C G 10B 1D+ G 15C+ 7B+ G 4B+ 5C G 12A 7C+ G 16D+ 6B G 9B 14C+ G 3B+ 1C G 6D 17A G 14D+ 17B+ G 1B 19C+ G 12D+ 15A G 16B 15D+ G 3D+ 15A G 9B 11C+ G 3B+ 11D G 5C+ 5B G 10A,2A 2B 3B 4B 4A 4C 5D 10C 10A 10B 14C 19D 19A
Monte Carlo Beeline 4,Parallel MCTS Beeline,One,Normal,115,1642692,46,12C 19B G 7A 12D G 20A 11A G 5C 16C G 18C 12A G 19A 10B G 14D 2C G 12B 16A G 13B 15A G 1D 16D G 5D 2D G 10C 16C+ G 13A 10A G 13D 18A G 10A 20D G 20C 17D G 15D 14B G 9D 4C G 10C 9C G 19D 9C G 4C+ 3B G 17B 16A+ G 16A+ 6A G 12B+ 15A G 10C 3A G 13D 5D+ G 15D+ 15C G 6B 16D+ G 20D 1D+ G 8D 3C G 20D+ 2A G 6C 8A G 16C+ 3D G 18D 16A+ G 5D+ 2B G 14B 15A+ G 15A+ 8C G 15C 16C+ G 15C,4C 5D 10C 10A 10B 15D 15A 15C 20D 16C 16A 16D
Monte Carlo Barricade,Parallel MCTS,Draw,AdjudicateTime,127,1800084,52,14A 2C G 14D 15D G 10B 6A G 12D 11B G 20A 14B G 8C 17A G 20B 17D G 5C 18A G 2B 7C G 17C 15A G 4C 12B G 13B 3A G 19A 17B G 18D 1C G 14B 6A+ G 6B 17D G 8B 15C G 6B+ 11A G 1A 8A G 5D 16A G 1D 19D G 12A 3C G 4A 20D G 10D 8D G 18B 13D G 9B 11C G 4A+ 3D G 6A+ 19D G 5A 7B G 13D 18A+ G 17B 13C G 16D 1A+ G 7A 7D G 13A 14D G 11D 8B G 12C 11D G 14A 19C G 11C 9D G 2D 6B G 14D 7C G 11A 16C G 16A 14C G,
Monte Carlo Tree Search,Monte Carlo Barricade,Draw,AdjudicateTime,200,1800083,40,11A 11B G 13B 12D G 3A 4B G 2D 9B G 16D 6B G 20A 11C G 19A 20B G 18C 8C G 17B 18B G 6A 5D G 1B 1A G 4D 16C G 4C 18B G 15B 12B G 19D 1B G 1A 14D G 3C 20D G 13A 8D G 3C+ 4D G 20D 2A G 3D 9C G 4A 13B G 20C 10A G 20D+ 1C G 11A 13A G 9C 4D G 12D+ 7A G 16C 16A G 12A 4A G 20C 9C G 19B 17C G 4A 14A G 13B 9A G 11D 14C G 9A 20C G 2C 3A+ G 13A 20C G 2C 19C G 19B 20C G 2C 16A+ G 9C+ 20C G 2C 5C G 14C+ 20C G 20C 8A G 9D 10B G 20C 5A G 9D+ 10B G 20C 13D G 12A+ 10B G 20C 11C+ G 12B+ 10B G 20C 9C+ G 14B 10B G 20C 13B+ G 6C 10B G 20C 9D+ G 14D+ 10B G 20C 3A+ G 17D 10B G 20C 8D+ G 18A 10B G 20C 6D G 4C 10B G 20C 15D G 18B 10B G 20C 13C G 5C+,
Parallel MCTS,Monte Carlo Barricade,One,Normal,103,988546,7,2D 13C G 3A 7D G 1D 18C G 4B 17B G 15D 5A G 12D 14D G 9C 11C G 16B 12A G 10C 7C G 15B 1C G 15C 14C G 10D 20C G 14B 15A G 17D 14D+ G 6B 6A G 15A 15C+ G 20C+ 7C G 6D 8A G 19A 9A G 19C 14D+ G 17A 6D G 18D 9C+ G 1A 20D G 6A 1C+ G 8D 9A G 10A 16A G 14A 20D G 2A 13B G 7A 8C G 14C 12B G 16D 9A G 11B 9D G 9A 8C G 14C 12A G 8C,7A 7D 12B 8C 8A 8D 13B 9C 9A 9D 14B 14A
Monte Carlo Barricade,Parallel MCTS Beeline,Draw,AdjudicateTime,128,1800022,47,12D 8B G 2C 2B G 20D 19D G 17C 1C G 20A 7A G 16D 16A G 12A 3B G 20B 14B G 3A 13D G 16A 3D G 14A 16B G 12C 3C G 15B 4D G 2C 7B G 17B 12B G 14D 11B G 6B 4D G 18C 17A G 17B 10C G 4D 17B G 9B 13A G 8C 20B G 20C 1D G 9C 4D G 4C 18B G 19D 19B G 12B 10B G 8C 13C G 18D 7A G 15A 8D G 12C 7D G 1B 20D+ G 2C 5B G 10C 5D G 19D 2D G 11A 4A G 11B+ 17C G 6D 6C G 11B+ 11D G 7C 6C G 19B+ 11D G 18C+ 6C+ G 6D,
Deep Beeline,Monte Carlo Barricade,Draw,AdjudicateTime,332,1800070,33,9B 4D G 12B 5B G 5A 17C G 3C 3B G 4A 20C G 20A 4B G 19D 20D G 17D 4C G 19D 6A G 19A 1C G 14A 18D G 11C 19D G 12A 16C G 18C 12D G 1A 6D G 10C 19D G 9A 7C G 11B 10B G 11D 14D G 2C 16A G 6D 1B G 1C 2A G 7A 15A G 7A 14B G 19D 13D G 8A 2D G 6D 9D G 2B 16D G 14D 13D+ G 16A 1A G 10A 13B G 8B 2D G 10C 18A G 11A 10D G 12C 19A+ G 1D 8D G 14C 1D+ G 12A 2D G 1C 2B G 8B+ 5C G 20B 19A+ G 3A 20B G 6B 11A+ G 3A 17B G 15B 8A+ G 7C+ 8D G 19B 11D G 17D+ 6C G 3A 15B G 17A 5D G 18B 8A+ G 19B 2D G 16D 6B G 7A+ 6D G 19D 1D G 8B+ 16B G 2A 12A+ G 4D+ 3A G 3B 17A G 1D 19D G 16D 15D G 19B+ 13C G 19D 6D G 2A 4A G 19D 18D G 18A+ 17A G 18B 1D G 19C 16B G 12D 3D G 19B+ 9C G 8C 9C G 1C 16D G 3A 8A+ G 1D 13A G 6A 13C G 12D 1C G 6C 4D G 13A 19D G 16D 2B G 2C+ 2D G 7D 1B G 2C+ 16B G 9D 2A+ G 7A+ 4D G 1C 13C G 17D+ 13C G 15D 6A G 11B+ 15D G 12C 18A+ G 12C 8C G 15C 7A+ G 2B 7D G 3A 18B G 11C+ 2D G 16D 2C+ G 15D 7B G 15A 16B G 19D 6A G 13C 19B+ G 18D+ 1B G 16D 19C G 4D 7B G 13C 11B+ G 7C+ 20B G 2B 18D+ G 15B 7D G 6A 20A+ G 13C 15B G 8C 2B G 7A+ 19D G 15C,
Monte Carlo Barricade,Monte Carlo Beeline 4,Two,Normal,154,1222410,29,8B 8A G 10C 3D G 12A 15C G 9D 11A G 9B 9C G 15D 9A G 5C 16C G 15D+ 11D G 17A 9A G 8C 14C G 10A 19C G 20B 11C G 19B 6D G 16D 10B G 10A 1B G 9D+ 4C G 5A 9B G 4B 18D G 5B 4B+ G 20B+ 14D G 18A 10A G 10D 6C G 11D 6A G 10D+ 8D G 13A 9B+ G 15B 13C G 6A 6B G 20A 13B G 6C 20D G 20D+ 12D G 4D 1A G 9C 6A G 15A 1C G 9A+ 4A G 13C 19B G 1C+ 6B G 15A 6D G 9B 13C G 6B 1A+ G 7B 11B G 18B 14B G 6A 13C G 18B 13B G 7B 18D G 6B 1D G 13B 8A G 8B 15A G 9D+ 13A G 13A 19B G 18B 6C G 15C 20C G 6C,1B 1A 1D 6C 15B 15A 15D 20C 20A 20B 19B 18B
Monte Carlo Tree Search,Random,One,Normal,337,1677469,78,20C 14D G 7B 12D G 6A 3D G 12A 18D G 1B 6C G 15A 17D G 12B 3D+ G 19B 8B G 18C 8A G 6D 10C G 7C 19A G 1D 5B G 6D 3B G 7D 16B G 12C 9A G 14D+ 16A G 18A 3B+ G 6C 4D G 19D 12D G 6B 5D G 20D 11A G 11C 16B+ G 20D+ 19B+ G 10D 4D+ G 8D 9C G 2D 6B G 12B+ 11C+ G 12A 7D G 6A 1C G 1A 4D G 2A 10B G 7A 2C G 5D+ 10B+ G 9B 13A G 20A 9C+ G 11C+ 7D+ G 7A 7B G 10B+ 2B G 13B 9C+ G 13C 5D+ G 20A+ 16D G 17C 9D G 2A+ 1A G 6C 18C+ G 17B 14D+ G 13C 15B G 6C 19D G 3D+ 2C G 3C 10D+ G 2D 14B G 8A 4B G 10D+ 5A G 4A 3D+ G 19B+ 5A+ G 16B+ 4C G 4D 13D G 15B 1A G 16C 6A+ G 19C 4A G 10D+ 7A G 5D+ 10A G 7A 20C+ G 13C 2C G 17C+ 10C+ G 16C 12A G 2A 16C+ G 3A 15A+ G 2D 7C+ G 14A 13C G 11C+ 20D+ G 12C+ 1D G 12D+ 2D G 5A+ 12A G 5B 11D G 17B+ 15D G 10A 2C G 2C+ 9D G 20B 13D+ G 6D+ 5C G 14D+ 8D+ G 7D 14D+ G 11B 6D+ G 10C 4C G 15B 5C G 3D 9D G 20B 10C+ G 5C 10B+ G 18B 13A+ G 2D 11B G 2D 19D G 3B 18B G 4C 4D G 1A 19A+ G 18B 5A+ G 20D+ 1D G 13B 4C G 4D 17C+ G 4B 3B+ G 7A 1C G 11A+ 5B G 16A+ 17C+ G 1D 20B G 7A 19B+ G 15A+ 14C G 1B+ 7C G 9B+ 2D G 1D 15C G 4D 1C G 10D 18B G 15A+ 6D+ G 3A+ 20C G 15C 4A G 2B,1A 1B 2B 3B 3A 3C 8D 8A 8B 13D 18C 18A
Monte Carlo Tree Search,Barricade,One,Normal,301,1265526,21,6B 13B G 14C 20A G 7B 7A G 12D 15B G 1D 1A G 6C 4B G 17B 5C G 6C 14B G 2C 2A G 7D 1A G 18B 1C G 1D 20C G 7A 4A G 1C 4A G 5B 4C G 4D 8A G 12B 5A G 4C 4D G 19C 9C G 5A 2D G 16D 9C G 5A 17B+ G 2B 1B G 9C 9A G 1B 1A G 2A 16A G 18C 1A G 2A 4A+ G 13D 4C G 1A 20C+ G 18C+ 2A G 1A 4C G 4A+ 9D G 1A 16A+ G 12D 9D G 9D 18C+ G 9C 1A G 9D 10D G 14D 3A G 16C 15B+ G 7A+ 13A G 20B 11B G 17C 8B G 16C 6B+ G 13C 7D G 20D 17A G 4C+ 5D G 9C 8A+ G 11A 5A G 7D 8A+ G 8C 5C G 10A 7B G 3C 12C G 10C 13C+ G 8C+ 16B G 6C 18C+ G 9D 15C G 16B 11C G 2D+ 7D G 20D 2D+ G 13A 14C+ G 3C 10C G 18B+ 13B+ G 14C+ 16C G 10D+ 9C+ G 19D 7D G 14B+ 17D G 1A 20D G 6A 17D G 3C+ 7B+ G 5B+ 18D G 7C 10B G 11C+ 5D G 6C 15C G 14D+ 9A G 11D 17B+ G 14A 13A G 1A 17B+ G 5A 14C G 10B 20B G 18A 12A G 5C 19A G 9D+ 15D G 7C 14C G 19C+ 1D G 8B 4A+ G 13A 2C G 3C+ 8B G 17C+ 7C G 11D 3B G 1A 19D G 15D 14C+ G 2D+ 5D G 2A 8C+ G 8B 2A+ G 9B 18B+ G 16D+ 6C G 12C+ 10A G 18A+ 5D G 7C 20D+ G 19D,1B 5B 4B 4A 4C 9D 14B 14A 14C 19D 20C 20A 20D 16C 16A 16D 17C 17A 17B 18B
