Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript
Bee Line,Tile Skipper,One,Normal,39,148,12,4A 20D 6B 5B 16D 6C 1A 4B 12D 2B 2C 8C 17C 7A 6A 12A 3D 1C 2A 12B 3A 7D 10A 14A 4A 14B
Random,Kitty Corner,Two,Normal,42,151,46,12C 8A 3A 2B 8D 4A 5A 9C 12C 10A 15A 11A 8D 10B 3C 13D 5D 4D 4C 17A 15C 4B 15D 11B 13B 15B 9B 14A
Random,Bee Line,Two,Normal,39,152,70,18C 8B 8A 7A 16D 4B 5C 2C 10D 3A 1B 16D 4A 15B 1A 11B 4A 3B 6C 11A 19A 3C 2B 16D 18C 19C
Kitty Corner,Deep Beeline,Two,Normal,48,3415,52,14A 19D 19A 9A 4A 4B 13C 3A 2A 7C 6A 7A 7D 7B 13B 2B 2B 3C 16C 14D 4D 1D 11D 9D 2D 20D 13D 15B 17B 18C 1A 15B
Deep Beeline,Tile Skipper,One,Normal,54,3889,75,19D 20D 6B 2C 13B 6C 1A 3B 5D 2B 3A 18D 16B 4D 4C 1C 18A 1D 1B 19B 18B 8C 8B 16D 17D 7B 8A 12A 12C 9D 9B 10A 17A 12D 17C 7C
Bee Line,Deep Beeline,Two,Normal,45,4446,25,7B 19D 19A 7C 2B 6D 15C 7A 2D 17C 6B 9D 4C 14B 2A 7A 14D 2C 1C 13D 13A 12C 9B 9C 7A 8C 13C 10C 1B 18A
Deep Beeline,Kitty Corner,One,Normal,57,4618,46,12C 2A 3A 13C 5C 4A 9A 19C 19A 14A 1A 3D 8D 8A 13A 19B 11A 18A 13B 9D 6A 2D 3B 20B 13D 2B 4D 10C 7B 14A 18A 17B 6B 2A 3D 10B 9D 4B
Random,Deep Beeline,Two,Normal,57,4640,78,20C 19C 16D 14B 19B 15D 18B 18A 14B 11C 9B 20B 14A 4C 17B 18C 20C 2B 4D 15A 14B 3B 11B 11D 6B 5B 9C 1C 19D 1A 2C 10C 10A 7D 9A 15B 19B 6A
Deep Beeline,Random,One,Normal,63,4665,46,12C 7D 15A 19B 12A 2D 13A 2B 3A 13B 18A 13C 2C 14C 7A 6D 10B 4D 6C 8C 19D 3D 17A 9A 4B 11B 11D 4A 10A 11B 20C 14B 4C 4D 5D 9D 10C 1C 18A 6A 14D 10D
Deep Beeline,Bee Line,One,Normal,51,4696,75,19D 16B 6D 18A 14D 11A 11D 6B 9C 11B 16A 1B 18D 4B 3B 16C 11C 12A 3A 8A 8B 12B 8C 17C 17D 1C 12D 10D 5D 7D 16A 15A 16C 2C
Tile Skipper,Deep Beeline,Two,Normal,54,4707,79,20D 19C 16A 6B 6C 8D 9C 1A 2B 13C 12B 2C 4B 13D 19B 1B 2A 20C 3B 3D 4C 3A 19D 7A 4A 17B 17A 7B 9D 14B 10B 12D 9D 10C 11C 5C
Tile Skipper,Bee Line,Two,Normal,39,100,79,20D 13C 3D 6B 6C 2C 1C 1A 2B 6D 8A 3A 4D 13A 8C 4C 1D 13B 2D 1B 3B 8D 3D 3C 5D 14D
Tile Skipper,Kitty Corner,Two,Normal,45,101,79,20D 15A 10A 6B 6C 5A 4A 1A 2B 3A 8A 2C 4B 10B 15D 1B 2A 3C 15D 3D 7A 4D 15B 8C 7B 5C 14B 12D 12C 14D
Random,Kitty Corner,Two,Normal,42,101,45,12B 15A 10A 1C 18B 5A 4A 11D 7D 3A 8A 15C 3B 8B 4C 13A 14C 4B 10D 6B 17A 10C 8D 19B 16A 10C 16B 16D
Bee Line,Kitty Corner,One,Normal,39,102,32,9A 5A 1A 15A 9B 2A 7A 11A 15D 12A 17A 11D 15C 2C 1B 6B 14A 7D 1C 14C 15B 2C 7C 13D 18B 8B
Random,Tile Skipper,Two,Normal,51,110,8,3A 20D 6B 4D 17D 6C 1A 3D 9C 2B 2C 17C 10D 4B 1B 10C 3A 2A 4C 7B 5C 7A 7D 12A 9C 5D 9D 18C 14A 18B 18D 13D 13B 14D
Random,Bee Line,Two,Normal,36,110,18,5C 7B 4C 8B 1C 2D 3B 16D 14A 9D 2A 4D 18A 2B 14B 14D 8A 7C 4B 11A 11A 11B 9B 6A
Kitty Corner,Tile Skipper,Two,Normal,54,106,72,19A 20D 6B 14A 9A 6C 1A 4A 3A 2B 2C 2A 2D 4B 1B 14B 19D 3B 3C 4C 19B 7A 7C 15D 14C 5D 8A 19A 19A 12A 8B 12D 9C 8D 13D 19B
Kitty Corner,Random,One,Normal,48,133,44,12A 18D 13C 7A 2A 12B 16A 1A 5A 14B 10C 10A 1C 18A 2B 5B 7C 3C 19D 12D 7B 15C 18B 1B 1D 4D 13D 17B 11B 14A 19D 11B
Bee Line,Tile Skipper,One,Normal,36,134,75,19D 20D 6B 2C 20B 6C 1A 16D 16A 2B 3A 7A 7B 4D 4C 19B 16B 1C 7C 11C 9B 3B 3C 11A
Tile Skipper,Random,One,Normal,45,139,79,20D 9A 9D 6B 6C 10D 7A 1A 2B 9A 12D 2C 4B 6D 19D 1B 2A 15B 18A 3D 3C 12B 9B 8C 8B 14C 6D 13A 17D 5D
Bee Line,Random,One,Normal,48,139,64,17A 19C 2B 5D 13C 16C 4C 10C 19A 18B 2A 5A 20A 4A 13D 5C 20B 7B 8A 15D 15B 3C 18C 15A 16B 3A 4C 9B 16B 4B 14D 13B
Kitty Corner,Bee Line,Two,Normal,39,139,48,13A 15C 4D 8A 3A 10C 10A 2A 1A 8D 10D 6A 13C 4C 15B 3D 8C 5D 9B 1D 8B 14A 15D 8C 14D 9A
Deep Beeline,Bee Line,One,Normal,48,3780,59,15D 8C 17C 15C 14D 13C 9B 13B 18C 9A 17A 13D 18D 17B 14C 3B 8D 18B 1B 12A 1C 5D 2D 7A 6C 2B 11A 7C 19A 13C 10C 12C
Kitty Corner,Deep Beeline,Two,Normal,45,3803,44,12A 19B 10A 7A 2A 3C 9A 1A 5A 8D 18A 6A 3A 19A 20D 8A 13A 13D 17C 3D 1B 17D 15A 6C 1C 14D 15B 6C 2C 16A
Random,Deep Beeline,Two,Normal,48,3980,63,16D 19B 4C 2B 20C 9A 12D 8A 6A 17D 13D 20C 20D 13A 9D 14B 9C 9B 7B 2A 6B 1A 2C 14A 15B 11B 1C 1D 11A 10A 10D 16B
Deep Beeline,Random,One,Normal,53,4368,72,19A 9A 13A 15C 9B 7D 5A 17C 1B 6B 1D 12A 13D 1A 14D 5C 10C 12D 16A 8D 17B 2B 10A 3D 10D 2C 18A 3B 17D 6B 4D 8B 8A 13C 3C 15B
Tile Skipper,Deep Beeline,One,Normal,48,4382,79,20D 19A 3C 6B 6C 5B 6A 1A 2B 18C 11B 2C 4B 5C 13A 1B 1C 17A 17B 3B 3D 10A 20B 4A 4C 11C 16B 5D 7B 16D 8C 9A
Bee Line,Deep Beeline,Two,Normal,54,4461,65,17B 19B 5B 20C 16D 9D 13D 17C 16B 4B 3C 20B 3D 3B 12D 7D 7A 11C 5D 12B 12A 14C 12C 11B 16C 15B 11A 15C 6B 6A 14D 13B 11B 10D 18D 7D
Deep Beeline,Tile Skipper,One,Normal,45,4666,72,19A 20D 6B 3A 4D 6C 1A 18C 14A 2B 2C 9A 6D 4B 1B 20B 18B 2A 4C 16A 8B 7A 7D 8C 16D 5D 10C 12D 12C 12A
Deep Beeline,Kitty Corner,Two,Normal,54,4943,72,19A 14A 9A 15C 14C 4A 3A 4B 20D 2A 7A 20C 8A 14D 14D 12D 4D 9D 9B 18D 2C 4C 3C 8D 6D 10A 9A 17D 5A 13C 17B 1D 11B 3D 7C 11B
Random,Bee Line,Two,Normal,39,107,51,13D 2B 18B 8B 18D 19B 2A 14A 6A 12D 17A 12C 5A 7B 17B 2C 6C 7A 7C 16D 5A 17C 18B 13A 17D 15A
Kitty Corner,Random,One,Normal,42,107,8,3A 17C 14B 4A 5A 12C 8C 10A 15A 4B 14C 20A 20D 18B 12A 20D 20D 17D 6B 3C 3B 14A 18A 4D 19C 6A 1C 3B
Kitty Corner,Tile Skipper,One,Normal,39,103,8,3A 20D 6B 4A 5A 6C 1A 10A 15A 2B 2C 20A 20C 4B 1B 10D 10D 2A 7A 5D 15D 7D 7B 10D 5C 12D
Random,Tile Skipper,Two,Normal,48,107,17,5B 20D 6B 11C 14D 6C 1A 16A 16D 2B 2C 7A 14C 4B 4C 17D 7C 1C 2A 19B 20B 3B 3C 10B 14A 8C 8B 18A 14D 13A 13B 7B
Tile Skipper,Random,Two,Normal,51,107,79,20D 16A 11A 6B 6C 15D 1B 1A 2B 14C 19B 2C 4B 13B 12D 4C 1C 5C 10A 2A 3B 5D 10B 3C 7A 17D 3A 9A 9B 3A 17A 13C 13D 19D
Tile Skipper,Bee Line,Two,Normal,39,107,79,20D 18C 19B 6B 6C 10D 10B 1A 2B 18A 18B 2C 4B 10A 5C 1B 2A 1D 14C 3D 3C 19D 16A 4C 5D 4D
Kitty Corner,Bee Line,Two,Normal,42,129,52,14A 8A 13D 9A 4A 19D 20C 3A 2A 8B 13C 7A 4B 15A 18D 14C 9B 15D 19C 14B 14B 2B 1C 3C 4C 6A 1A 2A
Random,Kitty Corner,Two,Normal,45,257,16,5A 11A 6A 1D 7D 1A 16A 12D 9B 7A 2A 16C 1D 3A 4A 15D 2C 7B 4D 9A 8B 3B 3C 17A 19D 2D 6A 9B 18C 2A
Bee Line,Tile Skipper,One,Normal,36,249,24,7A 20D 6B 8B 14D 6C 1A 14A 13A 2B 2C 13D 13C 4B 1B 12D 12A 2A 3D 10B 4D 3C 4C 12B
Bee Line,Random,One,Normal,51,265,55,14D 15A 20C 2B 4A 1B 10B 7C 4C 3B 4D 14A 10C 6B 3C 1A 2D 18B 1B 1D 5A 10D 6D 1C 5C 3B 19D 11B 13A 10A 3D 13D 12A 18C
Bee Line,Kitty Corner,Two,Normal,45,297,52,14A 17A 12A 3A 7D 7A 2A 5C 4B 1A 5A 10B 10A 1B 7B 10C 15C 2D 7B 15B 8D 7B 12C 15A 4C 2A 11B 11A 20A 11C
Tile Skipper,Kitty Corner,Two,Normal,57,297,79,20D 4A 5A 6B 6C 1A 6A 5C 5B 11A 16A 2B 2C 11B 1D 3B 1B 16B 5D 3C 7A 5D 4B 8A 7D 19A 17D 7B 12C 17A 18A 8D 8B 18C 18C 14A 9B 11C
Deep Beeline,Kitty Corner,One,Normal,42,4206,10,3C 10A 5A 3A 13D 1A 2A 20B 17D 7A 12A 5D 1B 12B 7B 1C 18B 7C 5C 14A 18A 5B 2D 11B 11C 20D 20C 15A
Tile Skipper,Deep Beeline,One,Normal,45,4449,79,20D 10C 8A 6B 6C 14C 3C 1A 2B 7D 18A 2C 4B 18B 1C 1B 2A 4D 20B 3D 4C 20C 16B 4A 7B 16D 17D 9A 12A 17A
Random,Deep Beeline,Two,Normal,69,4455,42,11C 3B 1D 17D 18D 11B 14B 20C 15C 7B 1A 11A 14C 16B 9A 17C 9D 8A 10B 13D 4A 10D 13B 10A 7A 7D 8C 4A 18A 4D 9B 11C 11C 12B 4C 16C 17D 10B 10A 16A 6B 4A 9B 20C 19A 9D
Deep Beeline,Tile Skipper,One,Normal,51,4525,38,10C 20D 6B 3A 6C 6D 1A 17D 18C 2B 2C 18A 7D 4B 1B 19B 16A 2A 4C 10D 19D 5C 8C 16B 4D 4A 7B 16D 14C 8B 8B 12D 8B 9A
Bee Line,Deep Beeline,Two,Normal,54,4583,75,19D 10C 11A 20B 2C 15C 9D 19B 7D 16B 17C 3D 8A 20D 18B 14D 3A 13A 9B 8C 18C 18A 1A 10D 2D 12C 15B 17B 7B 5C 1D 20C 14D 6C 17D 7A
Deep Beeline,Random,One,Normal,60,4610,10,3C 6C 4D 5A 1B 12C 18D 1A 2D 8A 16A 16C 12A 9C 2C 11C 20D 1C 14B 17B 18C 18A 1D 19A 20B 7A 6D 14A 17C 19D 9A 11B 19B 6A 17D 20C 12D 10D 9B 14C
Kitty Corner,Deep Beeline,Two,Normal,51,4828,12,4A 10D 11D 5A 1A 15D 18A 6A 11A 16D 19B 16A 11B 13D 1C 1D 4C 8D 13A 4B 4C 9D 9A 5D 6C 12D 14D 6D 11A 12C 12A 7D 2C 12B
Deep Beeline,Bee Line,One,Normal,57,5033,67,17D 14B 15C 17A 13C 10B 11D 7D 8C 15A 15D 7B 12B 10C 18D 11C 9A 18A 6D 4A 1A 19B 20A 4B 7C 20B 19A 1C 2B 8D 14B 11B 1B 9C 19D 4A 3C 19D
Random,Bee Line,One,Normal,48,101,75,19D 2A 18D 2D 11C 19C 13A 7A 8D 3B 14D 17B 18B 3A 20D 18A 17A 8C 5D 15B 5A 4C 13C 11B 16B 10A 1D 10D 7B 9C 10C 19B
Bee Line,Tile Skipper,One,Normal,33,121,45,12B 20D 6B 14D 9B 6C 1A 10B 12C 2B 2C 13D 8B 4B 1B 13A 14C 2A 3D 9D 20B 3C
Random,Tile Skipper,Two,Normal,51,131,54,14C 20D 6B 1D 15B 6C 1A 15A 19C 2B 2C 16D 3D 4B 1B 3C 14A 2A 4C 10D 20B 7A 4A 5B 1D 5D 9A 12C 12A 9C 12D 3A 8A 13A
Kitty Corner,Tile Skipper,Two,Normal,42,123,48,13A 20D 6B 8A 3A 6C 1A 2A 12A 2B 2C 7A 18A 4B 1B 19A 13D 3B 4A 18D 3D 4C 5D 18C 3C 9A 10C 18C
Tile Skipper,Bee Line,One,Normal,45,153,79,20D 11A 6D 6B 6C 5D 1C 1A 2B 11B 7A 2C 4B 9A 13B 1B 1D 8C 8A 2A 3D 12B 7D 4A 4D 8D 12B 14C 14B 10B
Random,Kitty Corner,Two,Normal,42,150,34,9C 2A 3A 20B 13B 4A 9A 19D 5A 14A 19A 13A 12B 2C 9D 12A 11A 2B 14B 5B 10D 9D 2C 15C 13B 19C 7C 19B
Kitty Corner,Bee Line,One,Normal,48,155,32,9A 6B 2B 4A 5A 1B 3B 1A 6A 8D 7C 11A 5B 13B 17A 11C 1D 16B 17D 11B 6C 17B 13A 5C 1C 18C 13D 18A 4C 16A 6B 4B
Kitty Corner,Random,One,Normal,42,157,0,1A 4A 10B 2A 3A 15B 17C 8A 13A 14C 1C 18A 1B 6C 3D 3B 18C 16C 19B 13B 8C 20B 12B 3B 19A 19D 20D 5B
Bee Line,Random,Two,Normal,60,157,11,3D 5D 18D 14B 20C 12B 19C 3A 3B 16A 3C 14C 9D 16C 18A 1B 6C 1A 17D 15C 1C 9A 6A 7C 5C 17D 11B 6C 13D 12D 13C 2C 2C 14D 8B 7C 20B 1A 18C 14C
Tile Skipper,Random,One,Normal,48,159,79,20D 12A 6A 6B 6C 19C 7D 1A 2B 2D 17B 2C 4B 11B 2A 1B 1C 12C 6A 3B 3C 7C 20B 4C 5D 8D 12A 8A 9A 17A 7B 13D
Bee Line,Kitty Corner,Two,Normal,44,165,78,20C 17A 12A 7D 3D 7A 2A 18A 8C 1A 5A 19B 8A 7B 2B 13D 18B 2D 5D 20B 8B 12D 1B 3B 3C 5B 16C 6A 15C 5B
Tile Skipper,Kitty Corner,One,Normal,54,171,79,20D 19A 14A 6B 6C 9A 4A 1A 2B 3A 2A 2C 4B 3D 9D 1B 3B 19D 2D 3C 7A 14A 9C 7C 5D 19B 12C 8A 12A 17A 18A 8B 13D 17A 3A 17D
Random,Deep Beeline,Two,Normal,45,3039,6,2C 4C 5B 12D 16D 20C 14C 4D 6C 19D 2D 18C 9A 20B 19A 1A 9B 16C 11A 10B 8B 11B 14B 18D 9B 18B 17B 15B 6D 11D
Deep Beeline,Random,One,Normal,48,3715,13,4B 8C 12D 14A 15D 2A 17D 19C 9D 8B 20C 19A 1D 14C 15B 19B 20A 12A 12A 6C 4C 15C 13B 6B 20D 3D 10A 18A 16B 13B 11B 6A
Deep Beeline,Bee Line,One,Normal,45,4106,0,1A 15D 15A 8A 3B 15B 6C 20B 13D 7A 7D 6D 7B 15C 11A 11B 12B 4D 14C 9B 18D 5A 4A 5D 17A 16C 4C 14B 12A 7A
Deep Beeline,Tile Skipper,One,Normal,54,4180,0,1A 20D 6B 17D 9C 6C 5C 8D 12A 5B 2B 17C 2A 2C 3B 18D 11A 3C 4B 6D 20B 7A 8C 3A 16B 7D 7B 4A 19A 14B 14D 11C 11B 14A 19B 4C
Bee Line,Deep Beeline,Two,Normal,51,4353,39,10D 1A 10A 6B 11C 9C 13B 12C 15C 11D 11B 15B 17B 20D 5B 16B 15D 17A 14A 20A 20C 20B 18C 8C 3D 4B 12D 7A 12B 19D 18A 10D 17C 18D
Kitty Corner,Deep Beeline,Two,Normal,48,4476,64,17A 1A 14B 12A 7A 14D 7B 2A 11A 19C 1B 6A 3A 19B 20A 4A 5A 5B 13D 12D 3C 16C 9C 4C 3C 10D 20D 17D 11D 16A 13B 13A
Tile Skipper,Deep Beeline,Two,Normal,54,4692,79,20D 4B 12C 6B 6C 19C 3A 1A 2B 13D 9A 2C 7A 16B 18B 6A 1C 1B 2A 5A 4C 16A 20C 4D 8D 16D 14B 5D 13B 14C 11C 17C 10C 10B 11C 13B
Deep Beeline,Kitty Corner,One,Normal,51,4793,13,4B 12A 7A 14D 14C 2A 1A 2C 8B 5A 10A 18D 18A 7B 1B 2D 10D 1C 1D 17D 17C 2B 12B 10C 4C 1B 6B 15A 20B 11C 16C 17A 20A 20D
Random,Tile Skipper,Two,Normal,45,100,54,14C 20D 6B 15A 9B 6C 1A 17B 11C 2B 2C 13D 18D 4B 1B 9D 2A 3B 3C 15D 14C 4C 7A 7C 18A 5D 8D 19C 14C 10C
Kitty Corner,Random,Two,Normal,51,100,4,2A 14D 20C 3A 4A 2B 15B 9A 14A 17B 14D 19A 14B 4C 18C 3D 4B 6C 15A 4B 3B 8B 14D 9D 3D 18D 19C 4B 14C 19D 6A 4A 10C 10D
Random,Bee Line,Two,Normal,39,100,27,7D 17A 18D 10A 12C 5D 14D 16C 11A 10C 18A 19C 11A 9A 13C 20C 12A 4C 18B 9D 4D 14B 19A 7C 12C 14C
Bee Line,Kitty Corner,One,Normal,36,100,28,8A 1A 2A 15D 13A 3A 5A 8B 9B 7A 12A 13D 10B 17A 5C 14D 14C 17B 5C 14A 14A 5C 2C 11C
Bee Line,Random,One,Normal,54,100,57,15B 10A 14A 12D 11C 9B 6B 20D 16B 9B 10A 12C 15A 20B 16A 13D 8B 5B 3B 15D 18C 5A 10B 18A 18B 11D 9B 8C 1B 4C 9A 1A 2A 19A 9C 16A
Kitty Corner,Bee Line,Two,Normal,36,100,4,2A 14B 15A 3A 4A 7B 6B 9A 14A 15D 11D 19A 4D 10A 11A 3C 2D 11C 10B 14C 4B 16B 5A 14D
Tile Skipper,Bee Line,One,Normal,45,100,79,20D 12A 1C 6B 6C 7A 1A 5C 5B 12B 9C 2B 2C 13B 14B 3B 1B 10C 8C 3C 4C 8D 9A 8A 13D 17B 10B 13C 14D 19A
Tile Skipper,Random,One,Normal,45,100,79,20D 2A 9B 6B 6C 4A 12A 1A 2B 7A 5B 2C 4B 16B 11C 1B 3B 15B 13A 3C 7C 14B 8A 8C 8B 14B 11B 5D 13B 7B
Random,Kitty Corner,Two,Normal,54,100,45,12B 17A 12A 5A 2C 7A 2A 2D 4C 1A 11A 1C 18C 6A 18A 20B 20A 17D 17C 16B 16C 18B 7B 19C 5C 17D 1B 4B 8C 12C 17B 7D 15A 15D 17C 19C
Tile Skipper,Kitty Corner,One,Normal,45,100,79,20D 17A 12A 6B 6C 7A 2A 1A 2B 11A 6A 2C 4B 3A 4A 1B 1C 5A 12C 3B 3C 12B 17C 4C 5D 2D 3D 8A 9A 12C
Bee Line,Tile Skipper,Two,Normal,48,100,34,9C 20D 6B 9A 19B 6C 1A 19A 16C 2B 2C 20B 14D 4B 1B 19C 8B 2A 3D 10D 14A 3C 4C 18D 10A 5D 10B 18C 17D 11C 12D 10C
Kitty Corner,Tile Skipper,Two,Normal,45,104,20,6A 20D 6B 1A 2A 6C 5C 3A 8A 5B 2B 13A 6D 2C 3B 8B 3D 3C 4B 13D 8B 4D 7A 1C 17C 9A 9C 8C 19D 7B
Deep Beeline,Tile Skipper,One,Normal,51,3763,19,5D 20D 6B 5A 1A 6C 5C 17B 18A 5B 2B 16D 7C 2C 3B 14C 2A 1B 3C 19B 19C 7A 8A 12C 13C 7B 8D 14D 12D 8B 13D 12A 12B 9A
Kitty Corner,Deep Beeline,Two,Normal,54,4231,56,15A 5C 5D 10A 5A 1C 1A 4A 3A 14A 16C 8A 8D 20A 20C 3D 5B 14B 12A 3D 4B 17A 18B 10C 2C 19A 11B 2C 4A 11A 19B 17B 15D 18A 18D 7D
Tile Skipper,Deep Beeline,Two,Normal,51,4289,79,20D 5C 17D 6B 6C 7D 13B 1A 2B 2C 8B 3A 4D 18A 1C 4C 8C 19B 13C 10A 3B 16A 10C 3C 5D 14D 14A 7B 9B 19A 19D 11C 16D 14C
Random,Deep Beeline,Two,Normal,54,4525,48,13A 5C 2A 17A 20B 9B 11B 3A 12B 20C 15C 2B 2C 13D 18A 4C 6B 19B 8D 7A 10C 8B 12C 2C 2B 12D 11C 13C 11D 14A 19A 16D 9C 14C 14C 2C
Deep Beeline,Random,One,Normal,57,4607,19,5D 17A 20A 11C 10A 8C 1D 2C 8B 17C 11D 7C 16C 3C 1A 15D 15B 12B 9C 16B 18B 20D 8A 4B 12A 1B 5C 2B 18D 1C 4D 19C 3B 6B 8D 14D 13C 1C
Deep Beeline,Kitty Corner,One,Normal,54,4706,19,5D 9A 4A 5A 10B 13A 8A 5B 8C 3A 2A 19C 4C 1A 6A 20A 17B 1C 3B 2B 20B 6C 13D 2D 7C 13D 13D 11C 16A 7D 7B 19B 16D 13A 6C 17C
Bee Line,Deep Beeline,Two,Normal,54,4865,29,8B 5C 1A 2D 1C 2A 7C 10D 9A 2B 17D 15B 9D 10C 13A 19A 19B 20C 19C 20B 18B 20A 11C 15A 16A 12D 14C 16C 20D 16B 7B 19A 6B 17C 13C 16A
Deep Beeline,Bee Line,One,Normal,60,5307,19,5D 18C 20C 5A 19A 18B 20B 2B 5B 19B 18A 1C 1D 10D 17A 6C 6A 10B 12C 12A 10A 20D 15C 15B 8A 18D 9C 8D 11D 7D 7B 12D 11C 17C 20D 14D 8C 16D 9B 12B
Tile Skipper,Kitty Corner,One,Normal,45,110,79,20D 18A 13A 6B 6C 8A 3A 1A 2B 2A 9A 2C 4B 4A 5A 1B 3B 14A 7A 3C 4C 9B 4D 7C 5D 14C 4D 10C 12A 2D
Random,Kitty Corner,Two,Normal,42,110,74,19C 3A 4A 13C 16A 5A 10A 13B 19D 15A 20A 5C 13D 10B 4C 20D 13D 10D 4D 16B 6D 15D 4B 2B 16C 3A 8C 13D
Kitty Corner,Tile Skipper,Two,Normal,45,110,68,18A 20D 6B 13A 8A 6C 1A 3A 2A 2B 2C 12A 7A 4B 1B 9A 4A 3B 3C 5A 19A 4C 7C 8B 13B 5D 7D 13C 3D 17C
Random,Tile Skipper,Two,Normal,42,111,23,6D 20D 6B 18A 2C 6C 1A 12D 20B 2B 3A 15D 19A 4D 4C 16B 12C 5A 8C 2A 9B 3B 3C 2C 4B 8A 8B 17D
Bee Line,Tile Skipper,One,Normal,48,110,59,15D 20D 6B 5A 8C 6C 1A 10D 5C 2B 2C 5B 3B 4B 1B 13D 18B 2A 4C 19D 18C 7A 7D 19A 8B 9A 12A 19B 18A 12D 12C 13A
Kitty Corner,Random,One,Normal,45,111,20,6A 14D 20D 1A 2A 9D 5B 3A 8A 15B 2C 13A 2B 18D 15A 8C 13C 9C 11D 2B 2D 7C 2C 1D 8D 14B 9D 8A 13A 18D
Tile Skipper,Bee Line,Two,Normal,51,111,79,20D 12A 10D 6B 6C 1A 5C 11A 7B 7C 2D 7D 2A 12B 8A 1B 4B 14B 8D 2B 2C 10C 13B 4C 5B 9C 9A 4A 3C 9D 19D 19C 9B 17D
Random,Bee Line,Two,Normal,45,111,46,12C 13C 8C 4B 5B 13A 8D 12D 7A 13B 3D 13D 8A 3B 2B 19D 9D 1C 3A 6B 4A 2D 2A 12C 7A 6D 11C 6C 4A 16A
Bee Line,Kitty Corner,One,Normal,39,120,77,20B 13A 8A 15B 15A 3A 2A 20C 15D 1A 6A 5B 20A 13D 2B 3B 4B 6D 1C 5C 5A 2B 1B 12D 10C 1C
Kitty Corner,Bee Line,Two,Normal,42,122,20,6A 12C 5C 1A 2A 4B 3B 3A 8A 16A 12A 13A 8B 12D 15B 2D 8D 15C 20D 8D 6B 15A 17C 8D 8B 20C 9B 20B
Tile Skipper,Random,One,Normal,45,122,79,20D 8D 2C 6B 6C 2B 14C 1A 2D 15D 7A 5B 3B 8C 17A 1B 4B 14A 19C 3A 4C 5D 13B 7B 9A 18A 16D 12A 9D 9B
Bee Line,Random,One,Normal,36,122,66,17C 19A 20B 17B 14B 19C 16A 18D 4C 8B 7C 9D 9A 6B 7D 18A 9B 11A 6B 13C 5D 8C 15D 18D
Random,Deep Beeline,Two,Normal,45,3864,59,15D 15A 16B 10D 18A 17D 13A 14D 10D 4D 9A 11D 18A 12A 7C 2D 14B 1D 5B 8A 11D 11B 1C 11D 18A 7B 8B 2D 10C 11C
Tile Skipper,Deep Beeline,Two,Normal,48,3936,79,20D 15A 17D 6B 6C 1B 16D 1A 2B 10D 18B 2C 4B 18A 7C 4C 1C 19B 19A 2A 3B 2D 19D 3C 7A 14A 14C 5D 9A 12B 14B 8D
Bee Line,Deep Beeline,Two,Normal,54,4001,42,11C 15B 17D 9D 6A 13A 16B 11B 1D 2B 18C 5A 5C 11A 17A 12B 8D 1C 7C 3B 3D 14C 7A 3C 4D 12D 19A 12B 5C 20D 12D 4C 14A 12A 8A 14D
Deep Beeline,Tile Skipper,Two,Normal,45,4166,57,15B 20D 6B 15A 3A 6C 1A 12B 18C 2B 2C 18D 18A 4B 1B 19B 18B 2A 4C 19D 12C 7A 9A 16B 4D 4A 7B 16D 9D 9C
Deep Beeline,Random,One,Normal,51,4239,28,8A 8D 11C 15C 8B 6C 2D 19C 13D 6D 17A 17B 9B 5D 2D 18B 2C 14A 7B 18A 5C 9D 15B 10C 1B 1D 11A 2B 14C 17A 13B 20C 10B 16A
Kitty Corner,Deep Beeline,Two,Normal,54,4374,48,13A 15B 6D 8A 3A 4C 4A 2A 1A 17D 18A 6A 13C 9D 3C 3D 13B 19C 20C 2C 13D 14D 11C 2C 8C 16A 20D 8C 3B 16C 16B 2C 2D 16D 12D 3A
Deep Beeline,Bee Line,One,Normal,57,4410,57,15B 12A 10D 15A 10B 1A 10A 10C 5A 5C 7D 2A 2D 1D 7C 6D 3D 1B 8A 7A 2B 8D 5B 4A 3C 9D 16D 13B 11C 11A 17B 9A 4D 16B 8D 19B 19C 9B
Deep Beeline,Kitty Corner,One,Normal,54,4609,57,15B 15A 10A 12D 12A 5A 4A 4B 16B 3A 8A 2D 1C 5B 10B 16C 4C 8B 3D 6A 6B 5C 3D 9A 19B 1D 8B 18A 19D 5B 13C 14A 18D 10B 15A 14D
Bee Line,Kitty Corner,One,Normal,39,102,65,17B 15A 10A 2A 7D 5A 4A 17A 12A 3A 8A 12B 17C 4D 8B 2C 12D 4B 3B 19C 19B 4C 3C 11D 19A 13D
Tile Skipper,Bee Line,One,Normal,45,102,79,20D 10B 5A 6B 6C 10A 2C 1A 2B 10C 4B 3A 4D 9C 8A 4C 1C 12B 9D 2A 8C 14D 19C 3C 7B 12A 12C 7A 12D 18D
Random,Bee Line,Two,Normal,39,102,67,17D 7C 13D 11C 19D 8B 13A 1D 16D 9B 7A 19D 9D 14D 8A 12C 10D 12B 8C 12A 5B 15B 6A 1A 6B 19B
Bee Line,Random,One,Normal,42,102,4,2A 1C 5C 8D 19A 8C 17A 19C 3B 20B 2C 13C 3A 15A 19D 3C 18D 20B 13A 9A 9B 15A 1B 9C 7B 5A 20A 14B
