Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript
Bee Line,Deep Beeline,One,Normal,54,4633,26,7C 10C 10B 7B 14D 4C 1B 12A 9B 8B 8C 18D 12D 18A 19A 4D 7D 13D 9A 13C 3C 6C 11D 3D 13B 16A 8D 3A 20A 6A 20B 6B 1C 19B 18B 1C
Deep Beeline,Kitty Corner,One,Normal,48,4130,35,9D 10A 5A 17C 16D 1A 2A 7D 8A 7A 12A 13C 18C 2D 12B 5C 14C 1B 7C 19A 9B 10C 5D 20B 19D 17B 10D 11B 11D 20D 10B 3C
Deep Beeline,Random,One,Normal,63,4734,26,7C 20D 12D 10C 20B 19D 9C 9B 14B 19A 6D 18D 20C 19B 4C 15A 8D 4D 2C 2A 12B 13B 4B 16D 5B 1B 6B 2B 17B 1A 3B 8B 13D 19B 1A 17D 17D 4B 17A 8C 1D 4A
Deep Beeline,Bee Line,One,Normal,48,2115,35,9D 19C 20A 17A 11A 15C 2D 13D 3A 19B 6D 14D 7D 20D 6A 13C 6B 7C 1C 6C 15B 10D 19D 14C 1A 5B 1B 10B 16A 19A 18B 5A
Deep Beeline,Tile Skipper,One,Normal,51,2014,39,10D 20D 6B 8D 4A 6C 1A 2C 3B 2B 3A 18A 12D 4D 4C 19B 19A 1C 2A 17A 18B 8C 8B 16D 14A 7B 7A 14C 17D 12B 5D 12C 19D 9D
Kitty Corner,Random,One,Normal,42,100,44,12A 20A 6C 7A 2A 8B 11B 1A 5A 7B 5C 10A 12D 16B 16A 12D 5D 3B 15D 5D 1B 7B 18A 5B 14C 3B 18C 5D
Random,Tile Skipper,One,Normal,51,100,48,13A 20D 6B 8A 17A 6C 1A 11D 18C 2B 2C 15C 16A 4B 1B 7B 17C 2A 3D 11D 20B 3C 4C 14B 11C 5D 9A 18A 5A 12A 14C 17A 17A 19D
Bee Line,Random,One,Normal,39,100,50,13C 18B 5D 13A 1C 20D 12D 2C 2A 1D 17A 6D 8A 5A 10D 3D 2D 7D 16D 8D 8C 3C 3B 10A 14C 10B
Bee Line,Kitty Corner,Two,Normal,45,101,74,19C 20A 15A 19B 2D 10A 5A 11A 7C 4A 3A 16B 16C 15C 15B 17A 17B 10C 4D 7A 17C 15C 4B 12D 7B 15A 9D 14A 13C 5B
Kitty Corner,Bee Line,Two,Normal,39,103,60,16A 5B 5A 11A 6A 17B 20B 1A 17A 16B 20A 12A 7A 10B 15D 2A 3A 20C 10A 4A 16D 10D 4B 2C 2C 14C
Tile Skipper,Kitty Corner,One,Normal,45,101,79,20D 7A 2A 6B 6C 3A 4A 1A 2B 9A 14A 2C 4B 4C 2D 1B 3B 2D 4C 4D 8C 9B 14D 8B 10A 9B 17D 13A 10C 12C
Random,Kitty Corner,Two,Normal,48,101,48,13A 19A 14A 2C 18B 9A 4A 19C 2C 3A 2A 10A 2D 3C 4B 12C 16A 9D 3C 5B 11C 3B 19B 17D 20A 4B 14D 1C 18B 5C 14B 17D
Random,Bee Line,Two,Normal,54,105,63,16D 18C 18A 14B 9A 20C 19A 19D 12A 15D 15A 19C 11B 19B 6C 20A 9C 3A 3C 13C 9D 1D 2B 10D 11D 1A 1B 3D 16D 8A 1C 19C 4A 8D 15A 14B
Tile Skipper,Bee Line,One,Normal,42,105,79,20D 2A 18D 6B 6C 8D 19A 1A 2B 17B 17A 2C 4B 17C 19B 1B 3B 12D 7A 3D 4A 18B 7B 4C 5D 7C 8A 7D
Tile Skipper,Random,One,Normal,48,110,79,20D 13B 17B 6B 6C 10D 4A 1A 2B 3A 15C 2C 4B 17A 12B 1B 2A 10B 13A 3D 3C 17A 13D 7A 5D 9C 17D 9D 9B 4A 10A 14B
Kitty Corner,Tile Skipper,One,Normal,45,109,60,16A 20D 6B 11A 6A 6C 1A 17A 12A 2B 2C 7A 2A 4B 1B 18A 13A 1C 3B 13D 13C 3C 4C 16B 16C 5D 7D 11C 18C 8D
Bee Line,Tile Skipper,One,Normal,48,115,59,15D 20D 6B 5A 10D 6C 1A 8C 15B 2B 2C 5C 3B 4B 1B 18A 19D 2A 3D 18B 18C 3C 4A 8B 19B 4C 9A 13D 14D 9D 9B 7C
Deep Beeline,Tile Skipper,One,Normal,54,5437,43,11D 20D 6B 1D 1B 6C 1A 20B 18B 2B 2C 17C 10D 4B 4C 19D 3A 6A 1C 17D 16D 2A 3B 2D 11B 4A 5D 14A 10B 7A 7B 14B 12A 8A 8B 10C
Tile Skipper,Deep Beeline,Two,Normal,57,5482,79,20D 11D 8B 6B 6C 2B 4D 1A 2D 2A 18D 2C 3A 18B 19C 4B 1B 3B 13C 4C 5B 20B 16A 5D 7B 19D 7A 8D 9A 14C 10B 9D 14A 12B 16B 17C 8D 16D
Bee Line,Deep Beeline,Two,Normal,51,5633,28,8A 12A 12B 13C 10B 14C 15D 18C 13D 15C 11C 3B 3D 19B 1D 3A 4B 20C 18A 15A 13B 17B 5A 9D 10C 1C 2D 14B 15B 10D 11D 14D 14B 5D
Kitty Corner,Deep Beeline,Two,Normal,54,5864,4,2A 12A 13B 3A 4A 1A 3B 9A 14A 10B 19D 19A 9B 19C 11B 4C 14B 15C 9D 14B 19B 7B 7C 9B 20A 7D 18B 8A 9B 10D 18C 4D 16A 18A 15B 4B
Deep Beeline,Random,One,Normal,75,5877,43,11D 5A 13D 1A 12D 14D 17A 17D 17B 14A 4A 19A 10A 16B 9B 14B 14C 20C 17A 12B 9A 14A 17C 15B 6C 13B 7D 7A 15A 8B 4B 3D 3A 8A 5B 3A 3A 3B 15D 2C 2C 9B 19C 3A 20A 9B 9C 10D 19A 5C
Deep Beeline,Bee Line,One,Normal,57,5919,43,11D 8B 4B 4A 5C 3D 2B 2C 11B 1A 8C 18A 20C 3A 1D 2D 18C 15B 6C 1B 17B 10B 9B 13C 19A 9C 16D 10A 1B 16D 16D 1B 1B 12C 13B 9A 9A 1B
Deep Beeline,Kitty Corner,Two,Normal,51,6036,43,11D 19A 14A 9A 7D 20A 15A 7A 5D 10A 5A 17A 12A 4A 3A 13A 11C 10C 10B 16D 18A 15D 10D 1D 2B 3C 10B 16B 16B 20B 19B 16B 8D 5A
Random,Deep Beeline,Two,Normal,48,6069,33,9B 12A 6D 4B 14D 11D 19B 9D 1B 2D 7A 7C 15D 14C 18B 11B 9C 4C 20A 16A 14A 17B 18D 6C 10B 18C 13D 14B 7C 3D 8A 5A
Bee Line,Kitty Corner,Two,Normal,42,112,78,20C 17A 12A 7B 20A 7A 2A 18B 18C 1A 5A 20B 18A 17C 1B 13D 8B 1C 5D 3D 8C 1C 1C 8A 6B 7C 9A 13C
Kitty Corner,Tile Skipper,One,Normal,42,134,28,8A 20D 6B 3A 4A 6C 1A 5A 10A 2B 2C 15A 4B 7A 6A 8D 10C 1C 2A 8C 3D 7D 7B 10B 5C 12D 14C 5B
Kitty Corner,Bee Line,One,Normal,45,139,4,2A 19A 16D 3A 4A 18A 16A 9A 14A 20C 15D 1A 8A 10A 5D 13A 12A 16B 20C 7A 14D 1D 6A 9D 3B 17D 6C 9B 14A 6B
Kitty Corner,Random,One,Normal,45,197,64,17A 9C 13B 12A 7A 1B 5D 2A 1A 13B 18D 5A 7C 6A 2C 1C 12B 6D 15B 7B 12D 20C 8C 12D 1D 10D 4C 18C 7B 20B
Bee Line,Tile Skipper,One,Normal,36,204,77,20B 20D 6B 20A 5C 6C 1A 4B 20C 2B 2C 15B 5A 7A 6A 15A 15D 1C 1B 5B 10B 7C 3D 10A
Random,Tile Skipper,One,Normal,51,258,48,13A 20D 6B 19D 5B 6C 1A 8B 2C 2B 3A 9D 8B 4D 4C 15B 2A 1C 7C 20C 10A 7B 3C 9A 1B 8C 7A 9A 14D 10C 12B 13A 8D 18B
Tile Skipper,Kitty Corner,One,Normal,87,255,79,20D 16A 11A 6B 6C 6A 1A 5C 5B 5A 4A 2B 2C 1B 11B 3B 2A 1D 16B 1C 3C 16D 16B 4C 7A 16C 4D 8D 8B 16A 1B 9A 13C 13D 20B 12C 17D 9B 13A 9D 19A 16D 16B 17D 18D 11D 6D 19C 14D 11C 11B 1B 2C 1D 16D 4A 5A 11D
Bee Line,Random,Two,Normal,60,259,28,8A 9C 9C 10B 13D 14C 6B 13C 13A 12D 12A 18D 8B 17C 3D 19C 19A 18C 16B 20C 15B 1A 6B 5C 4B 3D 20B 15D 11A 5A 2C 11A 10C 1B 11B 4B 15A 3D 7C 10B
Tile Skipper,Bee Line,Two,Normal,36,259,79,20D 8A 13A 6B 6C 14D 14A 1A 2B 10B 15A 2C 4B 14C 13C 1B 2A 9B 15D 3D 3C 17B 5A 4C
Random,Kitty Corner,One,Normal,66,272,0,1A 13A 8A 13B 2C 3A 2A 1C 8C 7A 4A 6D 19A 9A 14A 5A 1A 14C 3B 15D 6D 3B 9D 13B 16D 4C 2B 11D 10C 18D 14D 12D 16C 10B 16B 8C 16D 17D 14D 20B 5A 13D 9B 5A
Tile Skipper,Random,One,Normal,45,275,79,20D 9A 6C 6B 6D 5A 9A 1A 2B 9A 14A 2C 4B 2A 3C 1B 1C 10D 9C 3B 3D 9B 18D 4A 7B 14C 3C 8A 12C 17D
Random,Bee Line,Two,Normal,39,307,33,9B 13D 1A 2B 20C 6C 9C 6B 3A 9D 9A 18B 20D 14B 13B 1B 3B 10D 10A 7B 7A 10C 16A 12C 3C 16D
Kitty Corner,Deep Beeline,Two,Normal,48,3611,24,7A 1A 12D 2A 3A 2B 19A 4A 9A 20A 15A 14A 4D 17B 2C 4D 3D 16A 6A 7D 4D 11C 14B 4D 9A 8C 18A 8D 10D 18D 18C 7D
Deep Beeline,Kitty Corner,One,Normal,45,4083,0,1A 17A 12A 8A 10D 7A 2A 19A 13A 18A 11A 18D 9B 6A 15A 20B 4B 10A 7C 20C 4C 6B 7C 15D 4D 15C 15C 3D 20D 7C
Deep Beeline,Bee Line,One,Normal,54,4140,60,16A 16B 12B 10B 4B 12B 6C 11D 11A 18A 19B 20A 12C 6D 7A 19A 12D 11B 7C 13D 8B 20B 20C 8A 3D 9B 5C 5A 5D 1D 5C 9D 9A 19B 18B 9C
Deep Beeline,Random,One,Normal,48,4241,0,1A 15B 1B 16A 18B 5C 14C 2A 13B 11B 19A 4A 8B 3C 7D 20D 8D 12A 2D 8A 13D 10C 10D 19C 14D 12C 20A 7A 9A 15A 12D 3B
Bee Line,Deep Beeline,Two,Normal,51,4287,64,17A 17D 17B 17C 5B 18B 11D 12A 7D 5A 16B 18D 2A 13C 10A 6A 19B 3C 4A 15C 1C 13B 13D 6D 19A 20C 15D 11C 4B 8D 20A 8B 8B 15B
Tile Skipper,Deep Beeline,Two,Normal,57,4552,79,20D 1A 8B 6B 6C 12B 4B 5C 5B 17B 18A 2B 2C 16A 13B 3B 2A 20B 3A 3C 4C 11C 9A 4D 7A 7C 13C 7B 14B 16D 9D 14D 14A 13C 1D 19A 14C 2D
Random,Deep Beeline,Two,Normal,57,4743,14,4C 1A 3A 13B 9D 19C 13A 18B 20C 18A 16A 2A 19D 4A 11B 20C 6A 17C 10D 2D 20C 15A 15C 8C 8B 14A 17D 12A 4C 10B 12C 5D 4D 12B 7A 14C 6A 7B
Deep Beeline,Tile Skipper,Two,Normal,72,5330,67,17D 20D 6B 17A 18D 6C 1A 8C 13D 2B 2C 16B 18B 4B 1B 19B 3B 2A 3D 20C 16D 3C 4A 19A 16A 4C 9A 4D 3A 9D 14A 9C 14C 14B 10C 5D 4D 11B 14A 4D 14A 9A 9D 14A 3A 4A 3A 4D
Bee Line,Tile Skipper,One,Normal,36,100,62,16C 20D 6B 17A 9C 6C 1A 17B 13D 2B 2C 16A 13B 4B 1B 4D 16B 2A 3D 18C 13A 3C 4C 17C
Random,Bee Line,Two,Normal,39,104,38,10C 7A 13C 15A 19D 8B 13A 8A 18A 14D 14A 1A 6A 13D 9B 2B 6A 12D 12A 4B 1A 16B 7A 11B 15B 5C
Random,Kitty Corner,Two,Normal,42,103,63,16D 2A 3A 6C 18C 4A 9A 19D 19B 14A 19A 15B 13D 19C 4B 6B 6D 3C 2D 20C 7D 2C 20A 18A 8C 14B 4D 11C
Random,Tile Skipper,Two,Normal,42,105,38,10C 20D 6B 10C 10D 6C 1A 12B 3A 2B 2C 14C 18D 4B 1B 8C 19B 2A 3D 16D 5D 3C 4A 4D 9B 7A 7B 14D
Tile Skipper,Kitty Corner,Two,Normal,57,103,79,20D 20A 15A 6B 6C 10A 5A 1A 2B 4A 3A 2C 4B 15D 10D 1B 2A 3B 4D 3D 3C 20B 9C 7A 7B 2D 18B 12D 12C 8C 13D 13B 13C 12B 9A 14D 18A 8C
Tile Skipper,Random,One,Normal,45,105,79,20D 18C 15B 6B 6C 4A 8B 1A 2B 5A 5B 2C 4B 5B 9C 1B 2A 19C 8B 3D 3C 11B 14C 7A 7B 16B 8B 10B 10C 17A
Bee Line,Kitty Corner,One,Normal,48,105,66,17C 5A 1A 14D 17A 2A 7A 17B 19C 12A 4A 18A 14B 6A 11A 9B 7C 16A 1B 3D 8D 6D 6B 3C 19D 4B 1B 20C 13A 4D 6C 8B
Kitty Corner,Tile Skipper,Two,Normal,48,105,0,1A 20D 6B 2A 3A 6C 5C 8A 13A 5B 2B 18A 8B 2C 3B 1B 1D 3C 4B 3D 13C 4D 7A 1D 1A 7B 7D 13C 2A 9A 12D 9D
Tile Skipper,Bee Line,Two,Normal,36,109,79,20D 8C 13C 6B 6C 13D 15D 1A 2B 13A 14D 2C 4B 14A 14C 1B 2A 10B 5D 4C 7A 19D 19B 3C
Kitty Corner,Random,Two,Normal,63,109,0,1A 9A 2B 2A 3A 7B 12C 8A 13A 10D 2C 18A 3D 19A 17D 13B 3C 16C 12D 3D 13B 12C 2B 13B 3C 16A 10C 18C 2D 4C 10D 6B 18C 2B 19B 20B 1B 19D 15C 2A 3D 7A
Bee Line,Random,One,Normal,39,109,17,5B 1C 6B 16B 20B 12B 18B 15D 5A 14D 4D 20A 20C 3D 17A 10A 10B 11C 6C 10D 20B 11A 11A 3B 15B 7C
Kitty Corner,Bee Line,Two,Normal,36,109,20,6A 17B 12A 1A 2A 3A 3B 7A 5A 8C 5B 10A 4A 4B 3D 11A 16A 17C 14C 6D 6B 13C 8A 11D
Bee Line,Deep Beeline,Two,Normal,48,4120,25,7B 14D 4A 10C 14B 2B 5A 2D 5C 2A 1C 11B 7C 16A 15B 7D 8A 6C 9A 10B 15A 15C 17B 20A 20D 13C 20B 8C 7C 18A 18B 12C
Kitty Corner,Deep Beeline,Two,Normal,48,4149,24,7A 14D 14A 2A 3A 13B 15A 4A 9A 10B 12D 5A 1A 2B 18C 12A 17A 15B 20B 2D 7C 16D 11C 5D 5B 11A 17D 7C 5C 16C 11D 2C
Deep Beeline,Kitty Corner,One,Normal,48,4167,68,18A 17A 12A 7C 10A 7A 2A 19A 14A 1A 5A 11C 5B 2B 1B 12B 1D 1B 12C 19B 4C 7D 12D 5C 20B 9B 4B 15B 6C 6B 13B 8D
Deep Beeline,Tile Skipper,One,Normal,51,4219,54,14C 20D 6B 7D 6A 6C 1A 1B 2C 2B 3A 18B 18C 4D 4C 13A 11A 5A 1C 17C 20B 7C 7B 5D 16D 8A 9B 12C 10D 18D 19C 10C 11B 8B
Random,Deep Beeline,Two,Normal,52,4308,44,12A 18A 1C 3B 16C 17A 18D 8A 1D 18C 20B 20C 4A 15B 16A 6B 6A 5D 5A 11D 2A 7B 10C 10B 4C 9D 14B 4B 12D 14A 11C 11A 3A 7A 14A
Tile Skipper,Deep Beeline,Two,Normal,48,4370,79,20D 14C 17A 6B 6C 3C 4D 1A 2B 12B 18C 2C 4B 19C 18B 1B 2A 1D 20B 3D 4C 6D 20C 7A 5D 16B 9A 7B 9D 11C 10C 9B
Deep Beeline,Random,One,Normal,51,4570,68,18A 6C 1D 11A 5A 4A 16A 17A 6A 8D 19A 2B 4B 7D 19B 2A 12C 9A 2C 3C 14D 13B 9C 14A 12D 13C 8A 10A 13A 14C 9C 14B 6B 10D
Deep Beeline,Bee Line,One,Normal,63,4584,54,14C 5D 17C 1C 7B 12D 7D 12B 4A 16D 15B 10C 12A 15C 16A 15A 16C 6B 11A 6A 18C 13C 9A 18D 1B 17B 9B 13D 8A 20A 2C 2B 3B 16B 17D 8B 8D 5D 9B 7B 9C 11D
Tile Skipper,Bee Line,Two,Normal,42,102,79,20D 13D 1D 6B 6C 2D 19C 1A 2B 7D 12C 2C 4B 12D 18D 1B 2A 7B 18A 3D 3C 17D 12A 4C 5D 9D 16D 8C
Bee Line,Kitty Corner,One,Normal,36,111,41,11B 4A 5A 11C 12D 1A 6A 12A 8B 11A 16A 12C 13C 16D 6C 13A 7A 5B 4B 9B 13D 16D 5C 19C
Tile Skipper,Random,One,Normal,45,111,79,20D 15D 4A 6B 6C 13B 17A 1A 2B 18A 19C 2C 4B 18A 1C 1B 2A 17C 11C 3D 3C 7C 10A 7A 5D 14C 5A 9D 8B 11B
Kitty Corner,Random,One,Normal,51,111,36,10A 12A 9C 5A 1A 19A 4D 2A 7A 7C 15A 6A 3A 6D 14A 8A 13A 9D 3D 2C 6B 11B 17A 1D 2D 13D 8C 2D 2D 9D 17B 6C 1C 14D
Random,Bee Line,Two,Normal,39,111,9,3B 17D 19D 2D 4A 5C 10D 20C 13B 19B 17A 12B 2D 19A 10A 15D 11A 10B 18B 13C 4C 8D 16A 13B 6B 12A
Random,Tile Skipper,Two,Normal,48,111,61,16B 20D 6B 16B 8A 6C 1A 7C 20C 2B 2C 19D 20C 4B 1B 4A 19A 2A 3D 18D 10B 3C 4C 13A 13B 5D 9A 12D 4A 9C 9B 4A
Kitty Corner,Bee Line,Two,Normal,36,111,72,19A 5A 1A 14A 9A 5B 6D 4A 3A 17C 1B 2A 2D 16D 11C 2B 9D 11A 17A 14B 19B 11B 4B 19C
Kitty Corner,Tile Skipper,Two,Normal,45,110,0,1A 20D 6B 2A 3A 6C 5C 8A 13A 5B 2B 18A 1D 2C 3B 1B 8C 3C 4B 13B 8B 4D 7A 18B 13D 7B 7D 4C 16B 9A
Tile Skipper,Kitty Corner,One,Normal,54,110,79,20D 19A 14A 6B 6C 9A 4A 1A 2B 3A 2A 2C 4B 4C 19D 1B 3B 9D 19D 3C 7A 19D 9C 7C 8A 14C 3D 12A 8B 4D 8D 12C 18C 13A 3A 17D
Random,Kitty Corner,Two,Normal,42,131,23,6D 3A 4A 6A 6B 5A 10A 8B 2A 15A 20A 5D 16A 3C 10B 6A 9D 5B 4C 6B 11C 3B 20C 12C 14D 17A 17C 12D
Bee Line,Random,Two,Normal,45,137,28,8A 2A 6A 15D 8B 7B 6D 15A 10B 13D 5A 16D 12A 17C 3C 20D 16A 16C 7C 20B 17A 6D 17D 14A 14D 9B 2C 18D 13C 6C
Bee Line,Tile Skipper,Two,Normal,57,144,29,8B 20D 6B 3A 3B 6C 1A 8C 10D 2B 2C 5A 5C 4B 1B 10A 9C 2A 4C 13B 8D 7A 7D 19A 9C 9A 12D 9C 18A 13C 17A 8B 4D 9B 13C 19A 10A 17C
Bee Line,Deep Beeline,Two,Normal,51,4189,72,19A 7D 11D 1C 6A 13C 20A 19B 16D 19D 7B 11B 16B 2B 14D 2A 18C 9C 3B 8D 1B 8B 4B 6C 4A 15C 14C 13B 6D 14A 3C 5D 10D 14B
Random,Deep Beeline,Two,Normal,48,4259,3,1D 8A 12B 17C 20A 3B 9C 17A 19A 18C 3A 3D 9D 17B 11B 11D 14D 2D 11A 20B 20A 16A 18B 13A 6A 13C 15D 16D 15C 18D 2C 1A
Deep Beeline,Random,Two,Normal,63,4478,27,7D 7A 18B 12A 19C 9B 12B 17C 7B 4B 16A 8D 17B 11D 14D 14B 6C 5A 17D 18C 3B 2D 19D 9D 20D 17D 1B 15C 4C 11D 6B 20D 20C 19D 14A 1D 20C 14A 4A 10D 10D 13C
Kitty Corner,Deep Beeline,Two,Normal,51,4494,72,19A 7D 11D 14A 9A 11C 4B 4A 3A 6B 1A 2A 4D 20C 11A 14B 2B 5B 20B 3B 4C 3C 17B 19D 5D 13B 17D 19A 18B 16B 17A 19C 14D 3C
Deep Beeline,Tile Skipper,One,Normal,54,4547,56,15A 20D 6B 4A 13B 6C 1A 2B 19C 2D 2C 5B 8D 3A 4B 2A 18B 1B 3B 17D 19D 3C 7B 7A 17C 11C 5D 12B 14B 12D 12C 10D 14C 14A 10C 8C
Tile Skipper,Deep Beeline,Two,Normal,54,5045,79,20D 7D 20A 6B 6C 3C 4B 1A 2B 9A 3D 2C 7A 4A 6D 6A 1C 18A 18C 2A 8C 16B 19D 8B 10A 18B 17A 7B 10C 7C 14B 12D 12C 14A 17C 19C
Deep Beeline,Bee Line,One,Normal,48,5091,56,15A 20C 20B 4A 4B 12B 12A 5C 10D 8C 17C 15D 9C 16B 16A 12D 7D 3D 17B 17D 18B 11B 16C 14D 5D 2C 7C 2D 13C 13D 18A 19C
Deep Beeline,Kitty Corner,One,Normal,63,5484,27,7D 4A 5A 7A 4B 1A 6A 7B 11C 11A 16A 18C 3A 4C 5B 12C 8A 16B 16C 17C 11D 5B 6D 13B 20D 4D 1A 13C 18D 4D 5D 19B 20C 6C 10C 19A 19D 4A 9A 14D 14C 1D
Tile Skipper,Kitty Corner,One,Normal,42,107,79,20D 1A 2A 6B 6C 3A 8A 5C 5B 13A 18A 2B 2C 18C 3B 4A 3C 2D 8B 4B 4D 1C 13B 7A 7B 1B 13D 7D
Bee Line,Tile Skipper,One,Normal,42,107,44,12A 20D 6B 7C 12B 6C 1A 10A 7D 2B 2C 13B 9D 4B 1B 9C 8A 2A 3D 9A 14B 3C 4C 8D 7D 5D 14C 14A
Tile Skipper,Bee Line,Two,Normal,33,110,79,20D 11B 7B 6B 6C 11C 8B 1A 2B 13A 12A 2C 4B 12C 9B 1B 2A 13C 13D 3D 3C 3B
Kitty Corner,Random,One,Normal,45,110,64,17A 18B 6C 12A 7A 4C 8D 2A 1A 6A 7B 5A 1C 5C 15D 7C 2D 10C 4D 1B 12D 18A 14C 2C 1A 7B 16C 7A 16A 13B
Random,Tile Skipper,One,Normal,51,110,68,18A 20D 6B 3B 17C 6C 1A 17C 2A 2B 2C 16B 9A 4B 1B 7D 12C 4C 7A 19A 13C 7C 7B 16B 18D 8C 3C 16B 3B 8B 13B 2A 10B 8B
Kitty Corner,Bee Line,One,Normal,42,111,48,13A 10C 11D 8A 3A 10B 15C 2A 1A 11A 10A 6A 6B 20D 12D 6D 13B 15A 17C 1B 13B 16A 16D 3C 13B 10A 12A 7C
Bee Line,Random,Two,Normal,51,111,24,7A 3C 3A 9B 14D 17D 17B 12C 13A 13D 20D 15C 11D 7C 8D 14A 15D 4A 9C 14C 6B 9D 20B 11C 10B 11A 19D 13A 10C 10A 7C 6C 15B 11B
Kitty Corner,Tile Skipper,One,Normal,69,116,60,16A 20D 6B 11A 6A 6C 1A 7A 2A 2B 2C 3A 4A 4B 1B 11D 16D 1C 3B 11D 11C 3C 4C 4D 16D 5D 8A 8D 18C 8C 8B 19B 7A 9A 9D 13B 17A 9B 13C 18D 20B 19C 14D 6A 8D 14A
Random,Kitty Corner,One,Normal,48,117,64,17A 5A 1A 12B 17C 2A 7A 14B 19C 12A 8A 7B 9A 3A 4A 10D 12D 10A 5C 20A 18B 5C 2B 8D 15B 1D 10B 10C 15C 3B 3D 16D
Random,Bee Line,Two,Normal,42,119,47,12D 2D 18D 3C 19B 4A 3B 7B 9A 2B 4C 12B 18A 2A 4B 13A 18B 14B 14A 6D 9B 9D 14D 16C 15B 3D 5C 10C
Bee Line,Kitty Corner,One,Normal,45,119,41,11B 7A 2A 9B 12A 3A 4A 13C 11C 9A 14A 13D 8B 9C 3B 16A 16D 4D 4B 18B 18A 2B 2C 16B 17B 2D 5D 18A 19B 6B
