Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript
Random,Bee Line,Two,Normal,39,100,75,19D 11C G 5A 10D G 13A 9D G 4C 3B G 14A 5C G 6A 15B G 19A 6C G 5D 8D G 12D 11B G 1D 7C G 2A 6D G 1C 14A G 19B 18D G
Kitty Corner,Barricade,Two,Normal,54,103,64,17A 6D G 17B 12A G 7A 7B G 7C 2A G 1A 1B G 1C 5A G 2B 3B G 18C 12D G 12D 2C G 8B 7D G 2B 16D G 11A 17C G 1D 16A G 18A 17D G 13D 18D G 19C 15C G 14C 13C G 14D 13B G
Bee Line,Kitty Corner,Two,Normal,39,104,79,20D 13A G 8A 20A G 4D 3A G 2A 3C G 20B 1A G 6A 19A G 19B 8D G 3B 14D G 9C 1C G 13D 9A G 19C 6D G 13C 9B G 11B 1C G
Tile Skipper,Kitty Corner,One,Normal,57,103,79,20D 2A G 3A 6B G 6C 4A G 9A 1A G 2B 14A G 19A 2C G 4B 9C G 19B 1B G 4C 2D G 9B 7A G 7C 19B G 3C 7B G 8C 11B G 11C 8B G 12D 2A G 16D 12C G 13D 12B G 19D 18C G 17D 12A G
Barricade,Tile Skipper,One,Normal,66,104,24,7A 20D G 6B 6A G 11D 6C G 1A 1B G 1C 2B G 2C 1D G 2A 4B G 4C 20C G 20B 8C G 8B 5B G 5D 9A G 10A 16A G 10D 4A G 8A 3A G 9B 10B G 12C 14B G 17C 13A G 14D 16B G 19B 17A G 18A 19A G 19C 18B G 18D 3A G
Kitty Corner,Random,One,Normal,45,103,56,15A 3D G 18A 10A G 5A 16A G 10D 4A G 3A 6A G 4B 8A G 15D 3B G 1A 5D G 8D 11A G 19A 4D G 10B 10D G 13C 5C G 15D 2D G 11A 12A G 7A 11A G
Tile Skipper,Barricade,Two,Normal,63,115,79,20D 6D G 20A 6B G 6C 6A G 11D 1A G 2B 1B G 1C 2C G 4B 1D G 5B 4C G 7A 5D G 16A 8C G 7D 2A G 4A 3C G 7B 3A G 12D 8B G 9A 9C G 16D 9B G 10A 19A G 19C 13C G 14C 14D G 13D 18A G 17A 18D G
Tile Skipper,Random,One,Normal,54,117,79,20D 18D G 6A 6B G 6C 13C G 18C 1A G 2B 6A G 8C 2C G 4B 1B G 10D 4C G 7A 14D G 20B 9A G 2A 14C G 10D 3C G 7B 4A G 10C 5D G 12D 17C G 13C 19D G 8D 11C G 18D 8D G
Barricade,Random,One,Normal,54,122,24,7A 12C G 3C 3A G 8D 12A G 8C 12B G 8B 1B G 9C 17D G 12D 3B G 18B 17C G 2C 18D G 15C 16D G 16A 20C G 19A 16C G 20D 5D G 9A 20A G 4B 1A G 8C 18C G 4C 5C G 12A 6C G
Bee Line,Barricade,Two,Normal,60,117,71,18D 6D G 18A 19A G 6C 6A G 1D 5B G 5D 5A G 1B 13C G 2D 2A G 15B 2D G 7B 13A G 17B 16D G 16B 2B G 3B 7C G 7A 15C G 11C 12D G 17C 16A G 4A 7D G 8D 3A G 3C 8A G 8C 4D G 2D 14B G
Barricade,Kitty Corner,One,Normal,63,101,39,10D 15A G 10A 10B G 10C 5A G 4A 4B G 4C 3A G 8A 3B G 3C 5B G 5B 20C G 6B 8B G 15C 13D G 12C 3D G 5B 1A G 2C 15B G 1C 12B G 20B 1D G 15A 16B G 16A 19B G 13A 16D G 11C 19C G 5D 7B G 7C 19C G
Tile Skipper,Bee Line,Two,Normal,36,307,79,20D 11B G 13A 6B G 6C 11C G 13C 1A G 2B 12C G 9B 2C G 4B 7B G 12D 1B G 2A 8B G 12A 3D G 3C 13C G 7A 4C G
Barricade,Bee Line,One,Normal,51,305,19,5D 1C G 2B 1A G 6D 18D G 8D 2D G 2A 1D G 17A 6C G 5C 20D G 8A 4A G 3A 3C G 16B 13B G 10D 17B G 8B 12C G 11A 19B G 9A 11C G 16D 20B G 4D 13D G 9C 12B G
Kitty Corner,Tile Skipper,Two,Normal,45,324,48,13A 20D G 6B 8A G 3A 6C G 1A 2A G 7A 2B G 2C 4A G 9A 4B G 1B 14A G 9B 3B G 4C 2D G 7D 7C G 10A 14B G 9D 10C G 17C 4D G 11B 12A G
Bee Line,Random,One,Normal,39,327,61,16B 13C G 5A 4B G 11B 19A G 6D 16C G 11A 8A G 5C 3B G 2A 12B G 8D 2B G 11D 12C G 8C 2D G 20A 7A G 18A 16C G 4D 5A G
Kitty Corner,Bee Line,Two,Normal,39,102,20,6A 13A G 4C 1A G 2A 12A G 17C 3A G 8A 17D G 4D 15A G 2C 4A G 18C 1D G 8C 17A G 16D 2B G 15C 9C G 15D 2B G 2C 17D G
Bee Line,Tile Skipper,Two,Normal,42,103,65,17B 20D G 6B 17C G 12A 6C G 1A 12D G 2C 2B G 3A 13D G 17D 4D G 4C 18A G 5B 1C G 2A 5D G 14D 3D G 4A 19C G 18D 8C G 9B 5A G
Deep Beeline,Bee Line,One,Normal,57,2520,52,14A 2A G 13C 18D G 19A 11D G 1B 16C G 18B 4D G 11A 9D G 1C 12B G 8C 20C G 15A 13B G 7D 7C G 17A 8D G 8A 7A G 12A 6C G 4B 13D G 1D 5A G 5B 16D G 12D 6B G 3B 12A G 12A 11D G
Tile Skipper,Deep Beeline,Two,Normal,51,2204,79,20D 9A G 8D 6B G 6C 1A G 5A 5C G 5B 17C G 2C 2B G 2D 16D G 2A 3A G 1C 19A G 18C 3B G 3D 16B G 18D 4D G 7A 14C G 12C 10C G 14A 17D G 12B 18B G 10B 12B G
Random,Deep Beeline,Two,Normal,48,2687,38,10C 5D G 15C 7D G 19A 18B G 11C 13C G 3C 11D G 12A 6A G 12D 12C G 15B 6B G 9B 8A G 13B 10A G 7D 10D G 9A 18D G 3A 5C G 16A 12D G 1D 9D G 9C 2D G
Random,Barricade,Two,Normal,63,102,38,10C 11C G 10A 16D G 3A 3B G 3C 19C G 11D 3D G 5D 5B G 8C 5A G 14A 17C G 12B 12A G 16C 14B G 11B 16B G 15C 14B G 17B 8A G 9A 15A G 6A 4A G 18A 12B G 1B 11A G 16C 9B G 11B 13D G 1A 18D G 13C 13B G
Kitty Corner,Deep Beeline,One,Normal,42,2895,44,12A 6D G 11D 7A G 2A 19C G 16C 1A G 5A 6A G 18A 10A G 7C 19A G 13C 12C G 10C 17C G 19B 7C G 10B 17D G 14B 7D G 13A 14C G 15D 5A G
Deep Beeline,Barricade,One,Normal,60,3001,19,5D 6A G 5A 10C G 17C 10A G 14B 7D G 5B 4C G 1B 9C G 16B 4B G 1A 18B G 3C 1C G 3A 2B G 19D 2A G 7B 14A G 20D 12A G 3D 9B G 13C 13D G 2D 18D G 16C 3A G 20A 8A G 19C 5C G 6B 8B G
Bee Line,Deep Beeline,Two,Normal,66,3295,35,9D 6D G 11D 14D G 9A 11B G 19B 13C G 17A 11C G 7C 10A G 17C 5D G 16D 10B G 16B 2A G 12C 20A G 12A 12D G 13B 3A G 5B 18C G 20C 12B G 4B 8B G 8D 3D G 3B 1D G 15A 5A G 8C 8A G 8D 12B G 17B 20A G 8A 4A G
Deep Beeline,Tile Skipper,One,Normal,51,3299,24,7A 20D G 6B 13B G 7B 6C G 1A 12A G 8C 2B G 2C 8B G 14A 4B G 1B 8D G 20B 2A G 3D 3B G 20C 3C G 4A 16A G 4D 4C G 9D 3A G 9B 19B G 17B 10B G 10A 19C G
Deep Beeline,Kitty Corner,Two,Normal,54,3521,24,7A 15A G 10A 12A G 8D 5A G 4A 5B G 11A 3A G 8A 9D G 20A 5C G 10C 5D G 16B 3D G 10D 16C G 19D 4D G 10B 19C G 1A 10C G 1C 13D G 18D 3A G 14C 13C G 5D 18C G 4B 14D G
Barricade,Deep Beeline,One,Normal,63,3260,61,16B 16A G 3A 3B G 3C 13D G 19A 3D G 13A 9D G 10A 9A G 14B 4B G 17D 10B G 10D 17A G 5A 17C G 18A 18D G 1D 20C G 8A 2D G 11B 14D G 7D 12A G 12D 15A G 15C 12B G 6C 6B G 6A 6D G 7C 20C G 9C 1C G
Monte Carlo Beeline,Kitty Corner,One,Normal,42,3899,19,5D 5A G 1A 20D G 10B 2A G 7A 16A G 2C 12A G 17A 4C G 15D 2B G 5C 17C G 10A 7C G 1C 17D G 18D 5B G 12C 10D G 14D 7C G 9B 13D G
Kitty Corner,Monte Carlo Beeline,Two,Normal,45,5370,48,13A 6D G 16A 8A G 3A 18B G 18D 2A G 1A 18C G 19A 6A G 13C 14A G 11C 2D G 3D 19C G 6C 1B G 3B 15B G 19D 13B G 13B 15D G 10D 2C G 1D 10B G
Random,Monte Carlo Beeline,Two,Normal,45,5570,7,2D 7A G 12C 13B G 4D 13A G 14D 4B G 1C 18A G 13C 3B G 17C 20B G 19D 10C G 2B 11D G 6B 19C G 6C 16A G 15C 7C G 17C 11A G 14C 8C G 3C 15D G
Bee Line,Monte Carlo Beeline,Two,Normal,51,6295,47,12D 5D G 10C 18A G 6C 11D G 16C 19D G 19B 15A G 17C 14C G 10B 15B G 12C 6A G 6B 13D G 13B 5B G 9B 17B G 3D 4A G 9A 1B G 3B 8C G 8D 8A G 17A 18C G 2B 7C G
Monte Carlo Beeline,Random,One,Normal,51,7028,24,7A 20C G 6D 13C G 16B 18B G 18A 19B G 12C 6B G 2D 1C G 3B 19C G 9A 11D G 11A 6C G 15C 13B G 1B 15D G 9A 3A G 3C 15D G 17C 1A G 8D 17C G 5C 3D G 4A 6C G
Monte Carlo Beeline,Tile Skipper,One,Normal,57,7146,3,1D 20D G 6B 13B G 3C 6C G 1A 17D G 2A 2B G 2C 1B G 5B 4B G 4C 14C G 8A 1C G 7A 14A G 20B 7C G 3D 20C G 16B 4A G 5D 15D G 9B 12A G 12D 12B G 10A 19B G 19C 18B G 20C 19A G
Tile Skipper,Monte Carlo Beeline,Two,Normal,54,7362,79,20D 6D G 3C 6B G 6C 7B G 4A 1A G 2B 2A G 1B 2C G 4B 17D G 18A 4C G 7A 16A G 11A 8C G 7D 13B G 20B 7C G 8B 9C G 13D 5D G 9A 19B G 19C 9D G 9B 13C G 16B 14D G
Monte Carlo Beeline,Barricade,One,Normal,63,7605,24,7A 6D G 7B 18A G 9D 7C G 7D 16B G 13C 9A G 14B 6B G 8D 6A G 6C 10A G 14D 11D G 11A 13D G 10C 13A G 8A 15A G 1B 5D G 12A 8B G 5C 14C G 15D 4A G 10B 3A G 8C 12C G 3B 15B G 16C 4D G 5B 12A G
Deep Beeline,Random,One,Normal,49,1419,76,20A 19D G 6B 3C G 1B 20D G 16D 5A G 10C 17D G 16A 17A G 4A 14D G 13A 12C G 18D 19C G 19B 8B G 18B 18C G 9D 2A G 13C 9C G 2D 11B G 9A 16B G 2C 7A G 10D
Barricade,Monte Carlo Beeline,One,Normal,57,8094,24,7A 6D G 14A 4A G 6A 5C G 7D 5A G 10D 12C G 16C 1D G 11B 2B G 18A 1A G 12B 13B G 3C 13A G 11D 3A G 9C 1B G 11A 11C G 9A 8D G 17C 3D G 8C 16D G 8A 9B G 1C 10D G 15D 10C G
Monte Carlo Beeline,Bee Line,One,Normal,54,4976,28,8A 9D G 9A 15D G 20A 9B G 16B 19C G 4C 17D G 16D 11B G 18C 7B G 17C 4D G 11C 16A G 5B 11D G 6D 2A G 4A 12A G 6B 3B G 2C 7D G 6A 17A G 10C 6C G 1D 5D G 10C 1A G
Deep Beeline,Monte Carlo Beeline,Two,Normal,51,5877,41,11B 11C G 16C 14A G 6C 10D G 15D 20C G 19D 2C G 19A 8B G 7B 12C G 12B 9D G 17D 3A G 17A 12D G 2A 4A G 1C 4B G 4C 16B G 5D 4D G 8A 5A G 2B 9B G 18D 5B G
Monte Carlo Beeline,Deep Beeline,One,Normal,78,9207,24,7A 6D G 13D 18B G 19A 18C G 11A 17A G 17C 1D G 19C 3D G 3C 16D G 12D 4C G 14B 5B G 5D 9A G 9C 14D G 8D 18D G 14A 9D G 15A 8C G 4B 16A G 16C 12B G 20C 15A G 15C 2A G 7C 9D G 20D 10B G 15D 9D G 9B 17C G 7C 19C G 9D 7C G 9D 17D G 2B 10B G
Bee Line,Kitty Corner,Two,Normal,42,102,73,19B 7A G 2A 19C G 14B 3A G 4A 10C G 19A 9A G 14A 19D G 1B 14D G 2C 15D G 5C 9D G 7B 10D G 20A 2C G 9D 10B G 17D 1A G 16D 17A G
Tile Skipper,Random,One,Normal,45,102,79,20D 17D G 4D 6B G 6C 15D G 15B 1A G 2B 12D G 13B 2C G 4B 7D G 9C 1B G 2A 16B G 15D 3D G 4C 12D G 5A 7A G 5D 2D G 9B 8A G 9D 8D G
Barricade,Tile Skipper,One,Normal,72,104,43,11D 20D G 6B 6A G 15C 6C G 1A 1B G 1C 2B G 2C 1D G 2A 4B G 4C 7D G 9D 7A G 8C 5D G 10D 8B G 9A 7B G 3A 4A G 8A 13D G 12C 9C G 9B 4D G 8D 10A G 10B 14A G 5C 13C G 17A 11D G 12D 17D G 19C 5A G 5A 19A G 18C 3A G
Barricade,Kitty Corner,One,Normal,72,103,43,11D 6A G 1A 1B G 1C 2A G 3A 1D G 2B 8A G 13A 2C G 2D 6C G 13D 11B G 15B 8C G 13B 3C G 8B 13C G 6D 18C G 18D 5A G 15D 9B G 9A 14D G 3B 7A G 20A 2A G 20C 20B G 19B 19D G 6A 5B G 11C 13C G 1A 14B G 4B 1A G 18A 4C G
Kitty Corner,Random,One,Normal,42,106,12,4A 4D G 13C 5A G 1A 10D G 3A 6A G 11A 19D G 2B 16A G 6B 20C G 18C 16C G 11D 2C G 14A 6D G 6C 20B G 3C 16C G 8C 3A G 18C 2D G
Random,Bee Line,Two,Normal,48,106,60,16A 20C G 16B 20B G 7A 20D G 16C 4B G 16A 7C G 11A 10A G 15A 20A G 2A 7B G 19C 11D G 11B 6B G 20B 2D G 3D 5C G 8A 2C G 4C 5B G 10D 5A G 9B 8D G
Bee Line,Barricade,Two,Normal,45,104,69,18B 11C G 18A 14A G 14B 9D G 10C 19D G 1B 14C G 14D 20C G 19B 1A G 19A 2A G 12D 17A G 17C 5B G 5A 9B G 5C 20D G 6D 13C G 17D 6A G 6C 5C G
Random,Tile Skipper,Two,Normal,48,109,41,11B 20D G 6B 15D G 14A 6C G 1A 5C G 3A 2B G 2C 11D G 4A 4B G 1B 3C G 18A 2A G 3D 8A G 4A 4C G 7A 20C G 7C 5D G 7B 13C G 20C 9A G 12D 17A G
Barricade,Random,One,Normal,54,109,14,4C 6B G 8A 6A G 11D 10A G 3D 3A G 8C 7A G 7A 2C G 15C 16C G 11B 2A G 16A 8B G 7B 7C G 1D 13C G 10C 5C G 5A 20A G 12C 9B G 14D 18D G 18B 19C G 19A 19B G 13B 19D G
Kitty Corner,Tile Skipper,Two,Normal,45,110,52,14A 20D G 6B 9A G 4A 6C G 1A 3A G 2A 2B G 2C 7A G 4C 4B G 1B 9C G 7D 3B G 3C 3D G 9C 7C G 7B 14B G 4C 8A G 8C 5D G 5D 8B G
Barricade,Bee Line,One,Normal,51,127,43,11D 12A G 7D 7A G 12B 14B G 9A 2C G 9B 13B G 10C 9D G 14A 8D G 8B 5D G 11C 14C G 19D 17D G 17C 10A G 19A 13C G 3A 18B G 18A 2D G 20A 19B G 18C 15D G 15B 1B G
Tile Skipper,Bee Line,One,Normal,45,135,79,20D 5C G 12A 6B G 6C 5B G 17D 1A G 2B 13D G 5A 2C G 4B 14A G 14D 1B G 2A 18C G 19C 3D G 3C 18D G 18A 4C G 7A 10C G 4D 9A G 8D 17C G
Kitty Corner,Barricade,Two,Normal,51,157,76,20A 11C G 20B 15A G 10A 10B G 10C 5A G 4A 4B G 4C 3A G 5C 1D G 15C 4D G 3C 3B G 5B 15D G 15B 19D G 16A 20C G 2B 19A G 14A 13D G 3C 7D G 2C 15D G 18D 5B G
Random,Kitty Corner,Two,Normal,42,159,77,20B 12A G 7A 8C G 8C 2A G 1A 8B G 14D 5A G 10A 13A G 2B 7B G 5B 16B G 11A 5D G 10B 13A G 18C 7C G 7C 14B G 16C 10B G 1B 11A G
Tile Skipper,Kitty Corner,Two,Normal,58,156,79,20D 10A G 5A 6B G 6C 1A G 2A 5C G 5B 7A G 12A 2B G 2C 1D G 12C 3B G 1B 2D G 7D 3C G 8A 12D G 12B 8C G 8B 10B G 5D 9C G 9B 10D G 12C 13D G 9A 14B G 17D 14D G 19C 17D G 1A
Bee Line,Random,One,Normal,36,158,78,20C 18D G 9D 12A G 12B 1A G 2D 12D G 16B 14D G 9D 3D G 16D 2C G 1D 16A G 20B 3C G 2D 10B G 5D 10C G 7C 5A G
Tile Skipper,Barricade,Two,Normal,66,171,79,20D 4C G 20A 6B G 6C 6A G 11D 1A G 2B 1B G 1C 2C G 4B 1D G 5B 4D G 5A 5C G 14B 7A G 8C 14A G 14C 3C G 7B 11C G 12D 8B G 9C 16B G 16D 9B G 11B 17B G 17A 13D G 13C 13A G 17C 18C G 18D 18A G 11D 17D G
Bee Line,Tile Skipper,Two,Normal,42,101,7,2D 20D G 6B 8D G 3A 6C G 1A 13B G 2A 2B G 2C 18D G 7C 4B G 1B 18C G 12D 3B G 4A 12C G 7A 4C G 5D 19C G 17D 7B G 7D 13C G
Kitty Corner,Bee Line,Two,Normal,39,115,72,19A 5A G 6D 14A G 9A 1C G 1A 4A G 3A 17C G 5B 2A G 9D 1B G 11A 4B G 4B 17A G 11C 2B G 4D 16D G 13A 14C G 16A 13B G
Random,Barricade,Two,Normal,60,1533,62,16C 11C G 16A 11A G 14B 11B G 11D 12C G 14C 12A G 8B 14C G 13B 17D G 7A 4C G 14D 7D G 20A 20D G 12B 4A G 2D 6C G 6A 20B G 19B 20D G 3C 15B G 15A 10C G 12B 3A G 2B 5C G 18D 3B G 8C 15D G
Deep Beeline,Bee Line,One,Normal,45,4745,43,11D 14D G 7C 8B G 7B 14A G 3B 19B G 12B 14B G 4B 4C G 5D 10D G 10C 6C G 1C 4A G 2A 4D G 13C 9A G 3C 9C G 5A 5C G 1A 18A G 13B 17A G
Deep Beeline,Kitty Corner,One,Normal,48,4937,43,11D 12A G 7A 13A G 9C 2A G 1A 18C G 19C 5A G 10A 5D G 4A 7C G 2D 5C G 19A 7D G 10C 17A G 15B 10D G 7C 16B G 17B 3C G 2D 6C G 20B 14B G 20A 16D G
Random,Deep Beeline,Two,Normal,51,4965,69,18B 11C G 13A 4C G 5D 20C G 5A 2C G 15A 15D G 10A 6A G 19B 17A G 19D 1A G 16A 12B G 8A 2A G 20B 14A G 16B 14D G 2B 8D G 19C 18C G 18B 16C G 12C 8C G 15A 12A G
Kitty Corner,Deep Beeline,Two,Normal,51,5038,48,13A 4C G 4A 8A G 3A 15D G 4B 2A G 1A 12C G 18A 6A G 13B 8D G 19A 6B G 13B 7D G 2D 8C G 6C 1B G 14A 3D G 6C 14D G 19C 1A G 12D 20B G 16B 13D G 17C 16A G
Deep Beeline,Tile Skipper,One,Normal,54,5195,14,4C 20D G 6B 4A G 3A 6C G 1A 7D G 18C 2B G 2C 18A G 17C 4B G 1B 6A G 15B 1C G 7A 6D G 11B 7C G 7B 19D G 16B 8C G 8B 19B G 10B 10A G 13A 9B G 14D 19A G 14C 13C G
Deep Beeline,Barricade,One,Normal,60,5264,43,11D 11C G 11A 3A G 8A 3B G 3C 20B G 12C 3D G 8B 9A G 1D 1A G 6C 6D G 16A 16B G 13B 13C G 4C 6A G 12B 9B G 7D 14D G 18D 18B G 5A 5D G 14B 17A G 18C 3D G 10A 13D G 17B 10D G 3B 10B G
Tile Skipper,Deep Beeline,One,Normal,48,5296,79,20D 2D G 3C 6B G 6C 4D G 9D 1A G 2B 12B G 3A 2C G 4B 13D G 6A 1B G 1D 12C G 8B 3B G 7A 15A G 19D 10A G 10B 15D G 18A 7B G 12D 15A G 19B 17A G
Bee Line,Deep Beeline,Two,Normal,57,5664,46,12C 4C G 5C 15B G 11B 13C G 16D 12B G 6D 14D G 10A 6C G 7A 14A G 6A 7B G 12D 6B G 11D 10D G 17B 9A G 14C 15D G 20C 16B G 19B 8B G 15D 1A G 20B 8D G 8C 1B G 11C 18C G 2C 20D G
Deep Beeline,Random,One,Normal,57,5796,74,19C 4D G 9A 20D G 19A 11C G 4A 3C G 17C 6B G 4A 16A G 16C 8A G 10C 20A G 5B 7C G 16D 2B G 2C 10B G 18B 5A G 7D 5D G 3A 10D G 15D 5C G 11A 12B G 12A 1A G 5D 12C G 18B 14B G
Kitty Corner,Monte Carlo Beeline,Two,Normal,45,5960,68,18A 11C G 1A 13A G 8A 5A G 14C 3A G 2A 19A G 1C 9A G 4A 20A G 16A 17A G 12A 10A G 6D 7A G 12A 20B G 11B 9A G 17A 17C G 14B 13A G 8A 7C G
Barricade,Deep Beeline,Two,Normal,63,6220,51,13D 14A G 8D 8A G 13B 19A G 15A 3C G 14B 11B G 20D 11A G 6D 18A G 2C 10B G 3D 3A G 16B 20B G 18B 16D G 5C 18D G 3B 11C G 9A 20C G 4A 10A G 4B 5B G 7B 5D G 12D 13B G 3D 1A G 9A 12A G 11D 2D G
Tile Skipper,Monte Carlo Beeline,Two,Normal,57,6784,79,20D 4C G 3C 6B G 6C 1A G 12B 5C G 5B 17B G 9C 2B G 2C 16B G 2D 3B G 1B 20B G 17C 3D G 7A 20C G 19B 8A G 7B 19D G 14A 12C G 14C 14D G 19C 18C G 8B 13A G 8A 13D G 18D 1A G
Random,Monte Carlo Beeline,Two,Normal,45,6937,40,11A 4C G 10D 18C G 15A 3D G 3A 8B G 3C 20A G 12A 17B G 19C 16A G 17A 9A G 10B 8A G 12B 13D G 20C 9B G 6B 16D G 16D 8D G 17C 15A G 18C 5B G
Monte Carlo Beeline,Random,One,Normal,36,7263,43,11D 7A G 8C 1A G 1B 7D G 18A 6D G 13D 9D G 2D 16A G 1C 16B G 8B 4A G 4B 19A G 8A 19C G 14B 15B G 16B 11C G
Monte Carlo Beeline,Kitty Corner,One,Normal,54,7288,43,11D 14A G 9A 20B G 13C 4A G 3A 7D G 14C 2A G 7A 3B G 2B 9D G 14B 16B G 19A 9D G 2C 19C G 7C 14B G 4C 20C G 20D 14B G 2C 12D G 17C 8D G 10D 15D G 12C 2D G 1D 10B G
Barricade,Monte Carlo Beeline,Two,Normal,63,7755,14,4C 4D G 16D 10D G 4A 9B G 14C 9C G 3C 15B G 6C 15A G 6A 8C G 15C 1D G 12B 18C G 19C 19A G 8A 7D G 12D 20C G 13A 7A G 18A 18D G 8B 12C G 20A 4C G 18D 2D G 4D 3A G 18D 20B G 18D 19B G 3B 2C G
Bee Line,Monte Carlo Beeline,Two,Normal,48,7939,41,11B 11D G 9B 10C G 10B 7D G 19D 15C G 15A 20D G 19A 17C G 20B 2D G 8B 12D G 16D 16A G 8D 17B G 11C 11A G 8C 18C G 4D 4C G 4B 3A G 10C 13B G 2B 10D G
Deep Beeline,Monte Carlo Beeline,Two,Normal,48,8078,51,13D 14A G 6C 7B G 3A 8D G 20C 15C G 8A 2A G 3B 4C G 9A 15A G 19A 19D G 13C 11A G 7C 11B G 1B 9B G 3C 4A G 19B 1C G 1A 19B G 16B 5B G 5A 19D G
Monte Carlo Beeline,Bee Line,One,Normal,60,8489,51,13D 4B G 9B 14D G 1B 4C G 9A 11D G 18A 14C G 9D 16B G 6A 16C G 17C 3D G 7C 8A G 12A 20C G 20A 16D G 12D 20B G 12B 10C G 15C 20D G 15A 17C G 16C 15B G 10D 3A G 7B 2A G 15D 4B G 8D 10D G
Monte Carlo Beeline,Tile Skipper,One,Normal,57,8710,43,11D 20D G 6B 2B G 4D 6C G 1A 10C G 18A 2D G 2C 1C G 7B 3A G 4B 13B G 6A 4C G 5B 16B G 17A 8D G 7D 19D G 7A 8A G 8B 13A G 13C 12C G 9B 17B G 16A 16D G 19B 14D G 16A 19A G
Monte Carlo Beeline,Barricade,One,Normal,66,9061,43,11D 11C G 11A 18C G 2C 2A G 7D 16D G 13B 3D G 16C 5B G 5A 1B G 6A 13D G 10C 4B G 7C 9D G 9A 5D G 17C 17B G 15B 14B G 20D 20C G 4C 3D G 8C 16A G 16B 11C G 3A 10B G 14C 3A G 2C 14A G 16D 12A G 11D 20B G
Monte Carlo Beeline,Deep Beeline,One,Normal,69,9701,14,4C 4D G 15B 4B G 14D 4A G 20A 17B G 17A 12C G 12A 8B G 16A 18D G 13A 7C G 12D 11B G 5A 13D G 11D 14B G 1A 7D G 6A 7B G 19A 1C G 2A 10A G 19D 6D G 6B 19A G 3D 7A G 8A 10B G 18A 2C G 6D 11A G 1A 6A G 7B 11B G
Random,Tile Skipper,One,Normal,54,328,59,15D 20D G 6B 6A G 7C 6C G 1A 8D G 9D 2B G 2C 2A G 18C 4B G 1B 19C G 14C 1C G 3B 17C G 9A 3D G 4A 8A G 9D 4D G 9C 17D G 7B 9B G 10C 5D G 17C 12A G 18B 12B G
Barricade,Tile Skipper,One,Normal,60,338,50,13C 20D G 6B 6A G 11D 6C G 1A 1B G 1C 2B G 2C 1D G 2A 4B G 4C 7D G 5B 7A G 8C 9D G 15A 8B G 9A 5D G 12B 4A G 8A 12C G 7B 9C G 10A 10C G 14B 12D G 14A 6A G 14A 17C G 17D 17B G
Kitty Corner,Barricade,Two,Normal,57,341,20,6A 6C G 6B 1A G 2A 1B G 1C 3A G 8A 1D G 2B 13A G 3D 2C G 8C 13B G 3D 3C G 7C 13D G 13B 4B G 11B 13D G 12C 9A G 12B 13A G 18B 14A G 5C 8B G 3B 16A G 14D 16D G 1A 10C G
Bee Line,Random,One,Normal,39,319,22,6C 18D G 1B 7B G 11C 20A G 2B 11A G 11D 10A G 3C 8B G 12D 1D G 13C 6B G 12C 13B G 7D 13D G 12A 4D G 1D 8A G 5C 14A G
Random,Bee Line,Two,Normal,42,334,13,4B 5A G 11A 3D G 1D 1A G 1C 16A G 17B 6D G 17C 2A G 2B 17A G 5B 15C G 2C 1B G 16D 18B G 17B 3C G 13A 13B G 3A 19B G 14A 20B G
Kitty Corner,Random,One,Normal,51,336,40,11A 10C G 3A 6A G 1A 5D G 5C 5A G 4A 11D G 15B 9A G 6B 17B G 11D 1D G 4B 17C G 4C 4B G 11C 10C G 19D 1D G 6C 2C G 2C 13B G 9C 12C G 3B 20D G 20C 8A G
Bee Line,Barricade,One,Normal,69,336,30,8C 13C G 8A 15D G 4A 4B G 4C 6C G 15B 15A G 10D 20C G 17A 12B G 6A 5A G 3B 5D G 3A 20D G 7C 9C G 11B 11D G 16C 11A G 16A 7B G 12D 20B G 1C 18B G 7A 19B G 6A 4D G 14C 14D G 12C 11D G 5A 19B G 12B 1D G 19D 12B G
Kitty Corner,Tile Skipper,Two,Normal,45,325,32,9A 20D G 6B 4A G 5A 6C G 1A 10A G 15A 2B G 2C 3A G 8A 4B G 1B 10D G 8B 2A G 3D 8B G 8B 3C G 7A 5C G 4D 12A G 12D 15A G 14D 14C G
Tile Skipper,Kitty Corner,One,Normal,48,338,79,20D 18A G 13A 6B G 6C 8A G 3A 1A G 2B 2A G 19A 2C G 4B 13C G 19C 1B G 3B 13B G 19D 3C G 4C 13C G 18C 7A G 5D 18C G 13A 9A G 12A 13D G 7B 9A G
Barricade,Bee Line,One,Normal,51,304,66,17C 7B G 2B 2A G 3B 10C G 2D 1B G 7C 8C G 7D 1C G 7A 14B G 9D 11A G 8A 12C G 9A 9B G 9C 14A G 18D 6D G 11D 12D G 13A 16C G 16B 8B G 19C 18B G 18A 13C G
Bee Line,Kitty Corner,Two,Normal,39,352,50,13C 5A G 1A 1C G 6D 2A G 7A 18C G 16D 12A G 17A 14B G 9A 5D G 17D 6A G 10D 12B G 17C 10C G 15B 12C G 17C 10A G 13B 5A G
Random,Barricade,Two,Normal,51,332,77,20B 20D G 20A 6B G 19C 6A G 11D 2D G 15C 15A G 2A 5A G 9D 7C G 9A 10A G 18C 11B G 14B 4C G 18C 13C G 7A 8B G 13A 19D G 7D 13B G 9C 14C G 4D 9B G 10B 3D G
