Player One,Player Two,Winner,Termination,Total Moves,Total Milliseconds,Starting Tile Index,Transcript
Deep Beeline,Kitty Corner,One,Normal,54,7902,60,16A 7A G 2A 19C G 19A 3A G 4A 4C G 20A 9A G 14A 13A G 11C 9B G 9D 13B G 10C 2C G 7D 14B G 13C 2B G 9D 11B G 10B 17A G 15B 15D G 12C 5C G 7D 8B G 11B 15B G 12D 10D G
Barricade,Deep Beeline,One,Normal,69,6104,68,18A 17D G 19D 17A G 18C 2A G 2B 3B G 1B 13D G 18B 2C G 2D 10D G 10C 8B G 20A 1D G 20B 19B G 14A 4B G 19C 14D G 5A 15D G 13B 9C G 8D 6D G 6A 11B G 7A 7B G 11A 11C G 11D 9D G 4A 20D G 18D 15C G 6B 1B G 1C 13B G
Bee Line,Monte Carlo Beeline,Two,Normal,42,8323,63,16D 11A G 9D 4C G 16B 8C G 7A 10A G 10C 15C G 20A 16A G 5A 12D G 9C 8B G 4D 15B G 19B 13A G 3C 17A G 6A 18B G 13D 17D G 6C 8D G
Random,Monte Carlo Beeline,Two,Normal,48,8508,71,18D 16A G 15C 10C G 12D 5B G 5C 2D G 5A 1A G 17D 8B G 3A 13C G 18C 4C G 4A 17B G 20A 18B G 10B 12B G 8A 13A G 2B 12C G 9B 14D G 4A 20B G 12C 3D G
Monte Carlo Beeline,Barricade,One,Normal,60,8626,47,12D 13A G 12A 18A G 2D 2A G 7C 14D G 5A 1C G 5B 13C G 6C 5C G 17A 16C G 20B 19B G 17B 15A G 15B 14C G 19A 17D G 10A 14B G 4D 11D G 20A 15C G 19D 20C G 10B 7C G 1A 9D G 9D 2A G 2D 6B G
Barricade,Monte Carlo Beeline,Two,Normal,60,8894,60,16A 16B G 12D 12A G 17C 5D G 7D 7A G 12B 14C G 8C 2C G 8A 15D G 17D 20A G 11C 14B G 1A 14A G 1B 3B G 4B 3D G 18B 20C G 19A 10A G 15B 3A G 9A 10A G 11C 9B G 13C 6C G 6D 18D G 18A 20D G
Tile Skipper,Monte Carlo Beeline,Two,Normal,51,8989,79,20D 16A G 4D 6B G 6C 1B G 6D 1A G 2B 19A G 10A 2C G 4B 18C G 20B 4C G 1C 14D G 2D 2A G 3B 8B G 8A 7A G 7B 11A G 18D 9A G 9B 13A G 7C 12D G 12C 13C G
Deep Beeline,Monte Carlo Beeline,Two,Normal,51,8907,56,15A 14D G 8A 5B G 3B 14A G 20B 5C G 3A 20A G 12D 10C G 7D 11C G 3C 9A G 18C 16B G 2A 17B G 12A 17D G 13D 13C G 16D 11D G 16C 11B G 17A 6A G 18B 7C G 2D 13A G
Monte Carlo Beeline,Deep Beeline,One,Normal,57,9251,60,16A 16B G 17B 8C G 13A 14D G 15D 2D G 17A 18D G 20B 10A G 20C 19C G 12A 4B G 5A 7D G 17D 7A G 11B 2C G 8D 3A G 1A 1D G 7B 18C G 15C 3C G 6C 15B G 4D 3C G 6B 6A G 8D 7B G
Monte Carlo Beeline,Bee Line,One,Normal,45,2331,60,16A 7D G 17A 18B G 13D 7A G 7B 13B G 4C 11D G 19D 5D G 14B 14C G 11A 9C G 15D 5C G 10D 2D G 5A 15B G 10A 12A G 6A 2B G 1D 1A G 15A 19D G
Monte Carlo Beeline,Random,One,Normal,60,10175,47,12D 6B G 16C 6C G 7C 16D G 7A 13B G 19D 1B G 18A 8B G 6A 9C G 5B 17B G 10C 10D G 8A 9D G 14C 2A G 19C 18D G 4B 1C G 3B 20B G 14A 15D G 4D 14D G 9B 11C G 5A 3A G 3D 11D G 1C 3D G
Barricade,Random,One,Normal,69,100,56,15A 6A G 7B 6B G 6C 16B G 4D 4A G 9C 4D G 1A 1B G 1C 2A G 9D 20C G 11B 3A G 2A 2C G 2D 9A G 16D 19B G 9B 9D G 12C 19A G 18B 13D G 9D 8C G 5A 12B G 5D 18A G 18C 14B G 13D 8A G 10D 13C G 17A 1D G 11D 17A G
Bee Line,Kitty Corner,One,Normal,36,100,75,19D 6A G 1A 7A G 7D 2A G 3A 11C G 20B 8A G 13A 19B G 7B 8C G 1B 16D G 16B 6B G 1C 16A G 14A 2D G 6B 5B G
Random,Tile Skipper,Two,Normal,45,100,28,8A 20D G 6B 14B G 13D 6C G 1A 18A G 17B 2B G 2C 12A G 14C 4B G 1B 5C G 10D 2A G 3D 5A G 4C 3C G 4D 7C G 16D 5D G 17C 14A G 14C 19C G
Tile Skipper,Random,One,Normal,48,101,79,20D 11B G 8D 6B G 6C 15C G 3C 1A G 2B 12B G 8A 2C G 4B 13B G 11A 1B G 2A 8B G 17C 3D G 4C 13B G 2D 4A G 9A 14D G 5D 9D G 9B 14A G 12B 14C G
Random,Kitty Corner,One,Normal,60,103,56,15A 3A G 4A 10D G 16A 5A G 10A 5D G 8B 1A G 2A 19B G 18D 8A G 13A 6A G 14B 18A G 13B 11D G 9A 8C G 13B 15C G 15C 8D G 8D 19D G 20C 1B G 3C 16A G 12A 1D G 10A 12A G 20A 7A G 1D 13C G
Kitty Corner,Barricade,Two,Normal,78,101,56,15A 14D G 15B 10A G 5A 5B G 5C 4A G 3A 3B G 3C 8A G 4B 4C G 10B 4D G 15D 9C G 6B 4D G 10D 20D G 8C 10D G 13D 18C G 19B 12B G 11A 20B G 11D 10A G 13B 2A G 12D 20A G 10D 12A G 8C 2C G 11A 17C G 12D 8A G 8A 18D G 17C 10A G 20C 14B G 14D 20A G
Tile Skipper,Barricade,Two,Normal,66,107,79,20D 14D G 20A 6B G 6C 6A G 11D 1A G 2B 1B G 1C 2C G 4B 1D G 5B 4C G 7A 5D G 15A 8C G 7D 16A G 4A 3C G 7B 12D G 11C 8B G 10A 10C G 12D 10B G 11B 4A G 14B 13A G 13D 14B G 11D 18C G 10B 18A G 14A 17D G
Barricade,Tile Skipper,One,Normal,63,113,56,15A 20D G 6B 6A G 11D 6C G 1A 1B G 1C 2B G 2C 1D G 2A 4B G 4C 7D G 20B 7A G 8C 20C G 16A 8B G 9A 5A G 5C 4A G 5D 3A G 9B 8A G 10A 19D G 19A 12C G 13A 18B G 17B 7C G 17A 3C G 19C 17C G
Random,Bee Line,Two,Normal,54,109,71,18D 2A G 19A 18D G 13C 14D G 3C 3A G 10B 4B G 9A 2B G 14B 18B G 7B 5C G 18A 12D G 7A 5A G 5D 7D G 17B 13C G 17C 16B G 16D 20A G 14B 16A G 4B 14C G 3B 1A G 11D 14B G
Tile Skipper,Kitty Corner,One,Normal,45,109,79,20D 14A G 9A 6B G 6C 4A G 3A 1A G 2B 2A G 7A 2C G 4B 4C G 9B 1B G 3B 9B G 7B 3C G 7C 4D G 14B 7D G 8A 9D G 13D 12A G 8B 9A G
Bee Line,Barricade,Two,Normal,45,108,53,14B 2B G 14A 9D G 12D 10C G 9A 2C G 7B 7D G 12A 4C G 7A 7C G 5D 4A G 17C 17A G 5B 11C G 18D 5A G 10B 13A G 9C 19D G 19A 13B G 18A 19B G
Barricade,Kitty Corner,One,Normal,69,102,5,2B 5A G 1A 1B G 1C 2A G 7A 1D G 2C 12A G 17A 2D G 5B 5D G 12D 10C G 4C 12C G 7D 10D G 8B 7B G 7B 17D G 18B 17C G 8A 16B G 8C 13A G 10B 16A G 17D 19C G 1A 14A G 15C 9A G 12C 20D G 20A 13D G 11C 20B G 9B 11C G
Kitty Corner,Random,One,Normal,45,116,72,19A 10B G 17D 14A G 9A 6D G 7D 4A G 3A 2B G 2D 2A G 2C 19D G 14C 9D G 4D 5B G 1B 19C G 9D 15D G 1C 4C G 4C 16D G 10D 9C G 9C 1A G
Random,Barricade,Two,Normal,45,103,37,10B 6A G 10A 15B G 14C 19D G 14A 18A G 10B 15D G 15A 15B G 9A 9B G 15C 16D G 1C 20C G 19A 17B G 15B 19C G 14D 2A G 8D 13C G 13A 2A G 8C 13B G
Tile Skipper,Bee Line,Two,Normal,57,103,79,20D 6B G 6A 11D G 11B 3A G 2B 1C G 1B 4D G 5B 2D G 1A 13B G 4A 2C G 3B 5A G 9C 4B G 4C 9D G 14B 5C G 5D 9A G 10D 7D G 10B 10C G 10A 12A G 8B 4A G 19A 18A G 12C 6B G
Kitty Corner,Tile Skipper,One,Normal,47,100,8,3A 20D G 6B 4A G 5A 6C G 1A 10A G 15A 2B G 2C 20A G 4B 7A G 6A 4B G 15D 1C G 2A 4D G 20B 7D G 7B 10B G 4C 12D G 12C 10B G 14D 8A G 13B 3D
Bee Line,Random,One,Normal,36,100,56,15A 13C G 3B 4D G 8D 11D G 20C 10D G 8A 19A G 12B 4C G 10C 16A G 9B 3C G 5D 16C G 2B 10A G 17B 12C G 7A 18C G
Bee Line,Tile Skipper,One,Normal,45,3854,15,4D 20D G 6B 11B G 1B 6C G 1A 16C G 2A 2B G 2C 14D G 16B 4B G 4C 9B G 16A 1C G 7A 19A G 9A 8C G 7D 20B G 19B 3D G 7B 19B G 8D 5D G
Barricade,Bee Line,Two,Normal,66,3999,65,17B 2A G 19C 2B G 2C 19B G 16A 2D G 16B 4A G 5C 4B G 4C 18C G 3C 3B G 8D 3A G 12D 4D G 20A 5A G 12D 5D G 10A 10C G 8B 20C G 14B 19A G 10D 12C G 6D 6C G 15D 6A G 6B 10B G 15A 15C G 1C 18C G 13D 15C G
Kitty Corner,Bee Line,One,Normal,42,4016,40,11A 17A G 18A 6A G 1A 14D G 18B 5A G 4A 17D G 19D 9A G 6D 17B G 5C 1D G 11C 19A G 10A 9D G 1D 10B G 14C 4D G 11B 10D G 3C 15A G
Monte Carlo Beeline,Random,One,Normal,45,5668,56,15A 12D G 18A 5D G 9C 2B G 8C 17C G 5A 6B G 13B 3C G 20D 17D G 19D 12B G 14A 11B G 19C 7C G 13D 4A G 2D 12C G 20B 16A G 11A 16B G 4B 19D G
Tile Skipper,Monte Carlo Beeline,Two,Normal,39,6276,79,20D 14D G 4A 6B G 6C 1A G 12A 5C G 5B 16B G 18B 2B G 2C 19B G 6D 3B G 1B 9D G 20B 3C G 7A 9A G 19A 8A G 7B 3A G
Deep Beeline,Bee Line,One,Normal,57,6469,5,2B 19A G 2D 7B G 19C 20D G 7C 9A G 1B 20A G 11A 2A G 10C 14A G 14B 18B G 10B 4D G 4B 14D G 8B 5A G 10D 17B G 5C 16D G 17D 13C G 7D 1D G 13B 17A G 4C 16B G 7C 12B G 18C 15D G
Kitty Corner,Deep Beeline,Two,Normal,48,6533,76,20A 14D G 20B 15A G 10A 11C G 12D 5A G 4A 16A G 17A 3A G 15D 7D G 5B 5C G 15C 6C G 4C 10B G 3C 9A G 1B 20C G 11D 2C G 1C 5D G 18A 9D G 7C 8B G
Deep Beeline,Kitty Corner,Two,Normal,42,6707,56,15A 8A G 3A 20C G 11D 4A G 5A 6B G 18B 10A G 1A 2C G 11C 2A G 13A 18A G 17B 12A G 5C 12C G 17C 3C G 8C 7D G 12D 8D G 10D 13C G
Random,Deep Beeline,Two,Normal,45,6688,79,20D 9B G 8A 15C G 3A 15A G 20A 4B G 10C 3C G 14C 7C G 15C 4C G 13A 9C G 3B 16B G 10B 20C G 5C 7D G 16A 5A G 14B 1C G 7B 11D G 11A 16D G
Deep Beeline,Tile Skipper,One,Normal,51,6975,56,15A 20D G 6B 8D G 4D 6C G 1A 18C G 10C 2B G 2C 20B G 9B 4B G 1B 6A G 3A 1C G 3B 18B G 19D 3D G 4C 17B G 11A 7A G 7B 20C G 9D 12D G 12C 17A G 12B 12C G
Monte Carlo Beeline,Kitty Corner,One,Normal,48,6930,14,4C 7A G 2A 18D G 3A 11A G 6A 19D G 14C 1A G 5A 18C G 18B 4A G 9A 16B G 16A 5B G 4D 13B G 16C 1D G 5B 17A G 9C 11C G 5C 17C G 8D 15A G 2A 12C G
Random,Monte Carlo Beeline,Two,Normal,51,7062,37,10B 15A G 12B 5A G 18D 1B G 6B 4A G 5A 16D G 11B 3C G 8C 20D G 10D 13D G 13C 10C G 17B 14D G 19D 17D G 1D 9D G 18D 2C G 16B 20C G 19A 3D G 20B 13B G 5A 19B G
Bee Line,Deep Beeline,Two,Normal,54,7074,47,12D 15A G 5D 8A G 13B 14B G 14C 15D G 10B 17C G 12B 1D G 7C 10D G 1C 11C G 2D 9D G 11D 3B G 2B 13C G 9B 2A G 2C 13D G 6A 19C G 18D 16A G 18C 11A G 3C 13D G 13D 18A G
Deep Beeline,Random,One,Normal,57,7048,65,17B 4D G 5D 15C G 4A 20B G 19C 20C G 4B 5D G 11D 20A G 9A 20B G 5D 11A G 7B 1D G 16D 14A G 17D 11D G 12C 3D G 1C 11D G 12D 1B G 7D 16D G 8C 7C G 6D 3A G 13A 12B G 6D 9D G
Barricade,Deep Beeline,One,Normal,54,3306,41,11B 11A G 9B 15D G 11C 3B G 8A 3A G 4B 20A G 4A 2B G 4C 17A G 12A 16C G 15B 19C G 7D 4D G 12B 6A G 19A 19B G 12C 6C G 16A 5D G 5A 9D G 10C 5C G 15B 14B G 18B 5C G
Deep Beeline,Barricade,One,Normal,75,7329,36,10A 10B G 10C 10D G 11A 15B G 5C 11B G 7D 7A G 6D 2D G 17D 7C G 11C 15A G 11D 16C G 6B 19A G 17A 15C G 12A 20A G 19C 8C G 14D 13A G 9B 6A G 9A 9C G 16A 20D G 4A 4D G 3B 7A G 12A 8A G 8D 5B G 14C 3C G 13B 10B G 14D 20A G 20A 12A G
Monte Carlo Beeline,Tile Skipper,One,Normal,54,7481,34,9C 20D G 6B 2B G 18B 6C G 1A 18A G 7D 2D G 2C 19D G 19C 3A G 4B 3D G 16A 1C G 4C 16D G 8B 5B G 4A 14D G 16B 3C G 8A 17D G 12C 11C G 12D 10C G 12A 14B G 8A 7B G
Tile Skipper,Deep Beeline,Two,Normal,57,7436,79,20D 17A G 17B 6B G 6C 18A G 6A 1A G 2B 7A G 16D 2C G 4B 7B G 13C 1B G 1C 15B G 3B 4C G 7C 8C G 19D 3D G 3C 2D G 11B 9A G 9D 15D G 14C 10A G 8D 10C G 10B 14A G 14B 14D G
Barricade,Monte Carlo Beeline,Two,Normal,72,8364,56,15A 14D G 8A 10C G 14A 20B G 11A 11B G 11C 18B G 16B 11D G 19B 15C G 7C 9A G 7A 5A G 9C 12C G 13D 7D G 2B 2A G 13B 6B G 3D 11D G 11B 12A G 12D 6C G 17C 2D G 4B 15B G 10D 12D G 5A 16D G 14C 5B G 1B 11C G 13B 5B G 13B 11C G
Bee Line,Monte Carlo Beeline,Two,Normal,48,9073,72,19A 10A G 11D 2D G 6B 15A G 19C 20D G 20B 18C G 6A 16D G 19B 14C G 7A 16A G 17C 2C G 18D 2B G 18B 14D G 3A 4B G 12A 3D G 3C 4A G 4D 12C G 9B 12B G
Kitty Corner,Monte Carlo Beeline,Two,Normal,54,9370,12,4A 2B G 5C 5A G 1A 17B G 7D 6A G 11A 14B G 9A 16A G 16D 11B G 17A 5B G 1C 16B G 16C 11D G 6B 13D G 18A 6A G 5A 17C G 18D 6A G 19D 8D G 12D 12C G 8B 19A G 20A 6D G
Monte Carlo Beeline,Deep Beeline,One,Normal,78,9513,56,15A 14D G 14B 4A G 5A 19A G 16A 19B G 11C 17C G 2B 7B G 7C 4B G 6B 11B G 12D 5C G 13D 18C G 10A 1D G 12A 11D G 3A 9C G 6A 7D G 2C 1A G 12A 20A G 20A 12C G 12C 11D G 1C 8B G 8A 3D G 3D 12A G 6B 18C G 18C 6A G 17D 20B G 6B 5C G 2A 18B G
Deep Beeline,Monte Carlo Beeline,Two,Normal,51,9874,65,17B 4B G 5B 11D G 16B 11A G 18C 4C G 9C 10C G 13C 3D G 16A 12D G 12C 15D G 3A 19B G 9A 10D G 14B 20A G 10B 18D G 14C 15C G 3C 2A G 6D 15B G 1C 8A G 3A 7A G
Monte Carlo Beeline,Bee Line,One,Normal,51,3038,32,9A 9C G 11D 6A G 19C 4D G 6D 16B G 15A 4A G 5B 13A G 11A 12C G 8B 17C G 17A 10C G 20D 12D G 5A 10B G 14C 10A G 16D 14B G 19D 20A G 7B 12A G 2B 11C G 18C 3B G
Monte Carlo Beeline,Barricade,One,Normal,60,10468,56,15A 14D G 15B 12B G 17B 12A G 7D 11C G 10D 10A G 5C 1B G 1C 1A G 6B 18D G 8B 20D G 20C 2A G 6D 11B G 3D 13D G 9C 3B G 4B 4A G 13B 10C G 5D 4D G 13A 3A G 10C 4C G 4D 10B G 7A 4C G
Tile Skipper,Barricade,One,Normal,66,100,79,20D 20B G 20A 6B G 6C 6A G 11D 1A G 2B 1B G 1C 2C G 4B 1D G 16A 4C G 7A 16D G 17C 8C G 7D 15D G 4A 3C G 7B 5B G 10B 8B G 9A 12D G 10A 9B G 11B 12A G 10C 13C G 18C 10B G 18A 14D G 11B 2D G 5B 18C G
Random,Tile Skipper,Two,Normal,48,100,74,19C 20D G 6B 15C G 5C 6C G 1A 15C G 17B 2B G 2C 12B G 18B 4B G 1B 7B G 4D 1C G 3B 5B G 11B 3C G 4C 8B G 19A 7A G 5D 7D G 5B 8D G 9A 7B G
Bee Line,Kitty Corner,One,Normal,39,100,68,18A 12A G 7A 15A G 1A 2A G 8A 15B G 19D 3A G 4A 15D G 6C 5A G 10A 19A G 1D 10D G 8C 20C G 19B 8C G 10C 15B G 11A 12C G
Tile Skipper,Random,One,Normal,45,100,79,20D 9B G 5C 6B G 6C 18A G 10D 1A G 2B 5D G 20B 2C G 4B 12C G 13C 1B G 2A 11C G 5D 3D G 3C 13D G 18B 4D G 7A 13B G 15B 8D G 12D 14A G
Random,Kitty Corner,Two,Normal,51,100,23,6D 5A G 1A 5D G 20A 2A G 7A 17C G 7D 12A G 17A 20C G 9B 5B G 12C 6C G 10D 12B G 5B 4A G 18D 5B G 7C 6B G 16A 1B G 11C 10B G 6D 5C G 7B 19C G 18D 4D G
Kitty Corner,Barricade,Two,Normal,60,100,44,12A 7C G 12B 7A G 2A 2B G 2C 1A G 5A 1B G 1C 10A G 7D 7B G 17C 7D G 1D 8B G 17D 12D G 12C 6C G 10C 10B G 14A 14C G 4C 10B G 7D 15D G 8A 5D G 1D 13D G 18C 5C G 2A 13A G 13C 2A G
Tile Skipper,Kitty Corner,Two,Normal,39,102,79,20D 15A G 10A 6B G 6C 5A G 4A 1A G 2B 3A G 8A 2C G 4B 15D G 3C 1B G 2A 10D G 4C 3D G 7A 4D G 8D 8C G 7B 4C G
Random,Bee Line,Two,Normal,42,102,41,11B 4D G 5B 12D G 11D 20D G 4A 4B G 12B 20C G 16C 3B G 8C 14A G 19D 8D G 3D 14B G 14C 10C G 8C 9D G 6C 14D G 6A 13D G 5D 8A G
Kitty Corner,Random,One,Normal,54,4238,24,7A 13C G 16A 2A G 3A 2B G 14C 4A G 9A 17D G 2D 14A G 3D 13A G 2C 14B G 14B 5A G 9D 9C G 14B 16B G 19C 14B G 4C 18D G 17B 6D G 7A 15D G 16C 6D G 4B 6A G 20D 4D G
Barricade,Tile Skipper,One,Normal,69,4331,27,7D 20D G 6B 6A G 11D 6C G 1A 1B G 1C 2B G 2C 1D G 2A 4B G 4C 20C G 20B 8C G 8B 5B G 5D 9A G 10A 16A G 10D 3C G 8A 12C G 9B 10B G 13A 17D G 18C 14C G 16D 14B G 18A 17A G 18B 18D G 20C 19C G 19A 20B G 11C 17B G
Kitty Corner,Tile Skipper,Two,Normal,57,4440,72,19A 20D G 6B 14A G 9A 6C G 1A 4A G 3A 2B G 2C 2A G 4B 7A G 6A 14B G 3D 1C G 5A 9B G 14C 3B G 8C 4D G 4C 8B G 5D 10A G 9C 12D G 12C 17C G 5B 8A G 17D 9D G 14C 17A G
Bee Line,Barricade,Two,Normal,93,4535,70,18C 7C G 18A 2B G 1D 1A G 6C 13D G 9D 5C G 9A 19A G 19B 3B G 1B 12B G 17B 17A G 5B 17C G 12D 5A G 9C 12A G 16A 14A G 10A 2C G 16D 16C G 3D 8D G 20D 20A G 15D 12C G 19B 20A G 18D 13D G 2A 7D G 6A 16A G 20D 3D G 10C 4C G 8C 10C G 20A 13A G 2C 1C G 2B 8A G 16A 3B G 5D 14D G 20C 15C G
Barricade,Kitty Corner,One,Normal,51,4535,27,7D 8A G 3A 3B G 3C 4A G 5A 3D G 4B 10A G 15A 4C G 4D 15B G 8B 13B G 2A 8C G 10D 7B G 11C 15D G 15B 16D G 16A 1B G 3A 16B G 20B 8D G 14B 19B G 19A 14A G
Bee Line,Random,One,Normal,39,4440,56,15A 12D G 10D 8C G 7A 6C G 10A 7D G 6D 18C G 20B 11B G 6B 2D G 1B 7C G 6A 5D G 10A 13D G 16C 2D G 17B 11D G 3C 19A G
Barricade,Bee Line,One,Normal,48,4454,73,19B 3D G 9D 3A G 8C 1A G 1D 5C G 6C 20A G 20C 1B G 1C 2A G 7C 2D G 2B 11C G 16C 14A G 8D 7B G 11D 7D G 5B 11B G 9B 8B G 12C 17A G 17D 15A G
Random,Barricade,Two,Normal,51,4471,34,9C 19B G 9A 16D G 13D 4D G 13B 10A G 8C 8A G 3D 9B G 18B 12B G 13A 1C G 20D 6D G 17D 6B G 17B 15D G 15B 14A G 15C 19C G 13C 10B G 1D 18D G 7C 11D G 6A 6C G
Tile Skipper,Bee Line,Two,Normal,42,4472,79,20D 9D G 11C 6B G 6C 16A G 20B 1A G 2B 16D G 9A 2C G 4B 19B G 9B 1B G 2A 16B G 19C 3D G 3C 14D G 19A 4D G 7A 17B G 16A 8D G
Barricade,Random,One,Normal,51,4589,78,20C 17C G 2D 2A G 7C 3D G 16C 1C G 16A 13A G 5D 5A G 10C 18D G 10B 13D G 1B 13A G 20B 12A G 1A 5B G 8D 1D G 6C 9A G 20D 15B G 19B 6B G 8A 18B G 14A 5D G
Kitty Corner,Bee Line,Two,Normal,45,100,72,19A 2C G 2A 14A G 9A 15D G 19D 4A G 3A 6C G 20C 5A G 1A 20A G 16C 8A G 10A 11B G 11D 12A G 4B 20D G 11A 8B G 4C 6A G 13D 3C G 12C 17A G
Bee Line,Tile Skipper,Two,Normal,48,100,40,11A 20D G 6B 5C G 5D 6C G 1A 9C G 7A 2B G 2C 8D G 7D 4B G 1B 7C G 12B 2A G 3D 13B G 8A 3C G 8C 12A G 8B 10A G 9D 12D G 12C 9B G 17C 16D G
Tile Skipper,Monte Carlo Beeline,Two,Normal,36,6444,79,20D 7C G 12C 6B G 6C 1A G 5B 5C G 5D 18C G 12B 4A G 3B 7D G 18A 1B G 3D 16A G 13A 4B G 2B 4D G 16D 2C G
Deep Beeline,Bee Line,One,Normal,45,6692,27,7D 6C G 12C 19A G 8B 6A G 17C 9B G 2B 6B G 17D 4D G 9C 18C G 17A 3D G 16D 13D G 16C 17B G 11A 13B G 5D 3A G 18B 18C G 10A 20B G 20A 6D G
Deep Beeline,Tile Skipper,One,Normal,48,7085,78,20C 20D G 6B 12D G 3A 6C G 1A 2C G 14D 2B G 4B 1B G 18B 4C G 6A 2D G 16A 1C G 2A 5A G 18D 9A G 10A 17D G 10D 9C G 8D 17A G 14B 8B G 13B 20B G
Kitty Corner,Deep Beeline,Two,Normal,45,7091,56,15A 20C G 4D 10A G 5A 17C G 7D 4A G 3A 20D G 8B 8A G 15D 8D G 12D 10D G 4C 9B G 6B 5B G 5C 3B G 19C 10D G 3D 16A G 14A 10A G 18A 14D G
Monte Carlo Beeline,Random,One,Normal,45,7172,27,7D 19A G 6A 16C G 20C 11A G 9B 12D G 17A 19D G 11B 11D G 11C 19D G 18D 13A G 13C 10C G 13B 1C G 2B 3C G 9D 15B G 3B 11B G 19C 5C G 1B 10A G
Kitty Corner,Monte Carlo Beeline,Two,Normal,42,7169,12,4A 7D G 16A 5A G 1A 19A G 7B 6A G 11A 9C G 14B 2A G 3A 18C G 9B 9A G 11B 17D G 20B 1D G 5B 9D G 20A 6D G 11B 13D G 20D 10C G
Bee Line,Deep Beeline,Two,Normal,60,7309,9,3B 7D G 3C 8C G 20B 3A G 19A 19D G 20C 4C G 11D 4B G 10D 10B G 16D 5A G 5B 15C G 15B 10C G 5D 14A G 18A 7B G 2B 12C G 8B 15D G 5D 15A G 12D 18B G 18D 13A G 13D 17A G 17B 13C G 9B 15D G
Random,Deep Beeline,Two,Normal,54,7531,76,20A 7C G 3D 18D G 8A 14A G 3A 18A G 15C 3B G 15A 2D G 18D 19C G 6B 2A G 16D 8D G 9B 20B G 20B 10B G 1B 20C G 20A 4D G 5C 2D G 17D 9C G 11D 8A G 17C 9A G 5D 18D G
Barricade,Deep Beeline,One,Normal,51,3361,51,13D 13C G 1A 1B G 1C 7B G 18B 1D G 7A 6D G 17D 6A G 11B 3D G 13B 3A G 8C 3B G 19A 17C G 16D 14D G 16A 16B G 19D 11D G 5D 12A G 12B 15B G 10A 20A G 15C 14C G
Deep Beeline,Barricade,One,Normal,71,7914,73,19B 19A G 20B 2B G 9C 2A G 3B 12C G 19C 9A G 4D 7C G 1A 1B G 1C 15C G 6C 1D G 13A 4B G 6B 12D G 6A 11D G 3C 11A G 7D 18A G 11C 7B G 18C 14B G 10B 4D G 20C 14A G 10C 5D G 5C 18C G 10A 7B G 5A 10C G 7A 5A G 9A 10A
Deep Beeline,Kitty Corner,One,Normal,54,8039,27,7D 15A G 10A 17C G 11D 5A G 4A 16C G 11C 3A G 8A 19D G 5D 5C G 4D 8D G 20A 15C G 4D 3D G 13D 8C G 4C 19A G 18C 4A G 13A 13B G 6A 8B G 3B 18D G 14D 4C G 14C 13C G
Monte Carlo Beeline,Barricade,One,Normal,48,8159,27,7D 7C G 7A 13C G 20D 12B G 2C 1C G 3C 1A G 6D 15D G 14A 2D G 7B 14B G 19C 8D G 19A 2A G 10A 18A G 4A 19D G 18C 9C G 13D 6C G 6B 19B G 19A 5D G
Tile Skipper,Deep Beeline,Two,Normal,48,3874,79,20D 13C G 16B 6B G 6C 8D G 14A 1A G 2B 7D G 8A 2C G 4B 18A G 19B 1B G 2A 3B G 20C 3D G 4C 4D G 3A 9A G 4A 16D G 11B 7B G 9D 5A G 11C 12A G
Monte Carlo Beeline,Tile Skipper,One,Normal,54,8593,27,7D 20D G 6B 1B G 4A 6C G 1A 7B G 11D 2B G 2C 1C G 18A 4B G 4C 13A G 17D 1D G 8C 19D G 19B 8B G 9A 16D G 13B 5D G 3C 13C G 11A 8A G 9D 19C G 14D 9B G 17B 14A G
Barricade,Monte Carlo Beeline,Two,Normal,69,9177,78,20C 20B G 3D 6D G 20A 11B G 13C 11A G 7C 19C G 19D 19A G 14D 15D G 9C 16A G 17B 4A G 14A 18B G 13D 9D G 16D 13B G 8B 6C G 1B 3B G 14B 18A G 15B 12A G 5D 17C G 10C 5B G 17A 6C G 10C 2D G 14D 10D G 17D 5A G 5D 17D G
Random,Monte Carlo Beeline,Two,Normal,54,9292,73,19B 20C G 2B 7D G 19A 7B G 14B 1A G 10B 7A G 10D 13C G 12A 14C G 7C 8B G 19A 10A G 6D 18A G 9C 11D G 6C 9C G 4B 9A G 13B 12B G 3C 8D G 16C 14D G 16A 5A G 6B 17D G
Monte Carlo Beeline,Kitty Corner,One,Normal,57,9299,73,19B 7A G 2A 3C G 14D 3A G 4A 4C G 20D 9A G 14A 2B G 12C 9D G 2D 18D G 16A 2C G 2C 14B G 20C 4B G 4B 16B G 10B 7D G 9C 10C G 15D 3B G 17A 5A G 10A 2C G 4A 17A G 15B 4B G
Bee Line,Monte Carlo Beeline,Two,Normal,51,9437,32,9A 19B G 11A 7C G 13C 8B G 3A 18A G 19C 12C G 18B 18C G 12D 18D G 17D 12B G 7D 14D G 10B 16D G 20D 6A G 6D 4C G 10D 6B G 5D 10A G 4A 1A G 2B 18C G 4D 20C G
Monte Carlo Beeline,Deep Beeline,One,Normal,57,10486,27,7D 7C G 19D 14D G 2C 8C G 13D 1D G 18C 1B G 6A 17B G 20B 17D G 4C 20A G 9C 5B G 4D 10B G 5A 14B G 3A 15D G 12C 15B G 15C 10D G 16C 10A G 2B 11D G 12D 9D G 11C 17C G 12C 15A G
